production_system,group,age_group,sex,ahle_component,cause,disease,median,mean,sd,lower95,upper95,pct_of_total,exchg_rate_lcuperusdol,mean_usd,median_usd,lower95_usd,upper95_usd,sd_usd
Pastoral,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 1,671531453.34209,678021773.117348,148065231.7672478,387813918.85354227,968229627.3811536,0.37808076832934934,29.06975,23323962.989614565,23100695.85538541,13340806.813045943,33307119.166183185,5093447.028861541
Pastoral,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 2,671531453.34209,678021773.117348,148065231.7672478,387813918.85354227,968229627.3811536,0.37808076832934934,29.06975,23323962.989614565,23100695.85538541,13340806.813045943,33307119.166183185,5093447.028861541
Pastoral,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 3,671531453.34209,678021773.117348,148065231.7672478,387813918.85354227,968229627.3811536,0.37808076832934934,29.06975,23323962.989614565,23100695.85538541,13340806.813045943,33307119.166183185,5093447.028861541
Pastoral,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 4,671531453.34209,678021773.117348,148065231.7672478,387813918.85354227,968229627.3811536,0.37808076832934934,29.06975,23323962.989614565,23100695.85538541,13340806.813045943,33307119.166183185,5093447.028861541
Pastoral,Neonate,Neonatal,Overall,Production loss,Non-infectious,Non-inf 5,671531453.34209,678021773.117348,148065231.7672478,387813918.85354227,968229627.3811536,0.37808076832934934,29.06975,23323962.989614565,23100695.85538541,13340806.813045943,33307119.166183185,5093447.028861541
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 1,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 2,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 3,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 4,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 5,,4262884.317665547,106424.62835779748,4054292.0460842643,4471476.58924683,0.0023770838076658317,29.06975,146643.30851367992,,139467.73006593675,153818.88696142312,3661.009412113881
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 1,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 2,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 3,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 4,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 5,,992756.465815872,25041.762455847485,943674.6114024109,1041838.320229333,0.0005535841800977567,29.06975,34150.842914571745,,32462.4261096986,35839.25971944489,861.4371453434408
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 1,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 2,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 3,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 4,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 5,,1077203.4878181298,24837.556073729284,1028521.8779136204,1125885.0977226393,0.0006006738108848984,29.06975,37055.822214436994,,35381.17382893284,38730.47059994115,854.4124415837523
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 1,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 2,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 3,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 4,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Crop livestock mixed,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 5,,1389249.4948485154,39657.05213190163,1311521.6726699881,1466977.3170270426,0.0007746779487604748,29.06975,47790.21129691571,,45116.37260967116,50464.04998416026,1364.2034118594634
Pastoral,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 1,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 2,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 3,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 4,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult female,Adult,Female,Health Cost,Non-infectious,Non-inf 5,,4274820.691277973,106362.14553020045,4066350.8860387807,4483290.4965171665,0.0023837398082330453,29.06975,147053.9200123143,,139882.5544092667,154225.2856153619,3658.8600015548964
Pastoral,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 1,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 2,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 3,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 4,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Adult male,Adult,Male,Health Cost,Non-infectious,Non-inf 5,,1384868.9883604913,33903.04270766019,1318419.0246534774,1451318.9520675053,0.0007722352760848627,29.06975,47639.521783313976,,45353.64166026462,49925.40190636333,1166.265368902732
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 1,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 2,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 3,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 4,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Juvenile,Juvenile,Overall,Health Cost,Non-infectious,Non-inf 5,,1080447.4140467441,26824.105507076747,1027872.1672528737,1133022.6608406145,0.0006024826998757037,29.06975,37167.41334365601,,35358.82376879312,38976.00291851889,922.74978309331
Pastoral,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 1,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 2,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 3,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 4,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
Pastoral,Neonate,Neonatal,Overall,Health Cost,Non-infectious,Non-inf 5,,1299009.325439266,44143.02787929565,1212488.9907958466,1385529.6600826853,0.0007243579237448257,29.06975,44685.947606679314,,41709.646309164906,47662.248904193715,1518.5210701604126
