region,species,production_system,group,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_dueto_ppr_total_mean,ahle_dueto_ppr_mortality_mean,ahle_dueto_ppr_healthcost_mean,ahle_dueto_ppr_productionloss_mean,ahle_dueto_otherdisease_total_mean,ahle_dueto_otherdisease_mortality_mean,ahle_dueto_otherdisease_healthcost_mean,ahle_dueto_otherdisease_productionloss_mean,ahle_when_af_repro_imp25_mean,ahle_when_af_repro_imp50_mean,ahle_when_af_repro_imp75_mean,ahle_when_af_repro_imp100_mean,ahle_when_af_ideal_mean,ahle_when_am_ideal_mean,ahle_when_jf_ideal_mean,ahle_when_jm_ideal_mean,ahle_when_nf_ideal_mean,ahle_when_nm_ideal_mean,ahle_when_af_mort_imp25_mean,ahle_when_am_mort_imp25_mean,ahle_when_j_mort_imp25_mean,ahle_when_n_mort_imp25_mean,ahle_when_af_mort_imp50_mean,ahle_when_am_mort_imp50_mean,ahle_when_j_mort_imp50_mean,ahle_when_n_mort_imp50_mean,ahle_when_af_mort_imp75_mean,ahle_when_am_mort_imp75_mean,ahle_when_j_mort_imp75_mean,ahle_when_n_mort_imp75_mean,ahle_when_af_mort_imp100_mean,ahle_when_am_mort_imp100_mean,ahle_when_j_mort_imp100_mean,ahle_when_n_mort_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_af_growth_imp25_mean,ahle_when_am_growth_imp25_mean,ahle_when_jf_growth_imp25_mean,ahle_when_jm_growth_imp25_mean,ahle_when_nf_growth_imp25_mean,ahle_when_nm_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_af_growth_imp50_mean,ahle_when_am_growth_imp50_mean,ahle_when_jf_growth_imp50_mean,ahle_when_jm_growth_imp50_mean,ahle_when_nf_growth_imp50_mean,ahle_when_nm_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_af_growth_imp75_mean,ahle_when_am_growth_imp75_mean,ahle_when_jf_growth_imp75_mean,ahle_when_jm_growth_imp75_mean,ahle_when_nf_growth_imp75_mean,ahle_when_nm_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_when_af_growth_imp100_mean,ahle_when_am_growth_imp100_mean,ahle_when_jf_growth_imp100_mean,ahle_when_jm_growth_imp100_mean,ahle_when_nf_growth_imp100_mean,ahle_when_nm_growth_imp100_mean,ahle_when_a_ideal_mean,ahle_when_j_ideal_mean,ahle_when_n_ideal_mean,ahle_when_a_mort_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_total_stdev,ahle_dueto_ppr_mortality_stdev,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_otherdisease_total_stdev,ahle_dueto_otherdisease_mortality_stdev,ahle_dueto_otherdisease_healthcost_stdev,ahle_dueto_otherdisease_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_total_mean_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_otherdisease_total_mean_usd,ahle_dueto_otherdisease_mortality_mean_usd,ahle_dueto_otherdisease_healthcost_mean_usd,ahle_dueto_otherdisease_productionloss_mean_usd,ahle_when_af_repro_imp25_mean_usd,ahle_when_af_repro_imp50_mean_usd,ahle_when_af_repro_imp75_mean_usd,ahle_when_af_repro_imp100_mean_usd,ahle_when_af_ideal_mean_usd,ahle_when_am_ideal_mean_usd,ahle_when_jf_ideal_mean_usd,ahle_when_jm_ideal_mean_usd,ahle_when_nf_ideal_mean_usd,ahle_when_nm_ideal_mean_usd,ahle_when_af_mort_imp25_mean_usd,ahle_when_am_mort_imp25_mean_usd,ahle_when_j_mort_imp25_mean_usd,ahle_when_n_mort_imp25_mean_usd,ahle_when_af_mort_imp50_mean_usd,ahle_when_am_mort_imp50_mean_usd,ahle_when_j_mort_imp50_mean_usd,ahle_when_n_mort_imp50_mean_usd,ahle_when_af_mort_imp75_mean_usd,ahle_when_am_mort_imp75_mean_usd,ahle_when_j_mort_imp75_mean_usd,ahle_when_n_mort_imp75_mean_usd,ahle_when_af_mort_imp100_mean_usd,ahle_when_am_mort_imp100_mean_usd,ahle_when_j_mort_imp100_mean_usd,ahle_when_n_mort_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_af_growth_imp25_mean_usd,ahle_when_am_growth_imp25_mean_usd,ahle_when_jf_growth_imp25_mean_usd,ahle_when_jm_growth_imp25_mean_usd,ahle_when_nf_growth_imp25_mean_usd,ahle_when_nm_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_af_growth_imp50_mean_usd,ahle_when_am_growth_imp50_mean_usd,ahle_when_jf_growth_imp50_mean_usd,ahle_when_jm_growth_imp50_mean_usd,ahle_when_nf_growth_imp50_mean_usd,ahle_when_nm_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_af_growth_imp75_mean_usd,ahle_when_am_growth_imp75_mean_usd,ahle_when_jf_growth_imp75_mean_usd,ahle_when_jm_growth_imp75_mean_usd,ahle_when_nf_growth_imp75_mean_usd,ahle_when_nm_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_when_af_growth_imp100_mean_usd,ahle_when_am_growth_imp100_mean_usd,ahle_when_jf_growth_imp100_mean_usd,ahle_when_jm_growth_imp100_mean_usd,ahle_when_nf_growth_imp100_mean_usd,ahle_when_nm_growth_imp100_mean_usd,ahle_when_a_ideal_mean_usd,ahle_when_j_ideal_mean_usd,ahle_when_n_ideal_mean_usd,ahle_when_a_mort_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_otherdisease_total_stdev_usd,ahle_dueto_otherdisease_mortality_stdev_usd,ahle_dueto_otherdisease_healthcost_stdev_usd,ahle_dueto_otherdisease_productionloss_stdev_usd
National,Goat,Overall,Overall,2020,79453352995.27013,85434851368.48857,118742428.74847195,-6100240801.966917,7362390300.4151,4692864338.704344,26897547.638516076,2642628414.0722404,72090962694.85503,80741987029.78423,91844881.10995588,-8742869216.039158,160115171055.7268,190757126541.59048,221826674598.05298,257888019827.74463,270215863129.0048,129375830119.90099,130629455035.02666,132507390296.83595,130820902030.1804,131312079329.6378,137879900890.5198,135496275381.77367,133836774192.95857,134077789227.89595,140332991911.45627,135557086970.51183,136998213763.02324,136700447947.26653,142198847458.6201,137724104378.77628,137549635042.82574,139251384868.3625,137750783097.76175,125238807983.0584,129601051550.21553,132859491975.73137,125003580641.0985,123823855685.13904,126315998773.75179,124604656063.62935,125605816404.13875,126653791773.22914,124783090233.37958,127652230494.86885,123997839898.07948,127870224569.06621,125583783362.303,125407404861.12885,123827039890.50783,124391131631.63748,129696405506.47444,124991283813.36824,126062498098.99187,124658812058.95418,126437267139.08614,125938815644.634,125119970667.96263,131341815001.3109,126254483840.35472,128706633114.50536,125402705534.45012,127037887406.39973,124660241267.84117,123409026941.5416,,,,,6482843240.463451,6713662153.020538,1292167.1689625275,9332765809.50251,7727246712.123372,384186406.64877033,896953.120023755,7736791437.643906,10086505749.289202,6724645618.912127,1572965.636008931,12122642426.658434,2274829694.1978264,2446086030.17654,3399715.5902819335,-174656051.56899554,210792665.68719065,134361442.8602176,770103.9385064024,75661118.88846666,2064037028.5106356,2311724587.3163223,2629611.6517755315,-250317170.4574622,4584258963.002035,5461569077.676242,6351121599.24641,7383594312.4635,7736552909.5512,3704160604.5973225,3740053151.2905235,3793820333.370294,3745534472.0028996,3759597373.86669,3947640734.5260763,3879395130.2472243,3831881936.158387,3838782439.882331,4017875206.535439,3881136227.414277,3922397142.116067,3913871806.25465,4071296534.191991,3943180123.138314,3938184889.9456897,3986907705.1484337,3943943961.791604,3585713485.027636,3710608921.4793015,3803901359.838439,3578978688.7955694,3545201972.5258036,3616554544.6507792,3567557075.479563,3596221306.570976,3626225899.1844134,3572665825.8658624,3654812207.5804625,3550183316.1569796,3661053597.9617195,3595590478.343695,3590540583.8236623,3545293139.539558,3561443655.466178,3713339001.4945517,3578626618.205586,3609296564.4560685,3569107616.2892265,3620026580.355123,3605755410.946269,3582311052.7454557,3760448736.161028,3614793310.016206,3685000818.864518,3590406037.3574843,3637222944.8572397,3569148535.9822636,3533325006.8803334,,,,,185610345.57111558,192218924.01963708,36996.05032399934,267206505.35307652,221238873.0300306,10999644.60913073,25680.67318511896,221512148.15585658,288786840.63271815,192533391.73450974,45035.59386548355,347083488.923956
National,Goat,Overall,Overall,2021,83426020645.03363,89706593936.91298,124679550.18589558,-6405252842.065245,7730509815.435852,4927507555.63956,28242425.020441882,2774759834.7758503,75695510829.59778,84779086381.27342,96437125.1654537,-9180012676.841095,168120929608.51315,200294982868.66998,232918008327.95563,270782420819.13184,283726656285.45514,135844621625.89603,137160927786.77795,139132759811.6778,137361947131.68942,137877683296.11972,144773895935.04584,142271089150.86234,140528612902.60648,140781678689.29074,147349641507.0291,142334941319.03738,143848124451.17444,143535470344.62985,149308789831.55115,144610309597.71512,144427116794.96704,146213954111.78064,144638322252.64987,131500748382.21133,136081104127.72632,139502466574.51794,131253759673.15344,130015048469.39597,132631798712.43939,130834888866.81079,131886107224.3457,132986481361.89062,131022244745.04852,134034842019.61227,130197731892.98346,134263735797.5195,131862972530.41815,131677775104.18527,130018391885.03326,130610688213.21936,136181225781.79816,131240848004.03665,132365623003.94147,130891752661.90189,132759130496.04044,132235756426.86572,131375969201.36075,137908905751.37646,132567208032.37247,135141964770.23065,131672840811.17267,133389781776.71973,130893253331.23322,129579478288.61868,,,,,6806985402.486625,7049345260.671567,1356775.5274106541,9799404099.977636,8113609047.729542,403395726.98120886,941800.7760249428,8123631009.526102,10590831036.753664,7060877899.857736,1651613.9178093781,12728774547.991358,2388571178.9077177,2568390331.685366,3569701.369796031,-183388854.14744478,221332298.9715501,141079515.00322846,808609.1354317226,79444174.83288993,2167238879.9361672,2427310816.682138,2761092.234364309,-262833028.98033473,4813471911.152137,5734647531.560054,6668677679.208731,7752774028.086674,8123380555.028764,3889368634.8271885,3927055808.8550487,3983511350.03881,3932811195.6030445,3947577242.560025,4145022771.2523813,4073364886.7595854,4023476032.9663057,4030721561.876447,4218768966.8622117,4075193038.7849903,4118516999.2218714,4109565396.5673823,4274861360.901592,4140339129.29523,4135094134.442974,4186253090.405856,4141141159.881185,3764999159.2790184,3896139367.553267,3994096427.8303614,3757927623.2353487,3722462071.152093,3797382271.883319,3745934929.2535405,3776032371.8995247,3807537194.143635,3751299117.1591544,3837552817.959485,3727692481.9648285,3844106277.859805,3775370002.2608805,3770067613.014845,3722557796.516537,3739515838.239487,3899005951.569279,3757557949.115865,3789761392.678872,3747562997.103688,3801027909.372879,3786043181.4935827,3761426605.382728,3948471172.9690795,3795532975.5170164,3869250859.807745,3769926339.22536,3819084092.100102,3747605962.7813764,3709991257.2243505,,,,,194890862.84967136,201829870.22061896,38845.85284019932,280566830.62073034,232300816.68153217,11549626.839587266,26964.70684437491,232587755.56364945,303226182.66435415,202160061.3212353,47287.37355875773,364437663.3701538
National,Goat,Pastoral,Overall,2017,37877786134.45499,39053172871.14148,59717736.168001704,-1235104472.8544946,6572051914.1521,2255602925.866073,13650826.067540392,4302798162.218486,31305734220.302887,36797569945.275406,46066910.10046131,-5537902635.072981,35960974282.46005,45350867575.17047,55682489895.01289,64841992804.28334,69857060995.51506,28110860232.05364,29832494396.357006,29284174614.165127,28801927027.177807,29110636924.87327,31648974394.338184,31599171080.049366,30947176002.412746,30764485283.85879,33151273897.170826,30875529445.746944,31943257038.16637,30822109953.638577,34439529889.39024,32045470752.08668,32674720237.248524,31724313223.301624,31816919448.417027,28103193417.90279,29891874325.697468,30425841915.093372,26378054260.138126,26073993063.346043,27669034904.897266,27246322050.024586,27200648249.29044,27702327324.886143,26776840672.579914,27955831076.96002,26668464129.834713,28407585882.691433,28033636991.23875,27194248697.4929,26132237455.422024,26885208101.462135,29812898069.031696,26950526524.531803,27624873009.5628,27075441251.06251,27624135552.802776,28445343973.99673,27723416237.77678,29804239274.813244,27779642606.950283,27513455640.294857,27815414411.081806,27809596796.59622,27619673445.47681,28044068818.32886,,,,,3889383291.841577,3716201257.610634,962794.3324653165,5379354524.931054,4116788234.6283717,291572315.729433,684789.5538110296,4127100707.883337,5663501369.261864,3727622057.3398643,1181486.2079753804,6780148623.585426,1587095464.2826362,1636344672.035996,2502198.7260034033,-51751406.47936313,275371790.3933378,94510728.79912382,571975.4596691469,180289086.1345448,1311723673.8892984,1541833943.2368722,1930223.2663342564,-232040492.61390793,1506780226.6025465,1900220777.8020968,2333120178.6355476,2716907274.079422,2927040779.536116,1177857085.2321386,1249994294.192047,1227019460.441096,1206813079.9717631,1219748156.923527,1326105584.211018,1324018804.0086732,1296699930.9684558,1289045111.6040323,1389052576.9015677,1293697909.55379,1338436153.0457146,1291459609.951788,1443031054.8101945,1342718951.4430277,1369084774.4152977,1329262313.4165688,1333142553.9175124,1177535842.4350777,1252482338.6672742,1274855809.3921986,1105251772.7477493,1092511478.3551447,1159344414.7649167,1141632565.07336,1139718813.257866,1160739381.4235218,1121961094.2523708,1171361297.2257524,1117420070.6873984,1190290017.098639,1174621398.3628094,1139450669.2962506,1094951943.332574,1126501735.9425802,1249173199.682875,1129238605.848862,1157494012.4333057,1134472586.3987088,1157463112.6791654,1191872097.298308,1161623015.907242,1248810392.4960587,1163978924.8606212,1152825576.9344685,1165477778.776867,1165234018.2378998,1157276148.4708285,1175058496.3864405,,,,,162966825.9762261,155710424.55805686,40341.494950856344,225397258.8836255,172495190.48969683,12217004.92636847,28692.975639698205,172927287.53650928,237303133.37763232,156188960.95890144,49504.77821312083,284091131.6584639
National,Goat,Pastoral,Overall,2018,39771675441.17774,41005831514.698555,62703622.97640179,-1296859696.4972148,6900654509.859711,2368383072.159377,14333367.37091741,4517938070.329416,32871020931.31803,38637448442.53918,48370255.60548438,-5814797766.826632,37759022996.58305,47618410953.92902,58466614389.76355,68084092444.49752,73349914045.29082,29516403243.656334,31324119116.17486,30748383344.873383,30242023378.536697,30566168771.116936,33231423114.05509,33179129634.051834,32494534802.533394,32302709548.051735,34808837592.02937,32419305918.034294,33540419890.0747,32363215451.320503,36161506383.859764,33647744289.691017,34308456249.110954,33310528884.466713,33407765420.837883,29508353088.797935,31386468041.982338,31947134010.848045,27696956973.145035,27377692716.51335,29052486650.142136,28608638152.525818,28560680661.754974,29087443691.130447,28115682706.208916,29353622630.80802,28001887336.326447,29827965176.826004,29435318840.80069,28553961132.367554,27438849328.193123,28229468506.535248,31303542972.483284,28298052850.758392,29006116660.04094,28429213313.61564,29005342330.442924,29867611172.69657,29109587049.66562,31294451238.55391,29168624737.2978,28889128422.3096,29206185131.635902,29200076636.426033,29000657117.75065,29446272259.245308,,,,,4083852456.433656,3902011320.4911656,1010934.0490885825,5648322251.177607,4322627646.359792,306150931.5159047,719029.0315015812,4333455743.277505,5946676437.724958,3914003160.2068577,1240560.5183741495,7119156054.764698,1449965908.0832608,1494959844.396196,2286001.6486747363,-47279937.96160986,251578885.52007377,86344733.37668629,522555.1552788144,164711596.98810866,1198387022.5631871,1408615111.0195096,1763446.493395922,-211991534.94971853,1376590135.0711617,1736036305.0938895,2131531968.060759,2482158768.3253803,2674136142.0342464,1076086887.4090488,1141991236.6117744,1121001493.7560623,1102541001.9547484,1114358451.516277,1211526294.981831,1209619818.5163903,1184661373.705086,1177667952.4769769,1269034488.7053373,1181918735.4677768,1222791467.6446905,1179873831.3091938,1318349072.7988095,1226704220.0953465,1250791961.0716777,1214410273.8174515,1217955250.5174353,1075793400.9021318,1144264306.9771445,1164704646.2804282,1009754880.155987,998115383.387234,1059173764.2547432,1042992268.6863841,1041243870.4636896,1060448201.8316939,1025020468.8204062,1070152353.937457,1020871802.5900549,1087445578.6470048,1073130773.0760769,1040998894.9020103,1000344985.2585633,1029168786.1710585,1141241087.000483,1031669182.7434605,1057483241.9405819,1036450932.5068744,1057455012.0129691,1088890962.6235826,1061255487.78609,1140909627.3851483,1063407839.5140259,1053218172.5293608,1064777188.1944697,1064554489.2584618,1057284202.043297,1073530104.5889058,,,,,148886029.31070113,142256601.58659878,36855.87519859354,205922295.4835896,157591116.0652447,11161420.998784298,26213.82104310325,157985878.69985703,216799468.6031227,142693791.0831456,45227.4247590347,259544850.93292975
National,Goat,Pastoral,Overall,2019,41760259213.23663,43056123090.43349,65838804.12522188,-1361702681.3220756,7245687235.352692,2486802225.767346,15050035.73946328,4743834973.845883,34514571977.88394,40569320864.66614,50788768.38575859,-6105537655.167959,39646974146.41221,49999331501.62546,61389945109.251724,71488297066.72238,77017409747.55537,30992223405.83914,32890325071.983597,32285802512.11705,31754124547.46353,32094477209.672775,34892994269.75785,34838086115.754425,34119261542.660057,33917845025.454315,36549279471.63084,34040271213.936005,35217440884.57843,33981376223.886536,37969581703.05275,35330131504.17557,36023879061.566505,34976055328.69005,35078153691.879776,30983770743.23783,32955791444.08145,33544490711.39044,29081804821.802284,28746577352.339016,30505110982.64924,30039070060.152115,29988714694.842712,30541815875.686974,29521466841.519356,30821303762.34842,29401981703.14277,31319363435.667305,30907084782.84073,29981659188.98593,28810791794.602783,29640941931.862007,32868720121.107452,29712955493.296318,30456422493.042984,29850673979.296417,30455609446.965065,31360991731.331398,30565066402.148903,32859173800.481598,30627055974.16269,30333584843.42508,30666494388.21769,30660080468.24733,30450689973.638184,30918585872.207573,,,,,4288045079.2553396,4097111886.5157247,1061480.7515430117,5930738363.736488,4538759028.67778,321458478.0916999,754980.4830766602,4550128530.44138,6244010259.611206,4109703318.2172008,1302588.544292857,7475113857.5029335,1436553778.8676076,1481131522.9898257,2264856.2208213652,-46842600.34303961,249251790.44720685,85546047.89402544,517721.54007046093,163188021.013111,1187301988.4204006,1395585475.0958002,1747134.6807509041,-210030621.35615063,1363856728.9506173,1719978035.6427372,2111815378.8474867,2459198894.614587,2649400484.956196,1066133124.8407414,1131427861.3329525,1110632272.7961903,1092342539.8382695,1104050678.4431505,1200319723.0715039,1198430881.4404812,1173703301.289487,1166774568.9403698,1257295968.2016819,1170986032.351018,1211480693.317914,1168960043.477723,1306154394.2776513,1215357252.9579914,1239222183.2511978,1203177025.213153,1206689211.014191,1065842353.0727932,1133679905.8843455,1153931172.830535,1000414686.1188103,988882854.2501748,1049376447.4290023,1033344630.0760108,1031612404.470032,1050639096.5070899,1015539068.671707,1060253485.576877,1011428777.4453777,1077386748.6190045,1063204354.4523338,1031369694.922933,991091832.3894352,1019649014.2454616,1130684650.5768867,1022126282.2451627,1047701562.3816161,1026863801.0060774,1047673593.5797545,1078818762.849058,1051438915.0972713,1130356256.9503212,1053571357.6540111,1043475944.6993896,1054928039.9115125,1054707400.9321487,1047504363.5957717,1063599992.1639359,,,,,147508839.23168722,140940733.460581,36514.95976205546,204017522.12304848,156133404.2665582,11058178.281261446,25971.34420064363,156524515.3618927,214794081.80707458,141373878.9709991,44809.07280911796,257144070.9845435
National,Goat,Pastoral,Overall,2020,43848272173.89846,45208929244.95516,69130744.33148298,-1429787815.3881845,7607971597.120331,2611142337.0557137,15802537.526436448,4981026722.53818,36240300576.77813,42597786907.899445,53328206.80504653,-6410814537.926365,41629322853.73281,52499298076.70674,64459442364.714325,75062711920.0585,80868280234.93312,32541834576.131104,34534841325.58278,33900092637.722908,33341830774.8367,33699201070.15641,36637643983.24574,36579990421.542145,35825224619.79306,35613737276.727036,38376743445.21238,35742284774.632805,36978312928.80735,35680445035.08086,39868060788.20538,37096638079.384346,37825073014.64483,36724858095.12454,36832061376.473755,32532959280.39972,34603581016.28553,35221715246.95996,30535895062.892395,30183906219.955963,32030366531.7817,31541023563.159714,31488150429.584846,32068906669.47132,30997540183.59532,32362368950.465843,30872080788.299904,32885331607.45067,32452439021.982765,31480742148.435226,30251331384.332924,31122989028.45511,34512156127.16283,31198603267.961136,31979243617.695137,31343207678.26124,31978389919.313316,32929041317.897964,32093319722.256348,34502132490.505684,32158408772.87082,31850264085.59633,32199819107.62857,32193084491.6597,31973224472.32009,32464515165.817947,,,,,4502447333.218106,4301967480.841511,1114554.7891201621,6227275281.923312,4765696980.11167,337531401.99628496,792729.5072304932,4777634956.963449,6556210772.591766,4315188484.128061,1367717.9715074997,7848869550.378079,1255420291.531189,1294377276.883894,1979282.9888074994,-40936268.34151235,217823906.09460208,74759640.72233742,452442.6000115199,142611822.77225313,1037596385.436587,1219617636.1615562,1526840.3887959793,-183548091.11376548,1191889532.750834,1503107895.2268362,1845538898.4202425,2149121208.426928,2315340489.256486,931705570.7122067,988767365.6330485,970593870.00244,954610269.374442,964842141.6488056,1048972728.2308307,1047322048.5653995,1025712341.8222989,1019657245.7210401,1098764901.2242181,1023337690.338252,1058726424.0037547,1021567156.1756144,1141462822.0472026,1062114192.4987986,1082970019.9567068,1051469756.2853521,1054539094.4383078,931451462.0369474,990735452.361747,1008433259.3129784,874273497.71018,864195701.8494339,917061724.3412602,903051341.2208087,901537530.0379307,918165167.3846273,887490863.487293,926567288.701938,883898834.3648579,941540237.43497,929146085.7636229,901325423.4709098,866126152.3625798,891082590.5401065,988117865.5044945,893247502.5400159,915598023.7089539,897387672.7664659,915573581.4625837,942791690.5644083,918864137.7277002,987830878.6694282,920727702.9458196,911905209.5167123,921913322.6283422,921720503.7754246,915425689.5013131,929491837.9509386,,,,,128909611.7916646,123169671.25949064,31910.828612253477,178293176.95511976,136446714.89889556,9663864.733702067,22696.64595051248,136788511.22601458,187710932.07103887,123548201.92848736,39159.14605968227,224721057.65187907
National,Goat,Pastoral,Overall,2021,46040685782.5934,47469375707.20291,72587281.54805714,-1501277206.1575694,7988370176.976349,2741699453.908499,16592664.40275827,5230078058.6650915,38052315605.61705,44727676253.29441,55994617.14529887,-6731355264.82266,43710788996.41946,55124262980.54207,67682414482.95003,78815847516.06143,84911694246.6798,34168926304.93766,36261583391.86192,35595097269.609055,35008922313.578545,35384161123.66424,38469526182.408035,38408989942.619255,37616485850.782715,37394424140.56339,40295580617.47301,37529399013.36445,38827228575.24773,37464467286.83491,41861463827.61566,38951469983.35357,39716326665.377075,38561100999.88078,38673664445.297455,34159607244.41971,36333760067.09981,36982801009.30797,32062689816.037025,31693101530.953766,33631884858.370796,33118074741.317703,33062557951.064095,33672352002.944893,32547417192.775085,33980487397.989136,32415684827.714905,34529598187.82321,34075060973.08191,33054779255.856995,31763897953.549576,32679138479.87787,36237763933.520966,32758533431.35919,33578205798.579895,32910368062.1743,33577309415.278984,34575493383.79287,33697985708.369164,36227239115.03097,33766329211.514374,33442777289.87616,33809810063.01001,33802738716.242683,33571885695.936104,34087740924.10885,,,,,4727569699.879012,4517065854.883587,1170282.5285761706,6538639046.019478,5003981829.117253,354407972.0960992,832365.9825920179,5016516704.811622,6884021311.221355,4530947908.334464,1436103.8700828748,8241313027.896984,1318191306.107749,1359096140.7280884,2078247.1382478748,-42983081.75858727,228715101.39933223,78497622.75845428,475064.73001209594,149742413.91086584,1089476204.7084167,1280598517.969634,1603182.4082357788,-192725495.66945308,1251484009.388376,1578263289.9881778,1937815843.3412542,2256577268.8482747,2431107513.7193108,978290849.247817,1038205733.9147011,1019123563.502562,1002340782.8431644,1013084248.731246,1101421364.6423724,1099688150.9936695,1076997958.9134138,1070640108.0070922,1153703146.2854292,1074504574.8551648,1111662745.2039428,1072645513.9843954,1198535963.149563,1115219902.1237388,1137118520.9545422,1104043244.09962,1107266049.1602235,978024035.1387948,1040272224.9798344,1058854922.2786275,917987172.5956893,907405486.9419057,962914810.5583236,948203908.2818493,946614406.5398273,964073425.7538589,931865406.6616576,972895653.1370349,928093776.083101,988617249.3067187,975603390.0518042,946391694.6444556,909432459.980709,935636720.067112,1037523758.7797191,937909877.6670167,961377924.8944016,942257056.4047893,961352260.5357128,989931275.0926288,964807344.6140852,1037222422.6028996,966764088.093111,957500469.9925483,968008988.7597597,967806528.9641957,961196973.9763789,975966429.8484856,,,,,135355092.38124785,129328154.8224652,33506.370042866154,187207835.80287573,143269050.64384034,10147057.97038717,23831.478248038107,143627936.78731534,197096478.67459083,129725612.02491172,41117.10336266639,235957110.53447306
National,Poultry hybrid,Overall,Overall,2017,62522570158.03819,6592427169.140951,1630428.238402313,55928512560.65884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395929114.6291461,2252167805.4086347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27100935053.88223,223145308.221848,2263106186.723246,1822627156.978434,15543020441.91983,2064705813.1715248,10807.21713115988,15679556580.241636,,,,,,,,,2619722471.6587334,276225522.3052721,68315.64159587525,2343428633.7118654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16589599.502325805,94366795.78049617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135540787.6573267,9349884.000551334,94825118.64312045,76368858.6141401,651259214.4920564,86512058.0049357,452.8270271524475,656980137.1740737,,,,,,,,
National,Poultry hybrid,Overall,Overall,2018,65648698665.940125,6922048527.598001,1711949.650322429,58724938188.6918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415725570.3606038,2364776195.6790676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28455981806.57634,234302573.63294077,2376261496.05941,1913758514.8273573,16320171464.015823,2167941103.830101,11347.577987717872,16463534409.253721,,,,,,,,,2393371008.8836393,252358852.56982324,62412.976113964665,2140949743.337702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15156210.983187445,86213236.57970445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037426838.142562,8542027.464907618,86631959.04514906,69770372.30698949,594988568.4824818,79037170.45904149,413.70148576822777,600215187.1947058,,,,,,,,
National,Poultry hybrid,Overall,Overall,2019,68931133599.23712,7268150953.9779005,1797547.13283855,61661185098.12639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436511848.878634,2483015005.4630213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29878780896.90516,246017702.31458807,2495074570.862379,2009446440.5687246,17136180037.216618,2276338159.021606,11914.956887103766,17286711129.716408,,,,,,,,,2371232418.5532084,250024542.83156547,61835.658471041206,2121146040.0631719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15016016.611034976,85415767.43738839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027830679.5519452,8463014.037430253,85830616.73603588,69124999.03056355,589484946.9712199,78306079.65399104,409.87476284122727,594663219.6601762,,,,,,,,
National,Poultry hybrid,Overall,Overall,2020,72377690279.19899,7631558501.676796,1887424.4894804778,64744244353.032715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458337441.322567,2607165755.736173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31372719941.750416,258318587.43031788,2619828299.405499,2109918762.5971618,17992989039.077446,2390155066.9726863,12510.704731458954,18151046686.202225,,,,,,,,,2072246328.6650305,218499222.98000088,54038.86824615143,1853693066.8167834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13122663.57777623,74645787.18531147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898232638.6589962,7395921.897527802,75008328.59177387,60409103.86484111,515157437.79757184,68432552.12162712,358.1941044093921,519682787.773625,,,,,,,,
