species,production_system,item,group,age_group,sex,mean_current,mean_ideal,mean_ideal_af,mean_ideal_am,mean_ideal_jf,mean_ideal_jm,mean_ideal_nf,mean_ideal_nm,mean_all_mortality_zero,mean_mortality_zero_af,mean_mortality_zero_am,mean_mortality_zero_j,mean_mortality_zero_n,stdev_current,stdev_ideal,stdev_ideal_af,stdev_ideal_am,stdev_ideal_jf,stdev_ideal_jm,stdev_ideal_nf,stdev_ideal_nm,stdev_all_mortality_zero,stdev_mortality_zero_af,stdev_mortality_zero_am,stdev_mortality_zero_j,stdev_mortality_zero_n,sqrd_stdev_current,sqrd_stdev_ideal,sqrd_stdev_ideal_af,sqrd_stdev_ideal_am,sqrd_stdev_ideal_jf,sqrd_stdev_ideal_jm,sqrd_stdev_ideal_nf,sqrd_stdev_ideal_nm,sqrd_stdev_all_mortality_zero,sqrd_stdev_mortality_zero_af,sqrd_stdev_mortality_zero_am,sqrd_stdev_mortality_zero_j,sqrd_stdev_mortality_zero_n
Goat,Crop livestock mixed,Hides,Juvenile Female,Juvenile,Female,396041.964166669,219472.650000004,484063.980000004,396071.845000002,167095.567500002,166735.965000002,428380.539166669,428192.782500003,141708.870000001,397769.110833336,395799.103333335,166895.107500002,428149.255000003,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Hides,Juvenile Male,Juvenile,Male,1120859.37083334,1369140.86583336,1415106.98750002,1120989.20833334,1001185.49583334,998757.355000006,1222830.04583334,1222199.84166667,2693962.11166676,1126880.9125,1120092.52916667,999843.122500006,1222053.71250001,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Hides,Adult Female,Adult,Female,1477359.05057708,1061608.30500004,1046112.16500004,1477490.10419915,1489850.63631788,1494990.07385378,1483063.88968228,1487120.62602308,227466.037500004,1030226.38500003,1476920.48170659,1491394.76992831,1489091.52444157,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Hides,Adult Male,Adult,Male,2896059.50060886,3113442.56000006,3042556.23832732,2856424.73818072,2946049.54358195,2945129.07163441,2948947.79757398,2948668.6228933,4721124.72000017,2898169.40025505,2855985.84000005,2945804.73958635,2948789.92467622,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Cml Dry Matter,Neonatal Female,Neonatal,Female,157768095.92948,401379038.913958,240425102.599459,158538096.801815,158832669.51787,158318727.287425,266997778.340016,186195862.869556,102385066.067313,160900858.010898,157738423.330979,158380268.122171,186803139.825582,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Cml Dry Matter,Neonatal Male,Neonatal,Male,153305292.48628,418064686.606395,235558805.152929,153355002.302589,154511884.711495,153284225.046805,180399375.680077,275673133.837595,335964545.169845,155283561.321909,152598060.360213,153487900.236467,180321693.19181,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Cml Dry Matter,Juvenile Female,Juvenile,Female,220162219.971759,499876213.668424,278475213.776123,219973366.532399,363790752.947897,238963924.174409,241457790.869391,241064844.786467,196503889.067316,221426543.80912,220107093.725211,239117330.675687,241009281.169855,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Cml Dry Matter,Juvenile Male,Juvenile,Male,168714125.441731,432586231.46069,221262757.748007,168814951.461139,181831130.912513,299957671.421262,186699807.689,186537401.095516,479952836.049142,169943808.300871,168602032.107129,181584452.602157,186453224.833486,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Cml Dry Matter,Adult Female,Adult,Female,2597229826.03307,3069431577.21307,3014129426.84769,2596983710.4635,2621175796.20838,2619285481.91679,2618991292.89641,2617560863.48771,646705387.574058,2713551817.57581,2596794571.6683,2620312524.69926,2617374822.09601,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Cml Dry Matter,Adult Male,Adult,Male,643797672.929852,918305713.776541,687015825.670457,820768327.505517,657851053.977441,657057069.555212,659207641.922045,659051430.848142,1166044438.99457,644312776.549036,667987685.890406,657320056.352517,658971855.485126,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Offtake,Neonatal Female,Neonatal,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Offtake,Neonatal Male,Neonatal,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Offtake,Juvenile Female,Juvenile,Female,314261511.093172,686621352.348189,383897778.35845,313318238.255912,338303937.73955,337128027.524792,339833041.145886,524373761.16355,442616667.258493,315713745.119471,314088455.076876,338476650.58645,338746998.769132,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Offtake,Juvenile Male,Juvenile,Male,2859650646.32603,6845046141.33875,5924507606.33924,2863010553.48882,3061902768.87886,3058473151.49607,3123157669.93519,3122446149.76462,13470744580.7623,2874001215.76319,2863596971.85331,3051065482.24523,3118895436.26384,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Offtake,Adult Female,Adult,Female,3156028241.162,3789208545.09779,3321998179.24613,3149077292.24556,3571271434.76263,3177300607.53037,3174471547.1113,3170031624.39596,814270238.398094,3273838835.09885,3154438271.27409,3177744884.07021,3173683097.8647,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Offtake,Adult Male,Adult,Male,21210826174.5192,30318746648.5386,22167574487.1593,27898082402.7131,21600154667.212,21535056852.3582,21552866709.7595,21597647215.596,45946057072.5362,21233747852.332,21841651328.9099,21576794299.2121,21577285587.7125,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase,Neonatal Female,Neonatal,Female,-875041434.241072,1392122339.72578,367798603.865561,-885581490.858476,-845325870.643527,-868957421.539265,-712440844.237135,-514317559.691239,-2260644180.96269,-819118626.861117,-895572881.786567,-848944865.962007,-509953778.224346,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase,Neonatal Male,Neonatal,Male,-1389286416.85627,3219138566.20179,1007362995.0933,-1201565829.09776,-1459957346.82607,-1838745885.72619,-801134560.309678,-588939151.715419,-19707332021.84,-1352521298.27868,-1277419623.69211,-1394645771.58764,-775998361.515997,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase,Juvenile Female,Juvenile,Female,168270718.444178,5538185838.88272,2064877180.75578,168448871.611483,602462024.729997,583650907.512532,797584716.200787,1223543427.20119,-1180489989.90198,237310274.829889,163614494.56225,593332061.920162,789947478.580439,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase,Juvenile Male,Juvenile,Male,226886768.509702,7347536114.64763,4428332925.16502,228247800.104949,645158763.495561,623890447.90322,1008380742.98831,1003044702.89519,-1026191849.01672,321539557.924474,221596606.981233,631898337.691733,1000270074.33716,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase,Adult Female,Adult,Female,1034548728.76673,9288754818.36977,6209790539.02306,1031954711.73703,2047474447.52733,1764966819.36367,1904312648.11046,1871573050.5012,9676899803.05066,3895693701.29471,1029643123.18179,1799055389.19384,1860521929.00322,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase,Adult Male,Adult,Male,-1513199533.83042,6339405337.81439,1316023351.83714,-1166895497.81746,-1655427529.40813,-1534056472.23497,-1050489245.118,-955057806.080781,23313781698.6909,-1984548554.81007,-894909453.872031,-1496736274.20125,-682552101.198004,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase plus Offtake,Neonatal Female,Neonatal,Female,-875041434.241072,1392122339.72578,367798603.865561,-885581490.858476,-845325870.643527,-868957421.539265,-712440844.237135,-514317559.691239,-2260644180.96269,-819118626.861117,-895572881.786567,-848944865.962007,-509953778.224346,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase plus Offtake,Neonatal Male,Neonatal,Male,-1389286416.85627,3219138566.20179,1007362995.0933,-1201565829.09776,-1459957346.82607,-1838745885.72619,-801134560.309678,-588939151.715419,-19707332021.84,-1352521298.27868,-1277419623.69211,-1394645771.58764,-775998361.515997,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase plus Offtake,Juvenile Female,Juvenile,Female,168270718.444178,5538185838.88272,2064877180.75578,168448871.611483,602462024.729997,583650907.512532,797584716.200787,1223543427.20119,-1180489989.90198,237310274.829889,163614494.56225,593332061.920162,789947478.580439,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase plus Offtake,Juvenile Male,Juvenile,Male,226886768.509702,7347536114.64763,4428332925.16502,228247800.104949,645158763.495561,623890447.90322,1008380742.98831,1003044702.89519,-1026191849.01672,321539557.924474,221596606.981233,631898337.691733,1000270074.33716,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase plus Offtake,Adult Female,Adult,Female,1034548728.76673,9288754818.36977,6209790539.02306,1031954711.73703,2047474447.52733,1764966819.36367,1904312648.11046,1871573050.5012,9676899803.05066,3895693701.29471,1029643123.18179,1799055389.19384,1860521929.00322,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Herd Increase plus Offtake,Adult Male,Adult,Male,-1513199533.83042,6339405337.81439,1316023351.83714,-1166895497.81746,-1655427529.40813,-1534056472.23497,-1050489245.118,-955057806.080781,23313781698.6909,-1984548554.81007,-894909453.872031,-1496736274.20125,-682552101.198004,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Manure,Neonatal Female,Neonatal,Female,35665413.9820661,63278590.8125478,54439165.1395236,35707253.0995035,35851238.4528188,35841219.1421541,42236525.6529595,42011081.3594156,23200297.8777776,36285398.3734164,35684859.6566348,35733784.9638842,42051654.6731346,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Manure,Neonatal Male,Neonatal,Male,34537713.4823364,61868884.9905361,53309199.1112412,34577750.203812,34719387.9354124,34712708.9223154,40818529.6226038,40599414.8099046,75933336.2543333,35158538.8932614,34558090.4902417,34607791.6415317,40639294.5416284,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Manure,Juvenile Female,Juvenile,Female,62237781.9193706,93125049.2018078,78837561.1764697,62217396.4508852,67682025.7689023,67553223.5873549,68208169.6896704,68232022.305079,55551417.6832058,62632497.1836217,62187709.7234157,67601967.1001165,68168009.6393619,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Manure,Juvenile Male,Juvenile,Male,47695073.3296413,73847764.1472115,62595187.0382366,47680669.6671837,51359624.2655647,51245451.8222877,52762127.2797145,52776600.1371012,135854847.534487,48061341.1307424,47652152.9563861,51290262.4439675,52724826.244891,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Manure,Adult Female,Adult,Female,596938346.705314,648715981.31651,636427363.258413,596914270.889774,602452166.718724,602045540.096715,602002754.968369,601735237.658849,148633085.988603,623744278.723372,596916079.718594,602257487.691107,601627833.073615,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Manure,Adult Male,Adult,Male,154126589.237714,178834038.099376,164449421.205192,159926137.122048,157484764.961422,157307353.452154,157793881.085503,157770559.37977,279124617.955264,154266782.065584,159897100.129196,157334455.677324,157743840.570003,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Hides,Juvenile Female,Juvenile,Female,7920839.28333338,4389453.00000007,9681279.60000007,7921436.90000004,3341911.35000003,3334719.30000003,8567610.78333339,8563855.65000005,2834177.40000001,7955382.21666671,7915982.06666671,3337902.15000003,8562985.10000005,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Hides,Juvenile Male,Juvenile,Male,22417187.4166667,27382817.3166672,28302139.7500003,22419784.1666667,20023709.9166668,19975147.1000001,24456600.9166668,24443996.8333335,53879242.2333352,22537618.2500001,22401850.5833334,19996862.4500001,24441074.2500002,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Hides,Adult Female,Adult,Female,29547181.0115416,21232166.1000007,20922243.3000007,29549802.083983,29797012.7263575,29899801.4770757,29661277.7936457,29742412.5204616,4549320.75000008,20604527.7000007,29538409.6341319,29827895.3985663,29781830.4888314,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Value of Hides,Adult Male,Adult,Male,57921190.0121771,62268851.2000012,60851124.7665464,57128494.7636144,58920990.871639,58902581.4326882,58978955.9514795,58973372.457866,94422494.4000033,57963388.005101,57119716.8000009,58916094.791727,58975798.4935244,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Production Value,Neonatal Female,Neonatal,Female,-839376020.259005,1455400930.53833,422237769.005085,-849874237.758972,-809474632.190708,-833116202.397111,-670204318.584176,-472306478.331824,-2237443883.08491,-782833228.487701,-859888022.129932,-813211080.998123,-467902123.551211,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Production Value,Neonatal Male,Neonatal,Male,-1354748703.37393,3281007451.19233,1060672194.20454,-1166988078.89394,-1425237958.89065,-1804033176.80388,-760316030.687074,-548339736.905514,-19631398685.5857,-1317362759.38542,-1242861533.20187,-1360037979.9461,-735359066.974368,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Production Value,Juvenile Female,Juvenile,Female,238429339.646882,5635700341.08453,2153396021.53225,238587704.962368,673485961.848899,654538850.399887,874360496.673791,1300339305.15627,-1122104394.81877,307898154.230177,233718186.352333,664271931.170278,866678473.319801,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Production Value,Juvenile Male,Juvenile,Male,296999029.25601,7448766696.11151,4519230251.95325,298348253.9388,716542097.677793,695111046.825508,1085599471.18469,1080265299.86563,-836457759.248901,392138517.305216,291650610.520953,703185462.5857,1077435974.83205,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Production Value,Adult Female,Adult,Female,2379528810.27938,11355308618.0448,8238436476.15022,2377800966.06299,3404964896.23624,3121687960.12424,3261615571.53088,3227566406.68726,10009180775.2241,5291394522.3904,2375573361.76857,3156449776.89682,3216335185.39875,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Production Value,Adult Male,Adult,Male,-1301151754.58053,6580508227.11377,1541323897.80888,-949840865.931797,-1439021773.57507,-1317846537.35013,-833716408.081014,-738313874.243145,23687328811.0462,-1772318384.73938,-677892636.942835,-1280485723.73219,-465832462.134477,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Feed Cost,Neonatal Female,Neonatal,Female,83152135.6237007,211700252.990343,127178155.801673,83609394.32442,84047972.8498419,84117294.2037373,140972554.471763,98241909.3554213,54266854.7274722,85039312.0112674,83291317.7658022,83713229.6770887,98893436.3452855,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Feed Cost,Neonatal Male,Neonatal,Male,80811015.2866677,220435252.279224,124564110.341953,80858852.2088232,81789886.2727925,81389526.1155995,95191944.491873,145524702.823449,178117411.00903,82096993.7126941,80556352.1353421,81106754.1370854,95449543.9174736,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Feed Cost,Juvenile Female,Juvenile,Female,116045068.826691,263628494.176286,147271731.658319,115965748.573149,192611364.941512,126956841.718894,127501261.929067,127232416.039553,104201785.710441,117087310.330907,116213581.674458,126355168.539352,127592292.030597,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Feed Cost,Juvenile Male,Juvenile,Male,88933763.4810995,228093497.756576,117002416.223254,88995065.5295118,96251626.4542839,159290307.790583,98581258.6956344,98503204.582874,254422990.200165,89847921.7775989,89024331.1408111,96000351.6098524,98721936.0739356,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Feed Cost,Adult Female,Adult,Female,1368790603.66138,1618246077.77208,1594625008.71567,1368987627.50761,1387578678.96393,1391535435.94401,1382977091.35541,1381987249.6237,342863278.883901,1434469600.70318,1371070880.53251,1384963634.47411,1385397485.72655,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Feed Cost,Adult Male,Adult,Male,339286341.371931,483998549.963245,363306644.848222,432707404.147464,348228478.449438,349056762.281815,348107473.462501,347956744.772094,618213902.89275,340583237.834721,352678219.863651,347453404.702459,348811040.98156,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Labour Cost,Neonatal Female,Neonatal,Female,787999546.965671,1200673085.26686,1201164775.40646,787733794.158369,792035639.538729,790274981.456562,927939596.344403,927584066.012866,511932422.041664,801329255.196163,786363998.380889,792596424.842148,929123192.977316,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Labour Cost,Neonatal Male,Neonatal,Male,763032900.24487,1173774806.18207,1176166750.5277,762829296.510286,767002444.084623,765298243.993093,896864732.589775,896357319.496718,1675394751.70599,776388203.38511,761501907.898439,767691578.635356,897836635.992461,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Labour Cost,Juvenile Female,Juvenile,Female,686120313.118185,883131178.868575,870074670.924673,685740601.68829,746059057.802715,746137541.6682,751100590.079746,751171267.879911,612613200.593976,690648277.723329,685071284.972087,747589721.361178,752511855.463613,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Labour Cost,Juvenile Male,Juvenile,Male,525765463.774256,700350102.726093,690782185.59561,525546672.321171,566132423.760184,565999356.272724,581000770.098849,580973319.755655,1498205759.40627,529932506.681424,524966590.637677,567229637.373895,582006203.943757,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Labour Cost,Adult Female,Adult,Female,4386686341.34065,4102226053.95269,4683466707.3417,4384352937.31838,4423887800.80898,4432006193.26266,4417809447.63335,4418479339.98023,1093315733.11572,4586069004.5004,4383534377.07774,4437803533.56156,4425771276.21562,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Labour Cost,Adult Male,Adult,Male,1132597894.21467,1130915936.74333,1210213617.32234,1174595908.83791,1156473364.21237,1158042711.02677,1157932809.10024,1158467452.63263,2053082972.03466,1134244638.80979,1174186246.92546,1159323417.37376,1160373975.90711,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Health Cost,Neonatal Female,Neonatal,Female,4966209.58645337,0.0,7555967.78519049,4970039.60442788,4987654.62692017,4967481.82079641,5855280.67164956,5849664.16358078,3224986.66756639,5044493.05088972,4959491.55512684,4979027.76192446,5842395.78563096,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Health Cost,Neonatal Male,Neonatal,Male,4809027.76133031,0.0,7398848.13912715,4812740.13029339,4830015.28696379,4810920.72205656,5658931.4881116,5653119.04537954,10554783.5023752,4887536.59849642,4802269.94601288,4821947.62320619,5646231.22578165,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Health Cost,Juvenile Female,Juvenile,Female,4324037.14076419,0.0,5472878.0228858,4326641.864409,4698170.27501854,4689849.04975118,4739153.71276616,4736647.09278512,3859497.20113005,4347491.65786158,4320607.49480424,4695874.756418,4731282.58170591,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Health Cost,Juvenile Male,Juvenile,Male,3313463.56351112,0.0,4345442.02770156,3315814.22446138,3565205.81103861,3557807.55097916,3665916.94090938,3663821.77048897,9438563.340352,3335942.75007095,3310681.42475421,3562920.84257361,3659535.4895574,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Health Cost,Adult Female,Adult,Female,27647077.0592092,0.0,29460439.8118876,27661874.9974246,27859593.3486748,27859032.0985262,27874832.3786571,27862940.2808604,6887732.08362415,28870063.7587754,27644196.0110856,27876191.388278,27829570.3498189,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Health Cost,Adult Male,Adult,Male,7138207.98542569,0.0,7612476.46287651,7411100.95988634,7282606.40156401,7279281.4190007,7306479.35920933,7305515.20669746,12934559.1823813,7140337.7777814,7405111.18422803,7282447.96827836,7296819.20678384,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Capital Cost,Neonatal Female,Neonatal,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Capital Cost,Neonatal Male,Neonatal,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Capital Cost,Juvenile Female,Juvenile,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Capital Cost,Juvenile Male,Juvenile,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Capital Cost,Adult Female,Adult,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Capital Cost,Adult Male,Adult,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Expenditure,Neonatal Female,Neonatal,Female,876117892.175825,1412373338.25721,1335898898.99332,876313228.087217,881071267.015491,879359757.481096,1074767431.48782,1031675639.53187,569424263.436703,891413060.25832,874614807.701818,881288682.281161,1033859025.10823,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Expenditure,Neonatal Male,Neonatal,Male,848652943.292868,1394210058.46129,1308129709.00878,848500888.849403,853622345.644379,851498690.830749,997715608.569759,1047535141.36555,1864066946.21739,863372733.6963,846860529.979794,853620280.395648,998932411.135716,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Expenditure,Juvenile Female,Juvenile,Female,806489419.08564,1146759673.04486,1022819280.60588,806032992.125849,943368593.019246,877784232.436845,883341005.721579,883140331.012249,720674483.505547,812083079.712097,805605474.141349,878640764.656947,884835430.075916,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Expenditure,Juvenile Male,Juvenile,Male,618012690.818866,928443600.482669,812130043.846565,617857552.075144,665949256.025507,728847471.614286,683247945.735393,683140346.109018,1762067312.94679,623116371.209094,617301603.203242,666792909.826321,684387675.50725,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Expenditure,Adult Female,Adult,Female,5783124022.06124,5720472131.72476,6307552155.86926,5781002439.82341,5839326073.12159,5851400661.3052,5828661371.36742,5828329529.88479,1443066744.08324,6049408668.96235,5782249453.62134,5850643359.42395,5838998332.29199,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Total Expenditure,Adult Male,Adult,Male,1479022443.57203,1614914486.70658,1581132738.63343,1614714413.94526,1511984449.06337,1514378754.72759,1513346761.92195,1513729712.61142,2684231434.10979,1481968214.42229,1534269577.97334,1514059270.0445,1516481836.09545,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Gross Margin,Neonatal Female,Neonatal,Female,-1715493912.43483,43027592.2811196,-913661129.988236,-1726187465.84619,-1690545899.2062,-1712475959.87821,-1744971750.07199,-1503982117.86369,-2806868146.52161,-1674246288.74602,-1734502829.83175,-1694499763.27928,-1501761148.65944,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Gross Margin,Neonatal Male,Neonatal,Male,-2203401646.6668,1886797392.73104,-247457514.804231,-2015488967.74335,-2278860304.53503,-2655531867.63463,-1758031639.25683,-1595874878.27106,-21495465631.8031,-2180735493.08172,-2089722063.18166,-2213658260.34175,-1734291478.11008,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Gross Margin,Juvenile Female,Juvenile,Female,-568060079.438758,4488940668.03967,1130576740.92637,-567445287.16348,-269882631.170347,-223245382.036958,-8980509.04778755,417198974.144023,-1842778878.32432,-504184925.48192,-571887287.789016,-214368833.486669,-18156956.7561148,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Gross Margin,Juvenile Male,Juvenile,Male,-321013661.562856,6520323095.62884,3707100208.10669,-319509298.136344,50592841.6522858,-33736424.7887787,402351525.449298,397124953.756608,-2598525072.19569,-230977853.903877,-325650992.68229,36392552.759379,393048299.324797,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Gross Margin,Adult Female,Adult,Female,-3403595211.78186,5634836486.32,1930884320.28097,-3403201473.76042,-2434361176.88535,-2729712701.18096,-2567045799.83653,-2600763123.19752,8566114031.14087,-758014146.571952,-3406676091.85277,-2694193582.52713,-2622663146.89324,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Crop livestock mixed,Gross Margin,Adult Male,Adult,Male,-2780174198.15256,4965593740.40719,-39808840.8245537,-2564555279.87705,-2951006222.63844,-2832225292.07772,-2347063170.00297,-2252043586.85457,21003097376.9364,-3254286599.16168,-2212162214.91617,-2794544993.7767,-1982314298.22993,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Pastoral,Num Offtake,Neonatal Female,Neonatal,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Pastoral,Num Offtake,Neonatal Male,Neonatal,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Pastoral,Num Offtake,Juvenile Female,Juvenile,Female,306987.774166674,436966.107500017,436819.12083335,352253.33000001,352232.40000001,352154.226666677,352204.200833344,352237.76250001,352132.635833344,308806.875000007,306772.472500007,330406.830000009,325430.018333342,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Pastoral,Num Offtake,Juvenile Male,Juvenile,Male,965565.877499997,1486739.4675,1486083.4275,1108780.155,1108686.7575,1108338.21,1108561.02,1108710.6975,1108241.6625,973773.779999997,964876.132499996,1029335.055,1031191.9275,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,Pastoral,Num Offtake,Adult Female,Adult,Female,2028814.60166669,2168851.17583342,2168786.55500008,2131381.5358334,2131372.31666673,2131337.48750007,2131359.80416673,2131374.62416673,2131328.22500007,2107409.38416672,2029811.60416669,2044786.65083337,2037901.26583336,,,,,,,,,,,,,,,,,,,,,,,,,,
