species,production_system,item,group,age_group,sex,mean_current,mean_ideal,mean_ideal_af,mean_ideal_am,mean_ideal_jf,mean_ideal_jm,mean_ideal_nf,mean_ideal_nm,mean_all_mortality_zero,mean_mortality_zero_af,mean_mortality_zero_am,mean_mortality_zero_j,mean_mortality_zero_n,stdev_current,stdev_ideal,stdev_ideal_af,stdev_ideal_am,stdev_ideal_jf,stdev_ideal_jm,stdev_ideal_nf,stdev_ideal_nm,stdev_all_mortality_zero,stdev_mortality_zero_af,stdev_mortality_zero_am,stdev_mortality_zero_j,stdev_mortality_zero_n,sqrd_stdev_current,sqrd_stdev_ideal,sqrd_stdev_ideal_af,sqrd_stdev_ideal_am,sqrd_stdev_ideal_jf,sqrd_stdev_ideal_jm,sqrd_stdev_ideal_nf,sqrd_stdev_ideal_nm,sqrd_stdev_all_mortality_zero,sqrd_stdev_mortality_zero_af,sqrd_stdev_mortality_zero_am,sqrd_stdev_mortality_zero_j,sqrd_stdev_mortality_zero_n
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Adult Combined,Adult,Combined,3188589925.24952,34349430437.38743,20030076497.04667,4494115148.811971,5405668844.8671,5002026773.63505,6001478602.567961,6085508343.445819,42830006780.04387,7954949716.79874,4619869844.566119,5124241175.47219,6325547492.124876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Adult Female,Adult,Female,3559997772.8437,19289252326.46157,13707413617.49002,3505463594.86002,5342759685.65033,4819747407.7303505,4979423873.54937,4956833017.50414,15830569055.974209,8742828035.060371,3527488229.11349,4900821345.01019,4952378301.58138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Adult Male,Adult,Male,-371407847.5941801,15060178110.92586,6322662879.55665,988651553.9519501,62909159.21677017,182279365.9046998,1022054729.01859,1128675325.941679,26999437724.06966,-787878318.26163,1092381615.452629,223419830.4619999,1373169190.543496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Juvenile Combined,Juvenile,Combined,1962493262.7607012,23950083267.20866,14087777708.55515,1949556727.8265762,3534019378.8523254,3501640721.489271,4755330183.52633,5195718912.767979,1762770984.21096,2283528479.1600084,1948342189.891514,3516281342.3286004,4717637564.016303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Juvenile Female,Juvenile,Female,322909357.628909,9696370245.21341,4669124872.30781,315677660.41612697,1122604880.941024,1106827442.128121,1558461364.79188,2002695851.878288,77948565.70552015,458821681.409804,315765964.35877097,1115295716.632087,1540214908.603753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Juvenile Male,Juvenile,Male,1639583905.131792,14253713021.99525,9418652836.247341,1633879067.410449,2411414497.911301,2394813279.3611503,3196868818.73445,3193023060.8896904,1684822418.50544,1824706797.750204,1632576225.532743,2400985625.696513,3177422655.41255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Neonatal Combined,Neonatal,Combined,-1598543576.412514,14028085751.11314,7554984166.285471,-1421840568.7263618,-1591638439.7696857,-1930681761.5678062,580107884.2449398,939887493.7336957,-19589351071.274082,-1275229275.7499893,-1507092576.5500047,-1522596350.1380582,741643007.7945647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Neonatal Female,Neonatal,Female,-609152624.785976,5048579241.06706,2838322360.195011,-619377159.894886,-560071604.167155,-580565220.567168,161099590.5758779,301579495.96921504,-1310641136.286375,-461266183.6047,-629705145.463841,-560813689.417779,299714205.444202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Neonatal Male,Neonatal,Male,-989390951.626538,8979506510.04608,4716661806.09046,-802463408.831476,-1031566835.6025311,-1350116541.000638,419008293.669062,638307997.7644808,-18278709934.98771,-813963092.1452891,-877387431.086164,-961782660.720279,441928802.3503629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall Combined,Overall,Combined,3552539611.597707,72327599455.70923,41672838371.88729,5021831307.912184,7348049783.949739,6572985733.556515,11336916670.339231,12221114749.947495,25003426692.980743,8963248920.20876,5061119457.907629,7117926167.662732,11784828063.935743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall Female,Overall,Female,3273754505.6866326,34034201812.742043,21214860849.992844,3201764095.381261,5905292962.424199,5346009629.291304,6698984828.917128,7261108365.351643,14597876485.393354,8740383532.865475,3213549048.00842,5455303372.224498,6792307415.629334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Herd Increase plus Offtake,Overall Male,Overall,Male,278785105.91107416,38293397642.96719,20457977521.89445,1820067212.5309231,1442756821.5255404,1226976104.265212,4637931841.422101,4960006384.59585,10405550207.587389,222865387.3432846,1847570409.899208,1662622795.4382339,4992520648.306408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Adult Combined,Adult,Combined,228792346.79116672,216562295.70000613,213570014.7771179,226412798.97174788,232219117.2456726,231954877.301847,232238909.7215031,232188046.0784659,225486996.08334088,204101133.6059811,226294651.9550228,231529132.76938242,232090084.2752371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Adult Female,Adult,Female,69101623.7111736,45471987.3000029,44941307.1666695,69378742.2414655,70315915.3015006,70053122.32830779,70020555.1490166,70005134.5292969,28423119.68333558,44284569.0333361,69254010.32168719,69633014.7913954,69909309.3460257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Adult Male,Adult,Male,159690723.0799931,171090308.4000032,168628707.61044842,157034056.7302824,161903201.944172,161901754.9735392,162218354.5724865,162182911.549169,197063876.40000528,159816564.572645,157040641.6333356,161896117.977987,162180774.9292114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Juvenile Combined,Juvenile,Combined,77552019.67233518,81266866.98333503,99532683.10795037,77817145.41586223,59018440.533334136,58971957.133334115,83776916.35485189,83960206.88516626,95172983.70000264,78130092.8824757,77643042.1404605,58989864.000000775,84028831.92677335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Juvenile Female,Juvenile,Female,18587498.73264568,8673248.06666673,23330672.47900147,18752908.541547142,6594750.416666741,6588215.03333341,19989749.17508679,20099072.14762825,6295842.8666667305,18780266.50090871,18651348.03705751,6590915.35000008,20161567.27550875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Juvenile Male,Juvenile,Male,58964520.9396895,72593618.9166683,76202010.6289489,59064236.8743151,52423690.1166674,52383742.100000694,63787167.1797651,63861134.737538,88877140.8333359,59349826.381567,58991694.103403,52398948.6500007,63867264.6512646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Overall Combined,Overall,Combined,306344366.46350193,297829162.68334115,313102697.8850683,304229944.38761014,291237557.7790067,290926834.43518114,316015826.076355,316148252.96363217,320659979.78334355,282231226.48845685,303937694.0954833,290518996.7693832,316118916.20201045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Overall Female,Overall,Female,87689122.44381928,54145235.36666963,68271979.64567098,88131650.78301263,76910665.71816733,76641337.3616412,90010304.32410339,90104206.67692515,34718962.550002314,63064835.53424481,87905358.35874471,76223930.14139548,90070876.62153445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Hides,Overall Male,Overall,Male,218655244.0196826,243683927.31667152,244830718.23939732,216098293.6045975,214326892.06083938,214285497.07353988,226005521.7522516,226044046.286707,285941017.2333412,219166390.954212,216032335.73673856,214295066.62798768,226048039.58047602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Adult Combined,Adult,Combined,1702051362.443028,1851994540.415886,1803153747.463605,1712317389.011822,1716631680.180146,1716563954.0488691,1716562426.053872,1716437983.538619,1421259050.443867,1752009213.788956,1712547398.84779,1717322870.868431,1716281351.143618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Adult Female,Adult,Female,1380554000.7053142,1480604368.31651,1458429646.2584128,1380036261.3897738,1389335275.218724,1389469049.096715,1388365370.968369,1388205219.158849,963699302.988603,1430290348.723372,1380262575.218594,1390172180.691107,1388202412.573615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Adult Male,Adult,Male,321497361.737714,371390172.09937596,344724101.20519197,332281127.622048,327296404.96142197,327094904.95215404,328197055.085503,328232764.37977004,457559747.455264,321718865.065584,332284823.629196,327150690.177324,328078938.57000303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Juvenile Combined,Juvenile,Combined,232474962.2490119,350749279.3490193,303033787.2147063,232296218.1180689,248728512.034467,248522689.4096426,253038183.9693849,253057342.44218022,332114185.2176928,233911737.3143641,232332508.6798018,248592000.544084,252761087.8842529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Juvenile Female,Juvenile,Female,131848920.91937059,195312234.2018078,168824895.17646968,131740599.4508852,141613911.7689023,141504012.5873549,142783522.68967038,142789687.30507898,135237003.68320578,132583650.1836217,131767624.7234157,141540588.1001165,142626248.63936192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Juvenile Male,Juvenile,Male,100626041.3296413,155437045.1472115,134208892.0382366,100555618.6671837,107114600.26556471,107018676.82228771,110254661.2797145,110267655.1371012,196877181.534487,101328087.1307424,100564883.95638609,107051412.44396749,110134839.244891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Neonatal Combined,Neonatal,Combined,149805613.4644025,266881788.8030839,233146627.2507648,149895001.30331552,150403324.88823122,150435430.5644695,173933773.2755633,173586186.1693202,191776796.1321109,152234937.7666778,149858778.6468765,150202748.10541588,173535542.214763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Neonatal Female,Neonatal,Female,75466497.9820661,134145747.3125478,117138410.6395236,75512322.5995035,75767778.95281881,75781693.6421541,87675884.6529595,87498926.35941559,69521878.8777776,76680798.8734164,75492650.15663481,75664689.4638842,87473951.1731346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Neonatal Male,Neonatal,Male,74339115.4823364,132736041.4905361,116008216.61124119,74382678.703812,74635545.9354124,74653736.92231539,86257888.6226038,86087259.8099046,122254917.2543333,75554138.8932614,74366128.4902417,74538058.6415317,86061591.04162839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Overall Combined,Overall,Combined,2084331938.1564424,2469625608.5679893,2339334161.929076,2094508608.4332063,2115763517.1028442,2115522074.0229812,2143534383.29882,2143081512.1501193,1945150031.7936707,2138155888.869998,2094738686.1744683,2116117619.517931,2142577981.2426338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Overall Female,Overall,Female,1587869419.6067507,1810062349.8308656,1744392952.0744061,1587289183.4401627,1606716965.9404452,1606754755.3262239,1618824778.310999,1618493832.8233438,1168458185.5495863,1639554797.78041,1587522850.0986445,1607377458.2551079,1618302612.3861115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Manure,Overall Male,Overall,Male,496462518.5496917,659563258.7371236,594941209.8546698,507219424.99304366,509046551.1623991,508767318.6967571,524709604.98782134,524587679.3267758,776691846.2440844,498601091.0895878,507215836.0758238,508740161.2628232,524275368.85652244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Adult Combined,Adult,Combined,43595582404.75345,57394953249.8604,45810776595.29596,52324704469.045715,44784165913.841156,44154973522.722305,44200932465.24214,44245982867.216675,66991035951.718666,43783385227.31739,44678506298.897156,44198587908.12432,44218375452.632996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Adult Female,Adult,Female,4871405700.41755,5766225499.9319,5105573370.91836,4863504443.22942,5462301049.32395,4899732819.1231,4894371733.52994,4889561699.79698,2586568838.014664,5031981544.27869,4869284712.42945,4900402233.61702,4893948604.14139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Adult Male,Adult,Male,38724176704.3359,51628727749.9285,40705203224.3776,47461200025.8163,39321864864.5172,39255240703.5992,39306560731.712204,39356421167.4197,64404467113.704,38751403683.0387,39809221586.4677,39298185674.5073,39324426848.4916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Juvenile Combined,Juvenile,Combined,5669824634.451075,11515839986.563221,9852923264.120188,5670142444.919691,6016526506.32893,6013767108.508732,6140998847.187238,6328836941.79501,16737959027.470274,5698129154.947622,5673570793.063328,6006233424.184053,6131580738.622793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Juvenile Female,Juvenile,Female,476171718.15580404,916887423.280861,585236040.539577,475020111.169001,509091680.12197,507991066.286731,511273897.887388,699902099.3439901,624313175.408703,478228932.28882205,475925412.151368,509222290.917163,509947798.504653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Juvenile Male,Juvenile,Male,5193652916.29527,10598952563.28236,9267687223.58061,5195122333.75069,5507434826.206961,5505776042.222,5629724949.29985,5628934842.451019,16113645852.061571,5219900222.6588,5197645380.911961,5497011133.26689,5621632940.11814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Neonatal Combined,Neonatal,Combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Neonatal Female,Neonatal,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Neonatal Male,Neonatal,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Overall Combined,Overall,Combined,49265407039.20453,68910793236.42363,55663699859.41615,57994846913.96541,50800692420.170074,50168740631.23103,50341931312.429375,50574819809.01169,83728994979.18893,49481514382.265015,50352077091.96048,50204821332.30837,50349956191.25578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Overall Female,Overall,Female,5347577418.573355,6683112923.212761,5690809411.457937,5338524554.398421,5971392729.44592,5407723885.409832,5405645631.417328,5589463799.14097,3210882013.423367,5510210476.5675125,5345210124.580818,5409624524.5341835,5403896402.646043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Crop livestock mixed,Value of Offtake,Overall Male,Overall,Male,43917829620.63117,62227680313.21086,49972890447.95821,52656322359.566986,44829299690.72417,44761016745.8212,44936285681.01205,44985356009.87072,80518112965.76556,43971303905.6975,45006866967.37966,44795196807.77419,44946059788.60974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Adult Combined,Adult,Combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Adult Female,Adult,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Adult Male,Adult,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Juvenile Combined,Juvenile,Combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Juvenile Female,Juvenile,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Juvenile Male,Juvenile,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Neonatal Combined,Neonatal,Combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Neonatal Female,Neonatal,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Neonatal Male,Neonatal,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Overall Combined,Overall,Combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Overall Female,Overall,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All small ruminants,Overall,Capital Cost,Overall Male,Overall,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
