agesex_scenario,species,production_system,item,mean_current,stdev_current,mean_ideal,stdev_ideal,mean_mortality_zero,stdev_mortality_zero,mean_mortality_zero_j,stdev_mortality_zero_j,mean_mortality_zero_n,stdev_mortality_zero_n,mean_all_mort_25_imp,stdev_all_mort_25_imp,mean_mort_25_imp_j,stdev_mort_25_imp_j,mean_mort_25_imp_n,stdev_mort_25_imp_n,mean_all_mort_50_imp,stdev_all_mort_50_imp,mean_mort_50_imp_j,stdev_mort_50_imp_j,mean_mort_50_imp_n,stdev_mort_50_imp_n,mean_all_mort_75_imp,stdev_all_mort_75_imp,mean_mort_75_imp_j,stdev_mort_75_imp_j,mean_mort_75_imp_n,stdev_mort_75_imp_n,mean_current_growth_25_imp_all,stdev_current_growth_25_imp_all,mean_current_growth_50_imp_all,stdev_current_growth_50_imp_all,mean_current_growth_75_imp_all,stdev_current_growth_75_imp_all,mean_current_growth_100_imp_all,stdev_current_growth_100_imp_all,mean_current_repro_25_imp,stdev_current_repro_25_imp,mean_current_repro_50_imp,stdev_current_repro_50_imp,mean_current_repro_75_imp,stdev_current_repro_75_imp,mean_current_repro_100_imp,stdev_current_repro_100_imp,mean_ideal_a,stdev_ideal_a,mean_ideal_j,stdev_ideal_j,mean_ideal_n,stdev_ideal_n,mean_mortality_zero_a,stdev_mortality_zero_a,exchg_rate_lcuperusdol,mean_current_usd,mean_ideal_usd,mean_mortality_zero_usd,mean_mortality_zero_j_usd,mean_mortality_zero_n_usd,mean_all_mort_25_imp_usd,mean_mort_25_imp_j_usd,mean_mort_25_imp_n_usd,mean_all_mort_50_imp_usd,mean_mort_50_imp_j_usd,mean_mort_50_imp_n_usd,mean_all_mort_75_imp_usd,mean_mort_75_imp_j_usd,mean_mort_75_imp_n_usd,mean_current_growth_25_imp_all_usd,mean_current_growth_50_imp_all_usd,mean_current_growth_75_imp_all_usd,mean_current_growth_100_imp_all_usd,mean_current_repro_25_imp_usd,mean_current_repro_50_imp_usd,mean_current_repro_75_imp_usd,mean_current_repro_100_imp_usd,mean_ideal_a_usd,mean_ideal_j_usd,mean_ideal_n_usd,mean_mortality_zero_a_usd,stdev_current_usd,stdev_ideal_usd,stdev_mortality_zero_usd,stdev_mortality_zero_j_usd,stdev_mortality_zero_n_usd,stdev_all_mort_25_imp_usd,stdev_mort_25_imp_j_usd,stdev_mort_25_imp_n_usd,stdev_all_mort_50_imp_usd,stdev_mort_50_imp_j_usd,stdev_mort_50_imp_n_usd,stdev_all_mort_75_imp_usd,stdev_mort_75_imp_j_usd,stdev_mort_75_imp_n_usd,stdev_current_growth_25_imp_all_usd,stdev_current_growth_50_imp_all_usd,stdev_current_growth_75_imp_all_usd,stdev_current_growth_100_imp_all_usd,stdev_current_repro_25_imp_usd,stdev_current_repro_50_imp_usd,stdev_current_repro_75_imp_usd,stdev_current_repro_100_imp_usd,stdev_ideal_a_usd,stdev_ideal_j_usd,stdev_ideal_n_usd,stdev_mortality_zero_a_usd
Adult Male,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,,,,,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,,,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,,,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Juvenile Combined,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,125296875.431057,53982999.7244465,126252748.874972,54115750.3947083,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,4310215.100957422,4343097.167157337,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,1857016.3047307422,1861582.9305277239,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Juvenile Female,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,,,126252748.874972,54115750.3947083,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,,4343097.167157337,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,,1861582.9305277239,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Juvenile Male,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,,,126252748.874972,54115750.3947083,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,,4343097.167157337,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,,1861582.9305277239,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Neonatal Combined,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,129661161.550663,56504311.306521,129990178.749333,56063933.3253808,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,4460346.633550787,4471664.831975955,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,1943749.4751940074,1928600.463553378,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Neonatal Female,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,,,129990178.749333,56063933.3253808,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,,4471664.831975955,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,,1928600.463553378,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Neonatal Male,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,,,129990178.749333,56063933.3253808,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,,4471664.831975955,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,,1928600.463553378,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Overall,All Poultry,Small holder,Value of Offtake,119019897.979875,52164588.7596499,201175001.603309,86131546.1231315,181064398.497802,99686617.6089073,126252748.874972,54115750.3947083,129990178.749333,56063933.3253808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158701.876592,75985039.1116062,125296875.431057,53982999.7244465,129661161.550663,56504311.306521,164168843.651538,72237947.308139,29.06975,4094286.9470798685,6920424.207408355,6228619.045495816,4343097.167157337,4471664.831975955,,,,,,,,,,,,,,,,,,6059862.9804725535,4310215.100957422,4460346.633550787,5647411.610059874,1794462.9300097148,2962926.9643919026,3429221.703279433,1861582.9305277239,1928600.463553378,,,,,,,,,,,,,,,,,,2613886.9137714016,1857016.3047307422,1943749.4751940074,2484986.8783921087
Adult Combined,All Poultry,Village,Capital Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Adult Female,All Poultry,Village,Capital Cost,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Adult Male,All Poultry,Village,Capital Cost,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Combined,All Poultry,Village,Capital Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Female,All Poultry,Village,Capital Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Juvenile Male,All Poultry,Village,Capital Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Neonatal Combined,All Poultry,Village,Capital Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Neonatal Female,All Poultry,Village,Capital Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Neonatal Male,All Poultry,Village,Capital Cost,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Overall,All Poultry,Village,Capital Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Adult Combined,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,602472799.7022381,115239304.31604518,208231217.1248144,17633851.050908186,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Female,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,,,,,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Male,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,,,,,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,118939274.9121649,11986830.427178971,118544240.9344589,11779370.966088668,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Female,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,,,118544240.9344589,11779370.966088668,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,,,118544240.9344589,11779370.966088668,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Combined,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,293961282.53064513,24089832.531466473,296005621.4759499,24337233.711077522,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Female,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,,,296005621.4759499,24337233.711077522,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Male,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,,,296005621.4759499,24337233.711077522,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall,All Poultry,Village,Cml Pop Growth,85519689.3158252,9871375.757496318,1606096203.143887,279018050.71181625,669093697.6404309,42062698.72536514,118544240.9344589,11779370.966088668,296005621.4759499,24337233.711077522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602472799.7022381,115239304.31604518,118939274.9121649,11986830.427178971,293961282.53064513,24089832.531466473,208231217.1248144,17633851.050908186,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Combined,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,721593855.377511,102777675.88533872,314015869.7055595,15784047.279690862,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Female,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,,,,,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Male,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,,,,,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,209693800.90337482,10980687.400123227,209259313.4354995,10978143.710729843,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Female,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,,,209259313.4354995,10978143.710729843,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,,,209259313.4354995,10978143.710729843,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Combined,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,288677145.2690541,16437010.84138498,290415010.8259793,16467476.528778154,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Female,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,,,290415010.8259793,16467476.528778154,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Male,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,,,290415010.8259793,16467476.528778154,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overall,All Poultry,Village,Eggs Consumed,186743780.9791109,9757342.896627357,1254570658.120098,191163710.96215948,536798794.064444,35789185.06438881,209259313.4354995,10978143.710729843,290415010.8259793,16467476.528778154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721593855.377511,102777675.88533872,209693800.90337482,10980687.400123227,288677145.2690541,16437010.84138498,314015869.7055595,15784047.279690862,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Combined,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,829926726.1108379,117157970.29747523,361443779.7171669,18243982.661981296,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Female,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,,,,,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Male,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,,,,,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Combined,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,241078489.1910534,12663083.897268226,240683726.3945341,12633317.394382117,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Female,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,,,240683726.3945341,12633317.394382117,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juvenile Male,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,,,240683726.3945341,12633317.394382117,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Combined,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,331954986.1320368,18895418.807279862,333785949.18306804,18848413.596686877,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Female,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,,,333785949.18306804,18848413.596686877,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal Male,All Poultry,Village,Eggs Sold,214666830.21724927,11238331.409848522,,,333785949.18306804,18848413.596686877,240683726.3945341,12633317.394382117,333785949.18306804,18848413.596686877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829926726.1108379,117157970.29747523,241078489.1910534,12663083.897268226,331954986.1320368,18895418.807279862,361443779.7171669,18243982.661981296,29.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
