,year,country,animal_category,species,new_outbreaks_aib,new_outbreaks_ail,new_outbreaks_chla,new_outbreaks_dvh,new_outbreaks_flua,new_outbreaks_hpai,new_outbreaks_ibd,new_outbreaks_lpai,new_outbreaks_msyn,new_outbreaks_ndv,new_outbreaks_pul,new_outbreaks_rab,new_outbreaks_trh,new_outbreaks_typh,susceptible_thsdhd_aib,susceptible_thsdhd_ail,susceptible_thsdhd_chla,susceptible_thsdhd_dvh,susceptible_thsdhd_flua,susceptible_thsdhd_hpai,susceptible_thsdhd_ibd,susceptible_thsdhd_lpai,susceptible_thsdhd_msyn,susceptible_thsdhd_ndv,susceptible_thsdhd_pul,susceptible_thsdhd_rab,susceptible_thsdhd_trh,susceptible_thsdhd_typh,cases_thsdhd_aib,cases_thsdhd_ail,cases_thsdhd_chla,cases_thsdhd_dvh,cases_thsdhd_flua,cases_thsdhd_hpai,cases_thsdhd_ibd,cases_thsdhd_lpai,cases_thsdhd_msyn,cases_thsdhd_ndv,cases_thsdhd_pul,cases_thsdhd_rab,cases_thsdhd_trh,cases_thsdhd_typh,killed_and_disposed_of_thsdhd_aib,killed_and_disposed_of_thsdhd_ail,killed_and_disposed_of_thsdhd_chla,killed_and_disposed_of_thsdhd_dvh,killed_and_disposed_of_thsdhd_flua,killed_and_disposed_of_thsdhd_hpai,killed_and_disposed_of_thsdhd_ibd,killed_and_disposed_of_thsdhd_lpai,killed_and_disposed_of_thsdhd_msyn,killed_and_disposed_of_thsdhd_ndv,killed_and_disposed_of_thsdhd_pul,killed_and_disposed_of_thsdhd_rab,killed_and_disposed_of_thsdhd_trh,killed_and_disposed_of_thsdhd_typh,slaughtered_thsdhd_aib,slaughtered_thsdhd_ail,slaughtered_thsdhd_chla,slaughtered_thsdhd_dvh,slaughtered_thsdhd_flua,slaughtered_thsdhd_hpai,slaughtered_thsdhd_ibd,slaughtered_thsdhd_lpai,slaughtered_thsdhd_msyn,slaughtered_thsdhd_ndv,slaughtered_thsdhd_pul,slaughtered_thsdhd_rab,slaughtered_thsdhd_trh,slaughtered_thsdhd_typh,deaths_thsdhd_aib,deaths_thsdhd_ail,deaths_thsdhd_chla,deaths_thsdhd_dvh,deaths_thsdhd_flua,deaths_thsdhd_hpai,deaths_thsdhd_ibd,deaths_thsdhd_lpai,deaths_thsdhd_msyn,deaths_thsdhd_ndv,deaths_thsdhd_pul,deaths_thsdhd_rab,deaths_thsdhd_trh,deaths_thsdhd_typh,vaccinated_thsdhd_aib,vaccinated_thsdhd_ail,vaccinated_thsdhd_chla,vaccinated_thsdhd_dvh,vaccinated_thsdhd_flua,vaccinated_thsdhd_hpai,vaccinated_thsdhd_ibd,vaccinated_thsdhd_lpai,vaccinated_thsdhd_msyn,vaccinated_thsdhd_ndv,vaccinated_thsdhd_pul,vaccinated_thsdhd_rab,vaccinated_thsdhd_trh,vaccinated_thsdhd_typh,new_outbreaks_anydisease,susceptible_thsdhd_anydisease,cases_thsdhd_anydisease,killed_and_disposed_of_thsdhd_anydisease,slaughtered_thsdhd_anydisease,deaths_thsdhd_anydisease,vaccinated_thsdhd_anydisease
10,2011,United States of America,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,15.0,17.0,0.0,0.0
11,2012,Brazil,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.273,3298.428,0.0,0.0,0.0,0.0,279.40000000000003,0.0,197.342,0.0,47.300000000000004,0.0,0.0,124.32000000000001,336.27700000000004,96.612,0.0,0.0,0.0,0.0,363.469,0.0,278.687,0.0,36.227000000000004,0.0,0.0,22.211999999999996,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,16.112000000000002,0.0,0.0,37.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.874,0.0,0.0,0.0,84.122,75.707,0.0,0.0,0.0,0.0,14.205,0.0,52.828,0.0,16.125,0.0,0.0,4.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153.062999999999,1133.4840000000002,56.291000000000004,137.874,247.39400000000003,0.0
12,2012,China (People's Rep. of),Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088.1270000000004,2027.1579999999997,3.0,472.4820000000001,0.0,1641.7689999999998,2605.0200000000004,0.0,0.0,814.7610000000001,14700.168,0.0,0.0,239.264,215.88499999999996,214.99299999999994,1.5,49.651,0.0,49.637,330.89900000000006,0.0,0.0,114.20499999999998,1323.6949999999997,0.0,0.0,8.905000000000003,8.667,1.804,0.0,2.8360000000000003,0.0,1623.1360000000002,0.176,0.0,0.0,172.57199999999997,27.052000000000003,0.0,0.0,0.14500000000000002,3.707,1.785,0.0,2.277,0.0,0.0,3.661,0.0,0.0,6.042,22.082,0.0,0.0,1.05,21.333999999999996,19.235999999999997,0.2,13.803,0.0,18.633000000000003,40.46100000000002,0.0,0.0,50.116,112.285,0.0,0.0,1.9720000000000002,854.3839999999999,865.168,0.0,160.172,0.0,590.557,946.1499999999999,0.0,0.0,1079.2490000000005,419.64400000000006,0.0,0.0,18.226,0.0,24591.749,2309.37,1836.388,40.604,278.03999999999996,4933.55
13,2012,Germany,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94,0.0,0.0,0.0,0.0,207.0,1.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,1.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.462,3.909,1.589,13.5,3.849,0.0
14,2012,India,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.128,59.671,0.0,0.0,177.26199999999997,0.0,0.0,0.0,38.47800000000001,0.0,0.0,0.0,0.0,0.0,166.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.128,13.264000000000001,0.0,0.0,34.488,0.0,0.0,0.0,24.868,0.0,0.0,0.0,0.0,0.0,0.0,1.6800000000000002,0.0,0.0,549.207,0.0,0.0,0.0,0.0,0.0,207.56,299.539,166.882,0.0,96.74799999999999,550.887
15,2012,Italy,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,161.05200000000002,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,103.63700000000001,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.365,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.30500000000000005,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.35700000000003,103.86100000000002,128.466,0.0,0.512,0.0
16,2012,Netherlands,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.0,0.0,0.0,76.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.429,0.223,76.37,0.0,0.001,0.0
17,2012,Poland,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,132.055,0.0,0.0,0.0,0.0,7.38,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,81.423,0.0,0.0,0.0,0.0,7.132000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.36,89.355,0.0,0.0,1.217,0.0
18,2012,United Kingdom,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.121,0.013000000000000001,0.001,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.001,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,38.156,112.0,124.0,38.0,0.0
19,2013,Brazil,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.214,0.0,0.0,0.0,0.0,0.0,799.0,0.0,1235.714,0.0,0.0,0.0,0.0,0.0,346.41,0.0,0.0,0.0,0.0,0.0,241.23200000000003,0.0,330.66999999999996,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.322999999999999,0.0,0.0,0.0,0.0,0.0,8.587000000000002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4052.928,918.312,5.29,0.0,17.911,0.0
20,2013,China (People's Rep. of),Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4501.903999999999,2683.541,0.78,351.40599999999995,0.0,481.796,2089.321,25.497,0.0,374.02399999999994,15476.534999999998,0.0,0.0,259.82800000000003,411.00799999999987,285.41499999999996,0.016,53.628000000000014,0.0,39.035,242.95100000000005,0.09300000000000001,0.0,21.362,1309.8949999999995,0.0,0.0,10.844999999999997,3.3770000000000002,0.537,0.0,0.364,0.0,444.26099999999997,0.0,116.562,0.0,0.42,13.479000000000001,0.0,0.0,0.0,2.2250000000000005,12.649,0.0,4.162000000000001,0.0,0.0,1.1,0.0,0.0,3.8920000000000003,7.790999999999999,0.0,0.0,0.383,35.503,31.490999999999993,0.0,13.583999999999998,0.0,37.535,30.50700000000001,0.001,0.0,13.05,132.68399999999997,0.0,0.0,1.9350000000000003,1398.2089999999998,877.3580000000001,0.0,139.478,0.0,1.18,1021.9469999999998,0.0,0.0,151.337,187.32999999999998,0.0,0.0,12.036000000000001,0.0,26244.631999999998,2374.247999999999,579.0,32.202000000000005,296.29,3788.8749999999995
21,2013,Germany,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.45500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.009000000000000001,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.34800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.45500000000001,0.5790000000000001,120.34800000000001,0.0,0.005,0.0
22,2013,India,Domestic,Birds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.402,230.81999999999994,0.0,0.0,179.21800000000005,0.0,0.0,0.0,63.117999999999995,0.0,0.0,0.0,0.0,0.0,20.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.194,28.434,0.0,0.0,23.275000000000002,0.0,0.0,0.0,26.002,0.0,0.0,0.0,0.0,0.0,0.0,15.655000000000001,0.0,0.0,149.737,0.0,0.0,0.0,0.0,0.0,24.143,477.55799999999994,20.949,0.0,80.905,165.392
