,country,year,fao_yield_pigs_hgperhd,fao_production_pigs_tonnes,fao_slaughtered_pigs_hd,fao_stocks_pigs_hd,fao_producerprice_pigs_carcass_lcupertonne,fao_producerprice_pigs_live_lcupertonne,fao_producerprice_pigs_carcass_slcpertonne,fao_producerprice_pigs_live_slcpertonne,fao_producerprice_pigs_carcass_usdpertonne,fao_producerprice_pigs_live_usdpertonne,fao_producerprice_pigs_carcass_index,fao_producerprice_pigs_live_index,euro_geo,euro_breedingsows_gte50kg_dec_thsdhd,euro_breedingsows_gte50kg_jun_thsdhd,euro_pigs_20to50kg_dec_thsdhd,euro_pigs_20to50kg_jun_thsdhd,euro_pigs_50to80kg_dec_thsdhd,euro_pigs_50to80kg_jun_thsdhd,euro_pigs_80to110kg_dec_thsdhd,euro_pigs_80to110kg_jun_thsdhd,euro_pigs_gte110kg_dec_thsdhd,euro_pigs_gte110kg_jun_thsdhd,euro_pigs_lt20kg_dec_thsdhd,euro_pigs_lt20kg_jun_thsdhd,euro_sl_pigmeat_thsdhd,euro_sl_pigmeat_thsdtonne,euro_piglets_live_priceper100kg_euros,euro_pigs_grade1_carcass_priceper100kg_euros,euro_pigs_grade2_carcass_priceper100kg_euros,euro_pigs_light_live_priceper100kg_euros,euro_electricity_priceper100kwh_euros,euro_dieseloil_priceper100litres_euros,euro_heatingoil_priceper100litres_euros,euro_motorspirit_priceper100litres_euros,euro_residualfueloil_priceper100kg_euros,euro_feed_bulk_fatteningpigs_priceper100kg_euros,euro_feed_sacks_fatteningpigs_priceper100kg_euros,euro_feed_bulk_rearingpigs_priceper100kg_euros,euro_feed_sacks_rearingpigs_priceper100kg_euros,euro_feed_bulk_sows_priceper100kg_euros,euro_feed_sacks_sows_priceper100kg_euros
109,United Kingdom,2020,881.0,984000.0,11165000.0,5148000.0,,1162.0,,1162.0,,1490.0,,,UK,,490.0,,1232.0,,1028.0,,698.0,,67.0,,1528.0,,,,,,,,,,,,,,,,,
110,United States of America,2011,931.0,10330715.0,110956300.0,66360800.0,,1440.0,,1440.0,,1440.0,109.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,United States of America,2012,932.0,10554200.0,113246600.0,66224000.0,,1415.0,,1415.0,,1415.0,108.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,United States of America,2013,938.0,10524535.0,112160500.0,64774600.0,,1482.0,,1482.0,,1482.0,113.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,United States of America,2014,969.0,10368227.0,106957700.0,67776300.0,,1687.0,,1687.0,,1687.0,128.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,United States of America,2015,963.0,11120748.0,115512200.0,68919300.0,,1219.0,,1219.0,,1219.0,93.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,United States of America,2016,957.0,11320182.0,118303900.0,71345400.0,,1087.0,,1087.0,,1087.0,79.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,United States of America,2017,957.0,11610981.0,121389700.0,73144900.0,,1171.0,,1171.0,,1171.0,87.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,United States of America,2018,959.0,11942965.0,124508400.0,75070200.0,,1107.0,,1107.0,,1107.0,79.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,United States of America,2019,965.0,12542865.0,129990000.0,78227600.0,,1133.0,,1133.0,,1133.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,United States of America,2020,976.0,12845097.0,131639000.0,77312000.0,,1034.0,,1034.0,,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
