iso3,year,incomegroup,flag
ERI,2012,L,
EST,2012,H,
SWZ,2012,LM,
ETH,2012,L,
FRO,2012,H,
FJI,2012,UM,
FIN,2012,H,
FRA,2012,H,
PYF,2012,H,
GAB,2012,UM,
GMB,2012,L,
GEO,2012,LM,
DEU,2012,H,
GHA,2012,LM,
GIB,2012,..,
GRC,2012,H,
GRL,2012,H,
GRD,2012,UM,
GUM,2012,H,
GTM,2012,LM,
GIN,2012,L,
GNB,2012,L,
GUY,2012,LM,
HTI,2012,L,
HND,2012,LM,
HKG,2012,H,
HUN,2012,UM,
ISL,2012,H,
IND,2012,LM,
IDN,2012,LM,
IRN,2012,UM,
IRQ,2012,UM,
IRL,2012,H,
IMN,2012,H,
ISR,2012,H,
ITA,2012,H,
JAM,2012,UM,
JPN,2012,H,
JOR,2012,UM,
KAZ,2012,UM,
KEN,2012,L,
KIR,2012,LM,
PRK,2012,L,
KOR,2012,H,
XKX,2012,LM,
KWT,2012,H,
KGZ,2012,L,
LAO,2012,LM,
LVA,2012,H,
LBN,2012,UM,
LSO,2012,LM,
LBR,2012,L,
LBY,2012,UM,
LIE,2012,H,
LTU,2012,H,
LUX,2012,H,
MAC,2012,H,
MDG,2012,L,
MWI,2012,L,
MYS,2012,UM,
MDV,2012,UM,
MLI,2012,L,
MLT,2012,H,
MHL,2012,UM,
MRT,2012,LM,
MUS,2012,UM,
MEX,2012,UM,
FSM,2012,LM,
MDA,2012,LM,
MCO,2012,H,
MNG,2012,LM,
MNE,2012,UM,
MAR,2012,LM,
MOZ,2012,L,
MMR,2012,L,
NAM,2012,UM,
NRU,2012,..,
NPL,2012,L,
NLD,2012,H,
NCL,2012,H,
NZL,2012,H,
NIC,2012,LM,
NER,2012,L,
NGA,2012,LM,
MKD,2012,UM,
MNP,2012,H,
NOR,2012,H,
OMN,2012,H,
PAK,2012,LM,
PLW,2012,UM,
PAN,2012,UM,
PNG,2012,LM,
PRY,2012,LM,
PER,2012,UM,
PHL,2012,LM,
POL,2012,H,
PRT,2012,H,
PRI,2012,H,
QAT,2012,H,
ROU,2012,UM,
RUS,2012,H,
RWA,2012,L,
WSM,2012,LM,
SMR,2012,H,
STP,2012,LM,
SAU,2012,H,
SEN,2012,LM,
SRB,2012,UM,
SYC,2012,UM,
SLE,2012,L,
SGP,2012,H,
SXM,2012,H,
SVK,2012,H,
SVN,2012,H,
SLB,2012,LM,
SOM,2012,L,
ZAF,2012,UM,
SSD,2012,L,
ESP,2012,H,
LKA,2012,LM,
KNA,2012,H,
LCA,2012,UM,
MAF,2012,H,
VCT,2012,UM,
SDN,2012,LM,
SUR,2012,UM,
SWE,2012,H,
CHE,2012,H,
SYR,2012,LM,
TWN,2012,H,
TJK,2012,L,
TZA,2012,L,
THA,2012,UM,
TLS,2012,LM,
TGO,2012,L,
TON,2012,UM,
TTO,2012,H,
TUN,2012,UM,
TUR,2012,UM,
TKM,2012,UM,
TCA,2012,H,
TUV,2012,UM,
UGA,2012,L,
UKR,2012,LM,
ARE,2012,H,
GBR,2012,H,
USA,2012,H,
URY,2012,H,
UZB,2012,LM,
VUT,2012,LM,
VEN,2012,UM,
VNM,2012,LM,
VIR,2012,H,
PSE,2012,LM,
YEM,2012,LM,
ZMB,2012,LM,
ZWE,2012,L,
AFG,2013,L,
ALB,2013,UM,
DZA,2013,UM,
ASM,2013,UM,
AND,2013,H,
AGO,2013,UM,
ATG,2013,H,
ARG,2013,UM,
ARM,2013,LM,
ABW,2013,H,
AUS,2013,H,
AUT,2013,H,
AZE,2013,UM,
BHS,2013,H,
BHR,2013,H,
BGD,2013,L,
BRB,2013,H,
BLR,2013,UM,
BEL,2013,H,
BLZ,2013,UM,
BEN,2013,L,
BMU,2013,H,
BTN,2013,LM,
BOL,2013,LM,
BIH,2013,UM,
BWA,2013,UM,
BRA,2013,UM,
VGB,2013,..,
BRN,2013,H,
BGR,2013,UM,
BFA,2013,L,
BDI,2013,L,
CPV,2013,LM,
KHM,2013,L,
CMR,2013,LM,
CAN,2013,H,
CYM,2013,H,
CAF,2013,L,
TCD,2013,L,
CHI,2013,H,
CHL,2013,H,
CHN,2013,UM,
COL,2013,UM,
COM,2013,L,
COD,2013,L,
COG,2013,LM,
CRI,2013,UM,
CIV,2013,LM,
HRV,2013,H,
CUB,2013,UM,
CUW,2013,H,
CYP,2013,H,
CZE,2013,H,
DNK,2013,H,
DJI,2013,LM,
DMA,2013,UM,
DOM,2013,UM,
ECU,2013,UM,
EGY,2013,LM,
SLV,2013,LM,
GNQ,2013,H,
ERI,2013,L,
EST,2013,H,
SWZ,2013,LM,
ETH,2013,L,
FRO,2013,H,
FJI,2013,UM,
FIN,2013,H,
FRA,2013,H,
PYF,2013,H,
GAB,2013,UM,
GMB,2013,L,
GEO,2013,LM,
DEU,2013,H,
GHA,2013,LM,
GIB,2013,..,
GRC,2013,H,
GRL,2013,H,
GRD,2013,UM,
GUM,2013,H,
GTM,2013,LM,
GIN,2013,L,
GNB,2013,L,
GUY,2013,LM,
HTI,2013,L,
HND,2013,LM,
HKG,2013,H,
HUN,2013,UM,
ISL,2013,H,
IND,2013,LM,
IDN,2013,LM,
IRN,2013,UM,
IRQ,2013,UM,
IRL,2013,H,
IMN,2013,H,
ISR,2013,H,
ITA,2013,H,
JAM,2013,UM,
JPN,2013,H,
JOR,2013,UM,
KAZ,2013,UM,
KEN,2013,L,
KIR,2013,LM,
PRK,2013,L,
KOR,2013,H,
XKX,2013,LM,
KWT,2013,H,
KGZ,2013,LM,
LAO,2013,LM,
LVA,2013,H,
LBN,2013,UM,
LSO,2013,LM,
LBR,2013,L,
LBY,2013,UM,
LIE,2013,H,
LTU,2013,H,
LUX,2013,H,
MAC,2013,H,
MDG,2013,L,
MWI,2013,L,
MYS,2013,UM,
MDV,2013,UM,
MLI,2013,L,
MLT,2013,H,
MHL,2013,UM,
MRT,2013,LM,
MUS,2013,UM,
MEX,2013,UM,
FSM,2013,LM,
MDA,2013,LM,
MCO,2013,H,
MNG,2013,LM,
MNE,2013,UM,
MAR,2013,LM,
MOZ,2013,L,
MMR,2013,L,
NAM,2013,UM,
NRU,2013,..,
NPL,2013,L,
NLD,2013,H,
NCL,2013,H,
NZL,2013,H,
NIC,2013,LM,
NER,2013,L,
NGA,2013,LM,
MKD,2013,UM,
MNP,2013,H,
NOR,2013,H,
OMN,2013,H,
PAK,2013,LM,
PLW,2013,UM,
PAN,2013,UM,
PNG,2013,LM,
PRY,2013,LM,
PER,2013,UM,
PHL,2013,LM,
POL,2013,H,
PRT,2013,H,
PRI,2013,H,
QAT,2013,H,
ROU,2013,UM,
RUS,2013,H,
RWA,2013,L,
WSM,2013,LM,
SMR,2013,H,
STP,2013,LM,
SAU,2013,H,
SEN,2013,LM,
SRB,2013,UM,
SYC,2013,UM,
SLE,2013,L,
SGP,2013,H,
SXM,2013,H,
SVK,2013,H,
SVN,2013,H,
SLB,2013,LM,
SOM,2013,L,
ZAF,2013,UM,
SSD,2013,LM,
ESP,2013,H,
LKA,2013,LM,
KNA,2013,H,
LCA,2013,UM,
MAF,2013,H,
VCT,2013,UM,
SDN,2013,LM,
SUR,2013,UM,
SWE,2013,H,
CHE,2013,H,
SYR,2013,LM,
TWN,2013,H,
TJK,2013,L,
TZA,2013,L,
THA,2013,UM,
TLS,2013,LM,
TGO,2013,L,
TON,2013,UM,
TTO,2013,H,
TUN,2013,UM,
TUR,2013,UM,
TKM,2013,UM,
TCA,2013,H,
TUV,2013,UM,
UGA,2013,L,
UKR,2013,LM,
ARE,2013,H,
GBR,2013,H,
USA,2013,H,
URY,2013,H,
UZB,2013,LM,
VUT,2013,LM,
VEN,2013,UM,
VNM,2013,LM,
VIR,2013,H,
PSE,2013,LM,
YEM,2013,LM,
ZMB,2013,LM,
ZWE,2013,L,
AFG,2014,L,
ALB,2014,UM,
DZA,2014,UM,
ASM,2014,UM,
AND,2014,H,
AGO,2014,UM,
ATG,2014,H,
ARG,2014,H,
ARM,2014,LM,
ABW,2014,H,
AUS,2014,H,
AUT,2014,H,
AZE,2014,UM,
BHS,2014,H,
BHR,2014,H,
BGD,2014,LM,
BRB,2014,H,
BLR,2014,UM,
BEL,2014,H,
BLZ,2014,UM,
BEN,2014,L,
BMU,2014,H,
BTN,2014,LM,
BOL,2014,LM,
BIH,2014,UM,
BWA,2014,UM,
BRA,2014,UM,
VGB,2014,..,
BRN,2014,H,
BGR,2014,UM,
BFA,2014,L,
BDI,2014,L,
CPV,2014,LM,
KHM,2014,L,
CMR,2014,LM,
CAN,2014,H,
CYM,2014,H,
CAF,2014,L,
TCD,2014,L,
CHI,2014,H,
CHL,2014,H,
CHN,2014,UM,
COL,2014,UM,
COM,2014,L,
COD,2014,L,
COG,2014,LM,
CRI,2014,UM,
CIV,2014,LM,
HRV,2014,H,
CUB,2014,UM,
CUW,2014,H,
CYP,2014,H,
CZE,2014,H,
DNK,2014,H,
DJI,2014,LM,
DMA,2014,UM,
DOM,2014,UM,
ECU,2014,UM,
EGY,2014,LM,
SLV,2014,LM,
GNQ,2014,H,
ERI,2014,L,
EST,2014,H,
SWZ,2014,LM,
ETH,2014,L,
FRO,2014,H,
FJI,2014,UM,
FIN,2014,H,
FRA,2014,H,
PYF,2014,H,
GAB,2014,UM,
GMB,2014,L,
GEO,2014,LM,
DEU,2014,H,
GHA,2014,LM,
GIB,2014,..,
GRC,2014,H,
GRL,2014,H,
GRD,2014,UM,
GUM,2014,H,
GTM,2014,LM,
GIN,2014,L,
GNB,2014,L,
GUY,2014,LM,
HTI,2014,L,
HND,2014,LM,
HKG,2014,H,
HUN,2014,H,
ISL,2014,H,
IND,2014,LM,
IDN,2014,LM,
IRN,2014,UM,
IRQ,2014,UM,
IRL,2014,H,
IMN,2014,H,
ISR,2014,H,
ITA,2014,H,
JAM,2014,UM,
JPN,2014,H,
JOR,2014,UM,
KAZ,2014,UM,
KEN,2014,LM,
KIR,2014,LM,
PRK,2014,L,
KOR,2014,H,
XKX,2014,LM,
KWT,2014,H,
KGZ,2014,LM,
LAO,2014,LM,
LVA,2014,H,
LBN,2014,UM,
LSO,2014,LM,
LBR,2014,L,
LBY,2014,UM,
LIE,2014,H,
LTU,2014,H,
LUX,2014,H,
MAC,2014,H,
MDG,2014,L,
MWI,2014,L,
MYS,2014,UM,
MDV,2014,UM,
MLI,2014,L,
MLT,2014,H,
MHL,2014,UM,
MRT,2014,LM,
MUS,2014,UM,
MEX,2014,UM,
FSM,2014,LM,
MDA,2014,LM,
MCO,2014,H,
MNG,2014,UM,
MNE,2014,UM,
MAR,2014,LM,
MOZ,2014,L,
MMR,2014,LM,
NAM,2014,UM,
NRU,2014,..,
NPL,2014,L,
NLD,2014,H,
NCL,2014,H,
NZL,2014,H,
NIC,2014,LM,
NER,2014,L,
NGA,2014,LM,
MKD,2014,UM,
MNP,2014,H,
NOR,2014,H,
OMN,2014,H,
PAK,2014,LM,
PLW,2014,UM,
PAN,2014,UM,
PNG,2014,LM,
PRY,2014,UM,
PER,2014,UM,
PHL,2014,LM,
POL,2014,H,
PRT,2014,H,
PRI,2014,H,
QAT,2014,H,
ROU,2014,UM,
RUS,2014,H,
RWA,2014,L,
WSM,2014,LM,
SMR,2014,H,
STP,2014,LM,
SAU,2014,H,
SEN,2014,LM,
SRB,2014,UM,
SYC,2014,H,
SLE,2014,L,
SGP,2014,H,
SXM,2014,H,
SVK,2014,H,
SVN,2014,H,
SLB,2014,LM,
SOM,2014,L,
ZAF,2014,UM,
SSD,2014,L,
ESP,2014,H,
LKA,2014,LM,
KNA,2014,H,
LCA,2014,UM,
MAF,2014,H,
VCT,2014,UM,
SDN,2014,LM,
SUR,2014,UM,
SWE,2014,H,
CHE,2014,H,
SYR,2014,LM,
TWN,2014,H,
TJK,2014,LM,
TZA,2014,L,
THA,2014,UM,
TLS,2014,LM,
TGO,2014,L,
TON,2014,UM,
TTO,2014,H,
TUN,2014,UM,
TUR,2014,UM,
TKM,2014,UM,
TCA,2014,H,
TUV,2014,UM,
UGA,2014,L,
UKR,2014,LM,
ARE,2014,H,
GBR,2014,H,
USA,2014,H,
URY,2014,H,
UZB,2014,LM,
VUT,2014,LM,
VEN,2014,H,
VNM,2014,LM,
VIR,2014,H,
PSE,2014,LM,
YEM,2014,LM,
ZMB,2014,LM,
ZWE,2014,L,
AFG,2015,L,
ALB,2015,UM,
DZA,2015,UM,
ASM,2015,UM,
AND,2015,H,
AGO,2015,UM,
ATG,2015,H,
ARG,2015,UM,
ARM,2015,LM,
ABW,2015,H,
AUS,2015,H,
AUT,2015,H,
AZE,2015,UM,
BHS,2015,H,
BHR,2015,H,
BGD,2015,LM,
BRB,2015,H,
BLR,2015,UM,
BEL,2015,H,
BLZ,2015,UM,
BEN,2015,L,
BMU,2015,H,
BTN,2015,LM,
BOL,2015,LM,
BIH,2015,UM,
BWA,2015,UM,
BRA,2015,UM,
VGB,2015,H,
BRN,2015,H,
BGR,2015,UM,
BFA,2015,L,
BDI,2015,L,
CPV,2015,LM,
KHM,2015,LM,
CMR,2015,LM,
CAN,2015,H,
CYM,2015,H,
CAF,2015,L,
TCD,2015,L,
CHI,2015,H,
CHL,2015,H,
CHN,2015,UM,
COL,2015,UM,
COM,2015,L,
COD,2015,L,
COG,2015,LM,
CRI,2015,UM,
CIV,2015,LM,
HRV,2015,H,
CUB,2015,UM,
CUW,2015,H,
CYP,2015,H,
CZE,2015,H,
DNK,2015,H,
DJI,2015,LM,
DMA,2015,UM,
DOM,2015,UM,
ECU,2015,UM,
EGY,2015,LM,
SLV,2015,LM,
GNQ,2015,UM,
ERI,2015,L,
EST,2015,H,
SWZ,2015,LM,
ETH,2015,L,
FRO,2015,H,
FJI,2015,UM,
FIN,2015,H,
FRA,2015,H,
PYF,2015,H,
GAB,2015,UM,
GMB,2015,L,
GEO,2015,UM,
DEU,2015,H,
GHA,2015,LM,
GIB,2015,H,
GRC,2015,H,
GRL,2015,H,
GRD,2015,UM,
GUM,2015,H,
GTM,2015,LM,
GIN,2015,L,
GNB,2015,L,
GUY,2015,UM,
HTI,2015,L,
HND,2015,LM,
HKG,2015,H,
HUN,2015,H,
ISL,2015,H,
IND,2015,LM,
IDN,2015,LM,
IRN,2015,UM,
IRQ,2015,UM,
IRL,2015,H,
IMN,2015,H,
ISR,2015,H,
ITA,2015,H,
JAM,2015,UM,
JPN,2015,H,
JOR,2015,UM,
KAZ,2015,UM,
KEN,2015,LM,
KIR,2015,LM,
PRK,2015,L,
KOR,2015,H,
XKX,2015,LM,
KWT,2015,H,
KGZ,2015,LM,
LAO,2015,LM,
LVA,2015,H,
LBN,2015,UM,
LSO,2015,LM,
LBR,2015,L,
LBY,2015,UM,
LIE,2015,H,
LTU,2015,H,
LUX,2015,H,
MAC,2015,H,
MDG,2015,L,
MWI,2015,L,
MYS,2015,UM,
MDV,2015,UM,
MLI,2015,L,
MLT,2015,H,
MHL,2015,UM,
MRT,2015,LM,
MUS,2015,UM,
MEX,2015,UM,
FSM,2015,LM,
MDA,2015,LM,
MCO,2015,H,
MNG,2015,LM,
MNE,2015,UM,
MAR,2015,LM,
MOZ,2015,L,
MMR,2015,LM,
NAM,2015,UM,
NRU,2015,H,
NPL,2015,L,
NLD,2015,H,
NCL,2015,H,
NZL,2015,H,
NIC,2015,LM,
NER,2015,L,
NGA,2015,LM,
MKD,2015,UM,
MNP,2015,H,
NOR,2015,H,
OMN,2015,H,
PAK,2015,LM,
PLW,2015,UM,
PAN,2015,UM,
PNG,2015,LM,
PRY,2015,UM,
PER,2015,UM,
PHL,2015,LM,
POL,2015,H,
PRT,2015,H,
PRI,2015,H,
QAT,2015,H,
ROU,2015,UM,
RUS,2015,UM,
RWA,2015,L,
WSM,2015,LM,
SMR,2015,H,
STP,2015,LM,
SAU,2015,H,
SEN,2015,L,
SRB,2015,UM,
SYC,2015,H,
SLE,2015,L,
SGP,2015,H,
SXM,2015,H,
SVK,2015,H,
SVN,2015,H,
SLB,2015,LM,
SOM,2015,L,
ZAF,2015,UM,
SSD,2015,L,
ESP,2015,H,
LKA,2015,LM,
KNA,2015,H,
LCA,2015,UM,
MAF,2015,H,
VCT,2015,UM,
SDN,2015,LM,
SUR,2015,UM,
SWE,2015,H,
CHE,2015,H,
SYR,2015,LM,
TWN,2015,H,
TJK,2015,LM,
TZA,2015,L,
THA,2015,UM,
TLS,2015,LM,
TGO,2015,L,
TON,2015,LM,
TTO,2015,H,
TUN,2015,LM,
TUR,2015,UM,
TKM,2015,UM,
TCA,2015,H,
TUV,2015,UM,
UGA,2015,L,
UKR,2015,LM,
ARE,2015,H,
GBR,2015,H,
USA,2015,H,
URY,2015,H,
UZB,2015,LM,
VUT,2015,LM,
VEN,2015,UM,
VNM,2015,LM,
VIR,2015,H,
PSE,2015,LM,
YEM,2015,LM,
ZMB,2015,LM,
ZWE,2015,L,
AFG,2016,L,
ALB,2016,UM,
DZA,2016,UM,
ASM,2016,UM,
AND,2016,H,
AGO,2016,LM,
ATG,2016,H,
ARG,2016,UM,
ARM,2016,LM,
ABW,2016,H,
AUS,2016,H,
AUT,2016,H,
AZE,2016,UM,
BHS,2016,H,
BHR,2016,H,
BGD,2016,LM,
BRB,2016,H,
BLR,2016,UM,
BEL,2016,H,
BLZ,2016,UM,
BEN,2016,L,
BMU,2016,H,
BTN,2016,LM,
BOL,2016,LM,
BIH,2016,UM,
BWA,2016,UM,
BRA,2016,UM,
VGB,2016,H,
BRN,2016,H,
BGR,2016,UM,
BFA,2016,L,
BDI,2016,L,
CPV,2016,LM,
KHM,2016,LM,
CMR,2016,LM,
CAN,2016,H,
CYM,2016,H,
CAF,2016,L,
TCD,2016,L,
CHI,2016,H,
CHL,2016,H,
CHN,2016,UM,
COL,2016,UM,
COM,2016,L,
COD,2016,L,
COG,2016,LM,
CRI,2016,UM,
CIV,2016,LM,
HRV,2016,UM,
CUB,2016,UM,
CUW,2016,H,
CYP,2016,H,
CZE,2016,H,
DNK,2016,H,
DJI,2016,LM,
DMA,2016,UM,
DOM,2016,UM,
ECU,2016,UM,
EGY,2016,LM,
SLV,2016,LM,
GNQ,2016,UM,
ERI,2016,L,
EST,2016,H,
SWZ,2016,LM,
ETH,2016,L,
FRO,2016,H,
FJI,2016,UM,
FIN,2016,H,
FRA,2016,H,
PYF,2016,H,
GAB,2016,UM,
GMB,2016,L,
GEO,2016,LM,
DEU,2016,H,
GHA,2016,LM,
GIB,2016,H,
GRC,2016,H,
GRL,2016,H,
GRD,2016,UM,
GUM,2016,H,
GTM,2016,LM,
GIN,2016,L,
GNB,2016,L,
GUY,2016,UM,
HTI,2016,L,
HND,2016,LM,
HKG,2016,H,
HUN,2016,H,
ISL,2016,H,
IND,2016,LM,
IDN,2016,LM,
IRN,2016,UM,
IRQ,2016,UM,
IRL,2016,H,
IMN,2016,H,
ISR,2016,H,
ITA,2016,H,
JAM,2016,UM,
JPN,2016,H,
JOR,2016,LM,
KAZ,2016,UM,
KEN,2016,LM,
KIR,2016,LM,
PRK,2016,L,
KOR,2016,H,
XKX,2016,LM,
KWT,2016,H,
KGZ,2016,LM,
LAO,2016,LM,
LVA,2016,H,
LBN,2016,UM,
LSO,2016,LM,
LBR,2016,L,
LBY,2016,UM,
LIE,2016,H,
LTU,2016,H,
LUX,2016,H,
MAC,2016,H,
MDG,2016,L,
MWI,2016,L,
MYS,2016,UM,
MDV,2016,UM,
MLI,2016,L,
MLT,2016,H,
MHL,2016,UM,
MRT,2016,LM,
MUS,2016,UM,
MEX,2016,UM,
FSM,2016,LM,
MDA,2016,LM,
MCO,2016,H,
MNG,2016,LM,
MNE,2016,UM,
MAR,2016,LM,
MOZ,2016,L,
MMR,2016,LM,
NAM,2016,UM,
NRU,2016,UM,
NPL,2016,L,
NLD,2016,H,
NCL,2016,H,
NZL,2016,H,
NIC,2016,LM,
NER,2016,L,
NGA,2016,LM,
MKD,2016,UM,
MNP,2016,H,
NOR,2016,H,
OMN,2016,H,
PAK,2016,LM,
PLW,2016,H,
PAN,2016,UM,
PNG,2016,LM,
PRY,2016,UM,
PER,2016,UM,
PHL,2016,LM,
POL,2016,H,
PRT,2016,H,
PRI,2016,H,
QAT,2016,H,
ROU,2016,UM,
RUS,2016,UM,
RWA,2016,L,
WSM,2016,UM,
SMR,2016,H,
STP,2016,LM,
SAU,2016,H,
SEN,2016,L,
SRB,2016,UM,
SYC,2016,H,
SLE,2016,L,
SGP,2016,H,
SXM,2016,H,
SVK,2016,H,
SVN,2016,H,
SLB,2016,LM,
SOM,2016,L,
ZAF,2016,UM,
SSD,2016,L,
ESP,2016,H,
LKA,2016,LM,
KNA,2016,H,
LCA,2016,UM,
MAF,2016,H,
VCT,2016,UM,
SDN,2016,LM,
SUR,2016,UM,
SWE,2016,H,
CHE,2016,H,
SYR,2016,LM,
TWN,2016,H,
TJK,2016,LM,
TZA,2016,L,
THA,2016,UM,
TLS,2016,LM,
TGO,2016,L,
TON,2016,UM,
TTO,2016,H,
TUN,2016,LM,
TUR,2016,UM,
TKM,2016,UM,
TCA,2016,H,
TUV,2016,UM,
UGA,2016,L,
UKR,2016,LM,
ARE,2016,H,
GBR,2016,H,
USA,2016,H,
URY,2016,H,
UZB,2016,LM,
VUT,2016,LM,
VEN,2016,UM,
VNM,2016,LM,
VIR,2016,H,
PSE,2016,LM,
YEM,2016,LM,
ZMB,2016,LM,
ZWE,2016,L,
AFG,2017,L,
ALB,2017,UM,
DZA,2017,UM,
ASM,2017,UM,
AND,2017,H,
AGO,2017,LM,
ATG,2017,H,
ARG,2017,H,
ARM,2017,UM,
ABW,2017,H,
AUS,2017,H,
AUT,2017,H,
AZE,2017,UM,
BHS,2017,H,
BHR,2017,H,
BGD,2017,LM,
BRB,2017,H,
BLR,2017,UM,
BEL,2017,H,
BLZ,2017,UM,
BEN,2017,L,
BMU,2017,H,
BTN,2017,LM,
BOL,2017,LM,
BIH,2017,UM,
BWA,2017,UM,
BRA,2017,UM,
VGB,2017,H,
BRN,2017,H,
BGR,2017,UM,
BFA,2017,L,
BDI,2017,L,
CPV,2017,LM,
KHM,2017,LM,
CMR,2017,LM,
CAN,2017,H,
CYM,2017,H,
CAF,2017,L,
TCD,2017,L,
CHI,2017,H,
CHL,2017,H,
CHN,2017,UM,
COL,2017,UM,
COM,2017,L,
COD,2017,L,
COG,2017,LM,
CRI,2017,UM,
CIV,2017,LM,
HRV,2017,H,
CUB,2017,UM,
CUW,2017,H,
CYP,2017,H,
CZE,2017,H,
DNK,2017,H,
DJI,2017,LM,
DMA,2017,UM,
DOM,2017,UM,
ECU,2017,UM,
EGY,2017,LM,
SLV,2017,LM,
GNQ,2017,UM,
ERI,2017,L,
EST,2017,H,
SWZ,2017,LM,
ETH,2017,L,
FRO,2017,H,
FJI,2017,UM,
FIN,2017,H,
FRA,2017,H,
PYF,2017,H,
GAB,2017,UM,
GMB,2017,L,
GEO,2017,LM,
DEU,2017,H,
GHA,2017,LM,
GIB,2017,H,
GRC,2017,H,
GRL,2017,H,
GRD,2017,UM,
GUM,2017,H,
GTM,2017,UM,
GIN,2017,L,
GNB,2017,L,
GUY,2017,UM,
HTI,2017,L,
HND,2017,LM,
HKG,2017,H,
HUN,2017,H,
ISL,2017,H,
IND,2017,LM,
IDN,2017,LM,
IRN,2017,UM,
IRQ,2017,UM,
IRL,2017,H,
IMN,2017,H,
ISR,2017,H,
ITA,2017,H,
JAM,2017,UM,
JPN,2017,H,
JOR,2017,UM,
KAZ,2017,UM,
KEN,2017,LM,
KIR,2017,LM,
PRK,2017,L,
KOR,2017,H,
XKX,2017,LM,
KWT,2017,H,
KGZ,2017,LM,
LAO,2017,LM,
LVA,2017,H,
LBN,2017,UM,
LSO,2017,LM,
LBR,2017,L,
LBY,2017,UM,
LIE,2017,H,
LTU,2017,H,
LUX,2017,H,
MAC,2017,H,
MDG,2017,L,
MWI,2017,L,
MYS,2017,UM,
MDV,2017,UM,
MLI,2017,L,
MLT,2017,H,
MHL,2017,UM,
MRT,2017,LM,
MUS,2017,UM,
MEX,2017,UM,
FSM,2017,LM,
MDA,2017,LM,
MCO,2017,H,
MNG,2017,LM,
MNE,2017,UM,
MAR,2017,LM,
MOZ,2017,L,
MMR,2017,LM,
NAM,2017,UM,
NRU,2017,UM,
NPL,2017,L,
NLD,2017,H,
NCL,2017,H,
NZL,2017,H,
NIC,2017,LM,
NER,2017,L,
NGA,2017,LM,
MKD,2017,UM,
MNP,2017,H,
NOR,2017,H,
OMN,2017,H,
PAK,2017,LM,
PLW,2017,H,
PAN,2017,H,
PNG,2017,LM,
PRY,2017,UM,
PER,2017,UM,
PHL,2017,LM,
POL,2017,H,
PRT,2017,H,
PRI,2017,H,
QAT,2017,H,
ROU,2017,UM,
RUS,2017,UM,
RWA,2017,L,
WSM,2017,UM,
SMR,2017,H,
STP,2017,LM,
SAU,2017,H,
SEN,2017,L,
SRB,2017,UM,
SYC,2017,H,
SLE,2017,L,
SGP,2017,H,
SXM,2017,H,
SVK,2017,H,
SVN,2017,H,
SLB,2017,LM,
SOM,2017,L,
ZAF,2017,UM,
SSD,2017,L,
ESP,2017,H,
LKA,2017,LM,
KNA,2017,H,
LCA,2017,UM,
MAF,2017,H,
VCT,2017,UM,
SDN,2017,LM,
SUR,2017,UM,
SWE,2017,H,
CHE,2017,H,
SYR,2017,L,
TWN,2017,H,
TJK,2017,L,
TZA,2017,L,
THA,2017,UM,
TLS,2017,LM,
TGO,2017,L,
TON,2017,UM,
TTO,2017,H,
TUN,2017,LM,
TUR,2017,UM,
TKM,2017,UM,
TCA,2017,H,
TUV,2017,UM,
UGA,2017,L,
UKR,2017,LM,
ARE,2017,H,
GBR,2017,H,
USA,2017,H,
URY,2017,H,
UZB,2017,LM,
VUT,2017,LM,
VEN,2017,UM,
VNM,2017,LM,
VIR,2017,H,
PSE,2017,LM,
YEM,2017,L,
ZMB,2017,LM,
ZWE,2017,L,
AFG,2018,L,
ALB,2018,UM,
DZA,2018,UM,
ASM,2018,UM,
AND,2018,H,
AGO,2018,LM,
ATG,2018,H,
ARG,2018,UM,
ARM,2018,UM,
ABW,2018,H,
AUS,2018,H,
AUT,2018,H,
AZE,2018,UM,
BHS,2018,H,
BHR,2018,H,
BGD,2018,LM,
BRB,2018,H,
BLR,2018,UM,
BEL,2018,H,
BLZ,2018,UM,
BEN,2018,L,
BMU,2018,H,
BTN,2018,LM,
BOL,2018,LM,
BIH,2018,UM,
BWA,2018,UM,
BRA,2018,UM,
VGB,2018,H,
BRN,2018,H,
BGR,2018,UM,
BFA,2018,L,
BDI,2018,L,
CPV,2018,LM,
KHM,2018,LM,
CMR,2018,LM,
CAN,2018,H,
CYM,2018,H,
CAF,2018,L,
TCD,2018,L,
CHI,2018,H,
CHL,2018,H,
CHN,2018,UM,
COL,2018,UM,
COM,2018,LM,
COD,2018,L,
COG,2018,LM,
CRI,2018,UM,
CIV,2018,LM,
HRV,2018,H,
CUB,2018,UM,
CUW,2018,H,
CYP,2018,H,
CZE,2018,H,
DNK,2018,H,
DJI,2018,LM,
DMA,2018,UM,
DOM,2018,UM,
ECU,2018,UM,
EGY,2018,LM,
SLV,2018,LM,
GNQ,2018,UM,
ERI,2018,L,
EST,2018,H,
SWZ,2018,LM,
ETH,2018,L,
FRO,2018,H,
FJI,2018,UM,
FIN,2018,H,
FRA,2018,H,
PYF,2018,H,
GAB,2018,UM,
GMB,2018,L,
GEO,2018,UM,
DEU,2018,H,
GHA,2018,LM,
GIB,2018,H,
GRC,2018,H,
GRL,2018,H,
GRD,2018,UM,
GUM,2018,H,
GTM,2018,UM,
GIN,2018,L,
GNB,2018,L,
GUY,2018,UM,
HTI,2018,L,
HND,2018,LM,
HKG,2018,H,
HUN,2018,H,
ISL,2018,H,
IND,2018,LM,
