region,species,production_system,agesex_scenario,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_when_mort_imp25_mean,ahle_when_mort_imp50_mean,ahle_when_mort_imp75_mean,ahle_when_mort_imp100_mean,ahle_when_repro_imp25_mean,ahle_when_repro_imp50_mean,ahle_when_repro_imp75_mean,ahle_when_repro_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_when_mort_imp25_mean_usd,ahle_when_mort_imp50_mean_usd,ahle_when_mort_imp75_mean_usd,ahle_when_mort_imp100_mean_usd,ahle_when_repro_imp25_mean_usd,ahle_when_repro_imp50_mean_usd,ahle_when_repro_imp75_mean_usd,ahle_when_repro_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd
National,Sheep,Overall,Adult Female,2019,17736344928.311493,2299944421.4110126,55343748.788267754,15381056758.112213,1454583888.6202888,2394082960.709831,3580143640.8562717,2299944421.4110126,948951741.6383667,3831967670.983364,9351819985.356516,16283732989.89667,-784242555.2673206,-803187640.3089542,-1818527354.5082455,-989880179.3017426,5361414586.249057,4739111561.502206,966991.640135448,7155693236.373458,610130631.6122943,79118135.56742018,1903826.100612071,529108669.9442621,50037715.791167416,82356503.26232016,123157015.13966483,79118135.56742018,32643959.498735514,131819766.97368792,321702800.51794446,560160750.948896,-26977960.087971885,-27629671.40443087,-62557378.529510766,-34051898.599119104,184432772.426631,163025535.53099722,33264.53237937884,246155995.024844
National,Sheep,Overall,Adult Female,2020,18623162174.72707,2414941642.4815636,58110936.22768114,16150109596.017826,1527313083.0513077,2513787108.745325,3759150822.899088,2414941642.4815636,996399328.7202873,4023566054.5325356,9819410984.624344,17097919639.391506,-823454683.0306854,-843347022.324398,-1909453722.233656,-1039374188.2668266,5629485315.561509,4976067139.577316,1015341.2221422204,7513477898.192131,533199930.7499694,69142216.79730704,1663774.7597163673,462393939.192946,43728515.19392487,71972262.26822656,107628282.43898162,69142216.79730704,28527918.51826095,115198757.41382341,281139647.92254305,489530697.427098,-23576338.74678612,-24145876.499523748,-54669587.415552735,-29758332.124673106,161177846.82607785,142469824.90602234,29070.244046336637,215118456.11504924
National,Sheep,Overall,Adult Female,2021,19554320283.46342,2535688724.6056404,61016483.0390652,16957615075.818716,1603678737.2038689,2639476464.1825886,3947108364.0440407,2535688724.6056404,1046219295.1562996,4224744357.259159,10310381533.85556,17952815621.36108,-864627417.1822205,-885514373.4406204,-2004926408.3453407,-1091342897.68017,5910959581.339585,5224870496.556182,1066108.2832493314,7889151793.101738,559859927.2874678,72599327.63717236,1746963.4977021858,485513636.1525933,45914940.95362099,75570875.38163781,113009696.56093065,72599327.63717236,29954314.444173936,120958695.28451449,295196630.31867015,514007232.29845285,-24755155.68412545,-25353170.324500006,-57403066.786330424,-31246248.73090682,169236739.16738176,149593316.15132344,30523.75624865347,225874378.9208017
National,Sheep,Overall,Adult Male,2017,2614708645.2238407,1040355632.2279644,14009514.356746588,1560343498.6391296,1175212937.614893,1248650779.3629951,1353942248.7227936,1040355632.2279644,,,,,-386986464.8861408,746865378.762743,148022436.3495617,-86603974.55189514,3584783383.2549443,3336756595.56519,215238.48986794718,4897409164.980619,109557412.26598656,43591346.63490687,587004.6526338493,65379060.97844583,49241925.49781149,52319002.52473673,56730760.193345115,43591346.63490687,,,,,-16214898.647439208,31293979.295845088,6202203.489626806,-3628743.631221185,150203959.32866862,139811530.6802337,9018.584924574774,205203541.8565994
National,Sheep,Overall,Adult Male,2018,2745444077.485033,1092373413.8393612,14709990.074583918,1638360673.5710878,1233973584.495638,1311083318.3311443,1421639361.1589355,1092373413.8393612,,,,,-406335788.1304474,784208647.70088,155423558.16704178,-90934173.27948952,3764022552.4176917,3503594425.34345,226000.41436134456,5142279623.229651,100091340.65247,39824930.46605978,536285.7832815056,59730124.403128706,44987283.2649514,47798492.09642797,51829061.37103591,39824930.46605978,,,,,-14813885.346486794,28590090.59530535,5666315.49099589,-3315209.8741729837,137225910.59393838,127731417.30003345,8239.353570138064,187473372.96719715
National,Sheep,Overall,Adult Male,2019,2882716281.3592834,1146992084.5313282,15445489.578313114,1720278707.2496421,1295672263.720417,1376637484.2477016,1492721329.216879,1146992084.5313282,,,,,-426652577.53697014,823419080.0859222,163194736.07538986,-95480881.94346619,3952223680.038576,3678774146.610622,237300.4350794118,5399393604.391133,99165499.5780591,39456551.38180852,531325.1602890673,59177623.035961516,44571152.61467391,47356357.87193566,51349644.53484736,39456551.38180852,,,,,-14676857.473386258,28325633.350335736,5613902.289334785,-3284544.3095818227,135956576.16727272,126549906.57334934,8163.139864615685,185739251.43460584
National,Sheep,Overall,Adult Male,2020,3026852095.427248,1204341688.7578964,16217764.05722877,1806292642.6121228,1360455876.9064388,1445469358.4600887,1567357395.6777248,1204341688.7578964,,,,,-447985206.41381836,864590034.0902214,171354472.87916183,-100254926.04063797,4149834864.0405045,3862712853.9411535,249165.4568333824,5669363284.610689,86661830.71006098,34481518.177211635,464330.9547058945,51715981.578143455,38951224.96110321,41385246.74816227,44875024.28400364,34481518.177211635,,,,,-12826268.643088771,24754085.36846809,4906051.518836952,-2870399.7269999012,118813960.88216332,110593367.92026965,7133.858529629168,162319593.33163786
National,Sheep,Overall,Adult Male,2021,3178194700.1986084,1264558773.1957893,17028652.26009021,1896607274.742729,1428478670.7517605,1517742826.383091,1645725265.461609,1264558773.1957893,,,,,-470384466.7345104,907819535.7947311,179922196.52311897,-105267672.34267044,4357326607.242531,4055848496.6382113,261623.72967505152,5952831448.841225,90994922.24556397,36205594.08607216,487547.5024411893,54301780.657050624,40898786.20915836,43454509.08557032,47118775.49820376,36205594.08607216,,,,,-13467582.075243242,25991789.63689146,5151354.0947787715,-3013919.713349913,124754658.92627153,116123036.31628314,7490.5514561106265,170435572.9982198
National,Sheep,Overall,Juvenile Combined,2017,,1233869723.2559605,12296882.320567228,,590877752.1187668,1110182611.8335476,2270166332.8462467,1233869723.2559605,,,,,,,,,,2699422876.742621,190010.32783883586,,,51699669.9422698,515244.6366984695,,24758030.920930117,46517126.99131925,95120941.78994355,51699669.9422698,,,,,,,,,,113106974.85463387,7961.51412887247,
National,Sheep,Overall,Juvenile Combined,2018,,1295563209.4187603,12911726.436595589,,620421639.7247028,1165691742.4252262,2383674649.488558,1295563209.4187603,,,,,,,,,,2834394020.5797524,199510.84423077767,,,47232671.60827733,470726.03655458614,,22618866.72510006,42497915.08910845,86902222.23181194,47232671.60827733,,,,,,,,,,103334210.9510583,7273.616693754532,
National,Sheep,Overall,Juvenile Combined,2019,,1360341369.8896961,13557312.75842537,,651442721.7109375,1223976329.546486,2502858381.962984,1360341369.8896961,,,,,,,,,,2976113721.6087394,209486.38644231655,,,46795771.20166827,466371.838712936,,22409643.072642095,42104810.99928571,86098379.99855465,46795771.20166827,,,,,,,,,,102378373.45036471,7206.336017417299,
National,Sheep,Overall,Juvenile Combined,2020,,1428358438.384184,14235178.396346638,,684014857.7964859,1285175146.0238113,2628001301.0611362,1428358438.384184,,,,,,,,,,3124919407.6891766,219960.70576443238,,,40895343.83511552,407567.52606954763,,19584035.803757455,36795861.64971582,75242329.87876901,40895343.83511552,,,,,,,,,,89469596.84646162,6297.697028084253,
National,Sheep,Overall,Juvenile Combined,2021,,1499776360.3033905,14946937.31616397,,718215600.6863098,1349433903.3250008,2759401366.114191,1499776360.3033905,,,,,,,,,,3281165378.0736356,230958.74105265402,,,42940111.02687123,427945.902373025,,20563237.593945317,38635654.732201576,79004446.3727074,42940111.02687123,,,,,,,,,,93943076.6887847,6612.581879488466,
National,Sheep,Overall,Juvenile Female,2017,514350564.86937904,,7048015.5923784,,,,,,,,,,-1240396528.5797653,-263252525.870121,-2787018900.65308,-1326464860.23096,3287409891.396723,,137637.74506223347,,21551508.99415545,,295314.87239382206,,,,,,,,,,-51973145.88114586,-11030393.60025755,-116777285.77893107,-55579445.84538082,137743882.6375243,,5767.080476323189,
National,Sheep,Overall,Juvenile Female,2018,540068093.1128483,,7400416.371997321,,,,,,,,,,-1302416355.0087528,-276415152.1636276,-2926369845.685734,-1392788103.242508,3451780385.966559,,144519.63231534514,,19689397.400804523,,269798.8285881369,,,,,,,,,,-47482518.449236214,-10077336.261774506,-106687396.58611518,-50777223.85300103,125842419.92129111,,5268.788341992291,
National,Sheep,Overall,Juvenile Female,2019,567071497.7684898,,7770437.190597188,,,,,,,,,,-1367537172.7591934,-290235909.7718086,-3072688337.970022,-1462427508.4046345,3624369405.2648873,,151745.6139311124,,19507271.227598786,,267303.1997384631,,,,,,,,,,-47043306.968900435,-9984121.286622988,-105700542.24649411,-50307536.47364131,124678382.34814154,,5220.052251261617,
National,Sheep,Overall,Juvenile Female,2020,595425072.6569157,,8158959.050127046,,,,,,,,,,-1435914031.39715,-304747705.26039886,-3226322754.8685217,-1535548883.8248653,3805587875.5281315,,159332.89462766802,,17047620.835214883,,233599.23302516877,,,,,,,,,,-41111668.08947635,-8725234.405227326,-92372877.02984618,-43964314.48305369,108957822.12798461,,4561.861599259248,
National,Sheep,Overall,Juvenile Female,2021,625196326.2897606,,8566907.0026334,,,,,,,,,,-1507709732.9670105,-319985090.52342033,-3387638892.61195,-1612326328.0161095,3995867269.3045382,,167299.53935905144,,17900001.876975603,,245279.19467642726,,,,,,,,,,-43167251.49395025,-9161496.125488736,-96991520.88133855,-46162530.207206406,114405713.23438384,,4789.954679222211,
National,Sheep,Overall,Juvenile Male,2017,1379969224.2966347,,5248866.728188826,,,,,,,,,,-452435493.4716358,-1169091676.3634062,-890379638.7789516,-1240465843.7469225,3146649960.73388,,130995.327472416,,57821301.61874969,,219929.7643046474,,,,,,,,,,-18957240.980779972,-48985442.02928357,-37307288.26599145,-51976050.21634144,131845981.2471227,,5488.76033397778,
National,Sheep,Overall,Juvenile Male,2018,1448967685.511467,,5511310.064598268,,,,,,,,,,-475057268.1452179,-1227546260.1815758,-934898620.7178993,-1302489135.934269,3303982458.7705746,,137545.09384603682,,52825376.9196433,,200927.20796644926,,,,,,,,,,-17319281.512706026,-44752960.69663596,-34083832.58985166,-47485171.84162129,120454113.96378873,,5014.515850503489,
National,Sheep,Overall,Juvenile Male,2019,1521416069.7870388,,5786875.567828182,,,,,,,,,,-498810131.5524807,-1288923573.1906567,-981643551.7537956,-1367613592.7309837,3469181581.709103,,144422.34853833867,,52336744.20272066,,199068.63897447285,,,,,,,,,,-17159078.82085263,-44338997.5211571,-33768558.44146564,-47045935.817507334,119339918.01474395,,4968.131770597913,
National,Sheep,Overall,Juvenile Male,2020,1597486873.276392,,6076219.34621959,,,,,,,,,,-523750638.13010216,-1353369751.8501892,-1030725729.3414841,-1435994272.3675308,3642640660.7945585,,151643.4659652556,,45737661.63948688,,173968.2930443788,,,,,,,,,,-14995509.428586904,-38748342.04821071,-29510718.01613334,-41113965.46945129,104292478.89590189,,4341.705495164901,
National,Sheep,Overall,Juvenile Male,2021,1677361216.9402084,,6380030.31353057,,,,,,,,,,-549938170.0366096,-1421038239.4426994,-1082262015.8085594,-1507793985.9859104,3824772693.8342867,,159225.6392635184,,48024544.72146113,,182666.70769659776,,,,,,,,,,-15745284.900016317,-40685759.15062127,-30986253.916940037,-43169663.742923945,109507102.840697,,4558.7907699231455,
National,Sheep,Overall,Neonatal Combined,2017,,5378022133.707039,14938031.920875182,,2022676513.0977745,3283070225.9249916,4688560747.874165,5378022133.707039,,,,,,,,,,2846195443.8915887,303375.0432524468,,,225341431.12059897,625909.9363086724,,84751012.32826279,137562048.79532877,196452703.7179693,225341431.12059897,,,,,,,,,,119256808.28936444,12711.544265374338,
National,Sheep,Overall,Neonatal Combined,2018,,5646923240.392391,15684933.516918942,,2123810338.7526646,3447223737.221243,4922988785.267874,5646923240.392391,,,,,,,,,,2988505216.0861683,318543.79541506915,,,205871291.39786524,571829.5399378197,,77428284.13101761,125676297.03955357,179478632.1001734,205871291.39786524,,,,,,,,,,108952681.3086561,11613.230734179546,
National,Sheep,Overall,Neonatal Combined,2019,,5929269402.412008,16469180.192764888,,2230000855.6902943,3619584924.082304,5169138224.531265,5929269402.412008,,,,,,,,,,3137930476.890476,334470.98518582265,,,203966989.823167,566540.1385551953,,76712075.4629914,124513796.09670892,177818461.6149525,203966989.823167,,,,,,,,,,107944873.17195629,11505.808793877575,
National,Sheep,Overall,Neonatal Combined,2020,,6225732872.532612,17292639.202403136,,2341500898.4748135,3800564170.286421,5427595135.757832,6225732872.532612,,,,,,,,,,3294827000.735,351194.53444511374,,,178249016.21740007,495105.7150604815,,67039534.16740618,108813988.37612996,155397527.19612235,178249016.21740007,,,,,,,,,,94334222.73523097,10055.054006887352,
National,Sheep,Overall,Neonatal Combined,2021,,6537019516.159241,18157271.16252329,,2458575943.398552,3990592378.8007393,5698974892.545719,6537019516.159241,,,,,,,,,,3459568350.771751,368754.26116736943,,,187161467.02827,519861.0008135055,,70391510.87577643,114254687.79493639,163167403.55592835,187161467.02827,,,,,,,,,,99050933.87199253,10557.806707231719,
National,Sheep,Overall,Neonatal Female,2017,5129795944.994631,,7633850.933921507,,,,,,,,,,-2379980514.6609306,-2174858582.571541,-2771911394.238268,-1549572614.492076,3256740414.31737,,194321.90635921122,,214940647.48389983,,319861.62415167555,,,,,,,,,,-99722203.04775125,-91127506.22760549,-116144274.7887307,-64927756.31889095,136458818.4103866,,8142.171115774924,
National,Sheep,Overall,Neonatal Female,2018,5386285742.244364,,8015543.480617583,,,,,,,,,,-2498979540.393977,-2283601511.700117,-2910506963.950181,-1627051245.2166796,3419577435.0332384,,204038.0016771718,,196369165.01041418,,292224.67126998084,,,,,,,,,,-91105921.44723445,-83253830.84526439,-106109079.54351218,-59317813.748073325,124668388.893555,,7438.664403839193,
National,Sheep,Overall,Neonatal Female,2019,5655600029.356581,,8416320.654648462,,,,,,,,,,-2623928517.413678,-2397781587.285125,-3056032312.1476917,-1708403807.4775143,3590556306.7849,,214239.9017610304,,194552757.74152103,,289521.60423286963,,,,,,,,,,-90263195.15694763,-82483736.09284995,-105127574.61442536,-58769126.23870224,123515211.06252721,,7369.8570424936715,
National,Sheep,Overall,Neonatal Female,2020,5938380030.8244095,,8837136.687380886,,,,,,,,,,-2755124943.28436,-2517670666.6493797,-3208833927.7550755,-1793823997.851389,3770084122.124145,,224951.89684908188,,170021814.31355014,,253016.14331286668,,,,,,,,,,-78882008.07059038,-72083452.45097198,-91872154.25686607,-51358991.69315005,107941313.8315547,,6440.59986680337,
National,Sheep,Overall,Neonatal Female,2021,6235299032.365631,,9278993.52174993,,,,,,,,,,-2892881190.44858,-2643554199.9818497,-3369275624.14283,-1883515197.7439613,3958588328.2303524,,236199.491691536,,178522905.02922767,,265666.95047851006,,,,,,,,,,-82826108.47411995,-75687625.0735206,-96465761.96970938,-53926941.27780764,113338379.52313244,,6762.629860143539,
National,Sheep,Overall,Neonatal Male,2017,5583541509.529772,,7304180.986953674,,,,,,,,,,-2091453169.9272194,-786634814.3308659,-2373838584.026252,-1019182785.6923046,2929689508.61471,,232970.84276223477,,233952781.00341997,,306048.3121569968,,,,,,,,,,-87632783.7104409,-32960335.681701392,-99464853.5232137,-42704195.29550663,122755245.36660555,,9761.578106638894,
National,Sheep,Overall,Neonatal Male,2018,5862718585.00626,,7669390.036301358,,,,,,,,,,-2196025828.42358,-825966555.047409,-2492530513.227564,-1070141924.9769211,3076173984.045446,,244619.38490034651,,213738596.19059294,,279604.86866783875,,,,,,,,,,-80061062.28021155,-30112469.056200627,-90870807.65260862,-39014431.522304036,112148843.48524381,,8918.150030827475,
National,Sheep,Overall,Neonatal Male,2019,6155854514.256571,,8052859.538116425,,,,,,,,,,-2305827119.844762,-867264882.7997818,-2617157038.8889437,-1123649021.225769,3229982683.247718,,256850.35414536385,,211761522.34733945,,277018.5343223256,,,,,,,,,,-79320500.51496013,-29833929.868670415,-90030256.15593337,-38653549.52229617,111111470.97060408,,8835.657483995006,
National,Sheep,Overall,Neonatal Male,2020,6463647239.969402,,8455502.515022248,,,,,,,,,,-2421118475.836998,-910628126.9397678,-2748014890.8333893,-1179831472.287056,3391481817.410104,,269692.87185263203,,185060744.70107678,,242089.5717476148,,,,,,,,,,-69319065.77099214,-26072202.436285473,-78678440.09223539,-33779765.93973962,97101547.69724813,,7721.579141416204,
National,Sheep,Overall,Neonatal Male,2021,6786829601.967869,,8878277.64077336,,,,,,,,,,-2542174399.628849,-956159533.2867584,-2885415635.375061,-1238823045.9014091,3561055908.280609,,283177.51544526365,,194313781.93613052,,254194.05033499553,,,,,,,,,,-72785019.05954178,-27375812.55809981,-82612362.09684722,-35468754.23672661,101956625.08211054,,8107.658098487015,
National,Sheep,Overall,Overall,2017,38024824238.114395,12056024427.522436,91442840.19752482,25877356970.394432,4024346604.5186024,6315096136.009989,10137199710.988798,12056024427.522436,860727203.300108,3475707638.0801487,8482376403.95149,14769825841.176119,-634457585.2938709,-110524982.9074173,-504896376.83942604,1694061965.1353264,6608576834.633567,3644997642.0282083,971470.3712142197,7547138300.932433,1593256423.810899,505152587.80651116,3831494.1745394003,1084272341.8298483,168621846.58999482,264605233.2201455,424753010.2400233,505152587.80651116,36064838.51757287,145633638.8823874,355415204.8185214,618862029.5168785,-26584044.598732855,-4631044.128070498,-21155374.465924278,70981922.00399813,276902200.2072495,152726962.5645219,40705.02469088514,316228327.6853919
National,Sheep,Overall,Overall,2018,39926065450.02012,12658825648.898558,96014982.20740108,27171224818.914158,4225563934.7445335,6630850942.810488,10644059696.53824,12658825648.898558,903763563.4651127,3649493019.9841595,8906495224.149065,15508317133.234926,-666180464.5585651,-116051232.05278778,-530141195.6813984,1778765063.3920918,6939005676.365244,3827247524.1296186,1020043.8897749308,7924495215.979054,1455594543.2083063,461505969.35298073,3500442.194643179,990588131.6606823,154052440.08056554,241742589.46864837,388053143.660233,461505969.35298073,32948734.0288285,133050478.81604041,324706321.5785939,565390592.3121525,-24287107.634417135,-4230908.761097412,-19327490.021017876,64848882.321355835,252977063.5789914,139530919.18371752,37187.994936491195,288905301.9386269
National,Sheep,Overall,Overall,2019,41922368722.521126,13291766931.343485,100815731.31777112,28529786059.85987,4436842131.481758,6962393489.95101,11176262681.365152,13291766931.343485,948951741.6383667,3831967670.983364,9351819985.356516,16283732989.89667,-699489487.7864952,-121853793.65542984,-556648255.4654694,1867703316.561695,7285955960.183506,4018609900.3361,1071046.0842636772,8320719976.778007,1442130349.3329363,457237056.78045,3468063.2381692696,981425229.3143172,152627460.89944902,239506479.7582026,384463666.9171614,457237056.78045,32643959.498735514,131819766.97368792,321702800.51794446,560160750.948896,-24062452.817327127,-4191773.016810597,-19148711.47723903,64249032.639141895,250637035.41253385,138240263.51571995,36844.00740507494,286232938.9409268
National,Sheep,Overall,Overall,2020,44018487158.64719,13956355277.91066,105856517.88365969,29956275362.852867,4658684238.055847,7310513164.448563,11735075815.433407,13956355277.91066,996399328.7202873,4023566054.5325356,9819410984.624344,17097919639.391506,-734463962.1758175,-127946483.33819962,-584480668.2387409,1961088482.389782,7650253758.192683,4219540395.352905,1124598.3884768612,8736755975.616909,1260293718.3546848,399584538.7526403,3030778.955552291,857678400.6464922,133382832.07823464,209307370.92117062,335987065.6459251,399584538.7526403,28527918.51826095,115198757.41382341,281139647.92254305,489530697.427098,-21028444.584021527,-3663236.9634954305,-16734271.489753582,56147942.71747348,219034487.04450825,120809700.60240804,32198.38699955785,250142142.21364307
National,Sheep,Overall,Overall,2021,46219411516.579544,14654173041.80619,111149343.77784267,31454089130.99551,4891618449.958639,7676038822.67099,12321829606.205082,14654173041.80619,1046219295.1562996,4224744357.259159,10310381533.85556,17952815621.36108,-771187160.2846107,-134343807.5051117,-613704701.6506805,2059142906.5092697,8032766446.102318,4430517415.12055,1180828.3079007042,9173593774.397755,1323308404.272419,419563765.6902723,3182317.9033299056,900562320.6788169,140051973.68214637,219772739.46722913,352786418.9282215,419563765.6902723,29954314.444173936,120958695.28451449,295196630.31867015,514007232.29845285,-22079866.813222673,-3846398.8116702624,-17570985.064241335,58955339.853347115,229986211.39673367,126850185.63252844,33808.30634953574,262649249.32432526
National,Sheep,Pastoral,Adult Combined,2017,,,28200040.021225113,,,,,,,,,,,,,,,,356512.98781658104,,,,1181593.7565992908,,,,,,,,,,,,,,,,14938.046904669973,
National,Sheep,Pastoral,Adult Combined,2018,,,29610042.02228637,,,,,,,,,,,,,,,,374338.6372074101,,,,1079500.6997562032,,,,,,,,,,,,,,,,13647.357221142498,
National,Sheep,Pastoral,Adult Combined,2019,,,31090544.12340069,,,,,,,,,,,,,,,,393055.5690677807,,,,1069515.3595541995,,,,,,,,,,,,,,,,13521.119688603469,
National,Sheep,Pastoral,Adult Combined,2020,,,32645071.329570726,,,,,,,,,,,,,,,,412708.34752116964,,,,934661.3431674108,,,,,,,,,,,,,,,,11816.256565539305,
National,Sheep,Pastoral,Adult Combined,2021,,,34277324.89604926,,,,,,,,,,,,,,,,433343.76489722816,,,,981394.4103257813,,,,,,,,,,,,,,,,12407.06939381627,
National,Sheep,Pastoral,Adult Female,2017,1932210969.4398031,-217152449.39821577,20554827.767742533,2128808591.0702763,-1601664116.993318,-1426578891.4153993,-1020458006.0329919,-217152449.39821577,-18355781.44392872,-47586291.53368807,1120760844.276843,203424683.75074196,-731849999.0196016,-954614295.8914604,-846324221.2128563,-1136798010.945233,1103705141.5763214,943157912.897544,325680.46978993807,1451796126.9651558,80960467.29736339,-9098780.648752715,861256.0882912951,89197991.85782479,-67110412.58749968,-59774266.636645116,-42757627.57403213,-9098780.648752715,-769115.1053446283,-1993885.9992254993,46960359.461962774,8523581.387726681,-30664828.452650912,-39998747.91442847,-35461347.39848585,-47632323.61501537,46245718.212865904,39518720.5595512,13646.15119200092,60830879.60818201
National,Sheep,Pastoral,Adult Female,2018,2028821517.9117937,-228010071.8681264,21582569.156129662,2235249020.6237903,-1681747322.8429842,-1497907835.9861696,-1071480906.3346417,-228010071.8681264,-19273570.516125202,-49965606.11037254,1176798886.4906855,213595917.93827915,-768442498.9705818,-1002345010.6860337,-888640432.273499,-1193637911.492495,1158890398.6551375,990315808.5424212,341964.49327943503,1524385933.3134139,73965252.95768937,-8312620.155954067,786841.115897194,81491031.99774623,-61311882.31532071,-54609600.2126684,-39063247.10019251,-8312620.155954067,-702661.3756001396,-1821608.5853337504,42902851.015303075,7787119.744912697,-28015300.172042616,-36542742.479673184,-32397386.25662459,-43516755.55684287,42249956.80003993,36104190.851757064,12467.084967629544,55574918.822194844
National,Sheep,Pastoral,Adult Female,2019,2130262593.807383,-239410575.46153307,22661697.613936145,2347011471.65498,-1765834688.9851336,-1572803227.7854784,-1125054951.651374,-239410575.46153307,-20237249.041932106,-52463886.41589117,1235638830.8152194,224275713.83519268,-806864623.9191113,-1052462261.2203357,-933072453.8871746,-1253319807.06712,1216834918.5878944,1039831598.9695421,359062.7179434068,1600605229.9790845,73281077.1956203,-8235728.73731398,779562.8656571228,80737243.06727716,-60744749.74793845,-54104463.49849856,-38701913.55795541,-8235728.73731398,-696161.7847395353,-1804758.7755619218,42506001.28364432,7715089.184984139,-27756159.716513257,-36204723.50881366,-32097711.67234581,-43114227.23164527,41859146.31491136,35770228.46668933,12351.764908312138,55060852.94779228
National,Sheep,Pastoral,Adult Female,2020,2236775723.497752,-251381104.2346096,23794782.494632952,2464362045.237729,-1854126423.43439,-1651443389.174752,-1181307699.2339425,-251381104.2346096,-21249111.49402809,-55087080.736685276,1297420772.3559809,235489499.52695274,-847207855.1150665,-1105085374.281352,-979726076.5815327,-1315985797.4204757,1277676664.5172892,1091823178.9180193,377015.8538405771,1680635491.4780388,64041146.701214984,-7197294.751137452,681268.6405945887,70557172.81175786,-53085511.00513594,-47282491.151821665,-33822031.80729026,-7197294.751137452,-608383.5103197346,-1577198.7248158639,37146466.291990995,6742302.067825725,-24256416.03933484,-31639709.707261696,-28050546.48002432,-37678001.69859308,36581172.55543121,31259999.667528596,10794.344444481132,48118290.50643834
National,Sheep,Pastoral,Adult Female,2021,2348614509.67264,-263950159.44634008,24984521.6193646,2587580147.499615,-1946832744.6061099,-1734015558.6334898,-1240373084.1956398,-263950159.44634008,-22311567.068729877,-57841434.77351999,1362291810.9737797,247263974.5033002,-889568247.87082,-1160339642.99542,-1028712380.4106097,-1381785087.2914999,1341560497.7431538,1146414337.8639205,395866.646532606,1764667266.051941,67243204.03627574,-7557159.488694325,715332.0726243182,74085031.45234574,-55739786.55539275,-49646615.70941275,-35513133.39765478,-7557159.488694325,-638802.6858357323,-1656058.66105667,39003789.60659054,7079417.171217007,-25469236.841301586,-33221695.192624792,-29453073.804025546,-39561901.78352275,38410231.18320277,32822999.65090503,11334.061666705189,50524205.03176026
National,Sheep,Pastoral,Adult Male,2017,382424363.40292835,-454499699.4058151,7645212.253482579,829278850.5552609,-1504735856.5423412,-1403985695.2457376,-1222740845.7490609,-454499699.4058151,,,,,-1500819149.5248332,-778556421.9464519,-646504656.409138,-163084458.7753291,1051297884.8469609,902882361.8011177,145030.14196818153,1385793571.557106,16023744.641080389,-19043732.093641005,320337.66830799554,34747139.0664134,-63049076.95461753,-58827602.039162196,-51233365.2075881,-19043732.093641005,,,,,-62884965.25283155,-32621847.580351237,-27088822.038920645,-6833308.681202776,44049831.7068432,37831157.716260396,6076.825073274037,58065344.263868615
National,Sheep,Pastoral,Adult Male,2018,401545581.5730748,-477224684.3761058,8027472.866156708,870742793.0830239,-1579972649.3694584,-1474184980.0080247,-1283877888.036514,-477224684.3761058,,,,,-1575860107.001075,-817484243.0437746,-678829889.229595,-171238681.7140956,1103862779.089309,948026479.8911735,152281.64906659062,1455083250.1349614,14639247.589243207,-17398299.54774108,292659.5838590091,31744887.55312528,-57601457.617191665,-53744730.125373416,-46806656.92719323,-17398299.54774108,,,,,-57451525.63259315,-29803227.288269937,-24748270.869971223,-6242891.401388912,40243801.125471145,34562438.23158577,5551.770125948633,53048333.58702991
National,Sheep,Pastoral,Adult Male,2019,421622860.6517277,-501085918.5949116,8428846.509464543,914279932.7371747,-1658971281.8379319,-1547894229.0084262,-1348071782.4383402,-501085918.5949116,,,,,-1654653112.351129,-858358455.1959639,-712771383.6910753,-179800615.79980087,1159055918.0437744,995427803.8857322,159895.73151992017,1527837412.6417093,14503835.108720498,-17237365.942084525,289952.49389707664,31451248.556907948,-57068646.33641266,-53247593.42644592,-46373697.140097186,-17237365.942084525,,,,,-56920101.21693957,-29527548.575270303,-24519350.310583178,-6185144.894600087,39871547.50363434,34242736.99931139,5500.416464535133,52557638.52945793
National,Sheep,Pastoral,Adult Male,2020,442704003.6843147,-526140214.5246568,8850288.834937772,959993929.3740337,-1741919845.9298282,-1625288940.4588473,-1415475371.5602567,-526140214.5246568,,,,,-1737385767.9686852,-901276377.9557617,-748409952.8756285,-188790646.58979034,1217008713.9459631,1045199194.0800189,167890.51809591617,1604229283.2737951,12675062.478248017,-15063925.412733106,253392.7025728221,27485595.1884083,-49872923.433068566,-46533662.88553243,-40526488.62814712,-15063925.412733106,,,,,-49743108.204472356,-25804452.423485283,-21427732.374441467,-5405266.771747555,34844187.894079104,29925107.920699153,4806.874996975691,45930703.643308446
