region,species,production_system,group,year,ahle_total_mean,ahle_dueto_mortality_mean,ahle_dueto_healthcost_mean,ahle_dueto_productionloss_mean,ahle_dueto_ppr_total_mean,ahle_dueto_ppr_mortality_mean,ahle_dueto_ppr_healthcost_mean,ahle_dueto_ppr_productionloss_mean,ahle_dueto_bruc_total_mean,ahle_dueto_bruc_mortality_mean,ahle_dueto_bruc_healthcost_mean,ahle_dueto_bruc_productionloss_mean,ahle_when_af_repro_imp25_mean,ahle_when_af_repro_imp50_mean,ahle_when_af_repro_imp75_mean,ahle_when_af_repro_imp100_mean,ahle_when_af_ideal_mean,ahle_when_am_ideal_mean,ahle_when_jf_ideal_mean,ahle_when_jm_ideal_mean,ahle_when_nf_ideal_mean,ahle_when_nm_ideal_mean,ahle_when_af_mort_imp25_mean,ahle_when_am_mort_imp25_mean,ahle_when_j_mort_imp25_mean,ahle_when_n_mort_imp25_mean,ahle_when_af_mort_imp50_mean,ahle_when_am_mort_imp50_mean,ahle_when_j_mort_imp50_mean,ahle_when_n_mort_imp50_mean,ahle_when_af_mort_imp75_mean,ahle_when_am_mort_imp75_mean,ahle_when_j_mort_imp75_mean,ahle_when_n_mort_imp75_mean,ahle_when_af_mort_imp100_mean,ahle_when_am_mort_imp100_mean,ahle_when_j_mort_imp100_mean,ahle_when_n_mort_imp100_mean,ahle_when_all_growth_imp25_mean,ahle_when_af_growth_imp25_mean,ahle_when_am_growth_imp25_mean,ahle_when_jf_growth_imp25_mean,ahle_when_jm_growth_imp25_mean,ahle_when_nf_growth_imp25_mean,ahle_when_nm_growth_imp25_mean,ahle_when_all_growth_imp50_mean,ahle_when_af_growth_imp50_mean,ahle_when_am_growth_imp50_mean,ahle_when_jf_growth_imp50_mean,ahle_when_jm_growth_imp50_mean,ahle_when_nf_growth_imp50_mean,ahle_when_nm_growth_imp50_mean,ahle_when_all_growth_imp75_mean,ahle_when_af_growth_imp75_mean,ahle_when_am_growth_imp75_mean,ahle_when_jf_growth_imp75_mean,ahle_when_jm_growth_imp75_mean,ahle_when_nf_growth_imp75_mean,ahle_when_nm_growth_imp75_mean,ahle_when_all_growth_imp100_mean,ahle_when_af_growth_imp100_mean,ahle_when_am_growth_imp100_mean,ahle_when_jf_growth_imp100_mean,ahle_when_jm_growth_imp100_mean,ahle_when_nf_growth_imp100_mean,ahle_when_nm_growth_imp100_mean,ahle_when_a_ideal_mean,ahle_when_j_ideal_mean,ahle_when_n_ideal_mean,ahle_when_a_mort_imp100_mean,ahle_total_stdev,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_total_stdev,ahle_dueto_ppr_mortality_stdev,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_bruc_total_stdev,ahle_dueto_bruc_mortality_stdev,ahle_dueto_bruc_healthcost_stdev,ahle_dueto_bruc_productionloss_stdev,ahle_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_total_mean_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_bruc_total_mean_usd,ahle_dueto_bruc_mortality_mean_usd,ahle_dueto_bruc_healthcost_mean_usd,ahle_dueto_bruc_productionloss_mean_usd,ahle_when_af_repro_imp25_mean_usd,ahle_when_af_repro_imp50_mean_usd,ahle_when_af_repro_imp75_mean_usd,ahle_when_af_repro_imp100_mean_usd,ahle_when_af_ideal_mean_usd,ahle_when_am_ideal_mean_usd,ahle_when_jf_ideal_mean_usd,ahle_when_jm_ideal_mean_usd,ahle_when_nf_ideal_mean_usd,ahle_when_nm_ideal_mean_usd,ahle_when_af_mort_imp25_mean_usd,ahle_when_am_mort_imp25_mean_usd,ahle_when_j_mort_imp25_mean_usd,ahle_when_n_mort_imp25_mean_usd,ahle_when_af_mort_imp50_mean_usd,ahle_when_am_mort_imp50_mean_usd,ahle_when_j_mort_imp50_mean_usd,ahle_when_n_mort_imp50_mean_usd,ahle_when_af_mort_imp75_mean_usd,ahle_when_am_mort_imp75_mean_usd,ahle_when_j_mort_imp75_mean_usd,ahle_when_n_mort_imp75_mean_usd,ahle_when_af_mort_imp100_mean_usd,ahle_when_am_mort_imp100_mean_usd,ahle_when_j_mort_imp100_mean_usd,ahle_when_n_mort_imp100_mean_usd,ahle_when_all_growth_imp25_mean_usd,ahle_when_af_growth_imp25_mean_usd,ahle_when_am_growth_imp25_mean_usd,ahle_when_jf_growth_imp25_mean_usd,ahle_when_jm_growth_imp25_mean_usd,ahle_when_nf_growth_imp25_mean_usd,ahle_when_nm_growth_imp25_mean_usd,ahle_when_all_growth_imp50_mean_usd,ahle_when_af_growth_imp50_mean_usd,ahle_when_am_growth_imp50_mean_usd,ahle_when_jf_growth_imp50_mean_usd,ahle_when_jm_growth_imp50_mean_usd,ahle_when_nf_growth_imp50_mean_usd,ahle_when_nm_growth_imp50_mean_usd,ahle_when_all_growth_imp75_mean_usd,ahle_when_af_growth_imp75_mean_usd,ahle_when_am_growth_imp75_mean_usd,ahle_when_jf_growth_imp75_mean_usd,ahle_when_jm_growth_imp75_mean_usd,ahle_when_nf_growth_imp75_mean_usd,ahle_when_nm_growth_imp75_mean_usd,ahle_when_all_growth_imp100_mean_usd,ahle_when_af_growth_imp100_mean_usd,ahle_when_am_growth_imp100_mean_usd,ahle_when_jf_growth_imp100_mean_usd,ahle_when_jm_growth_imp100_mean_usd,ahle_when_nf_growth_imp100_mean_usd,ahle_when_nm_growth_imp100_mean_usd,ahle_when_a_ideal_mean_usd,ahle_when_j_ideal_mean_usd,ahle_when_n_ideal_mean_usd,ahle_when_a_mort_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_bruc_total_stdev_usd,ahle_dueto_bruc_mortality_stdev_usd,ahle_dueto_bruc_healthcost_stdev_usd,ahle_dueto_bruc_productionloss_stdev_usd
National,Cattle,Overall,Overall,2021,755386267451.148,101717960315.8876,2065511676.4281073,651602795458.8323,,,,,-199231433908.1266,25215374.708637185,0.0,-199256649282.83524,,,,,550909028492.8003,30492694871.04901,30711525424.88315,21994871393.388275,16981742175.446259,16275630022.810974,,,,,,,,,,,,,17071929331.617523,9400849891.8732,19545961310.699677,17891801597.447113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82767934729.24199,51142209898.70711,19452525.516057048,97293663879.3515,,,,,107002839707.23782,986491.9618383094,0.0,107002839711.7852,21627471302.431095,2912287875.0452733,59137684.16457773,18656045743.221245,,,,,-5704197051.303778,721941.6295867013,0.0,-5704918992.933365,,,,,15773081557.573828,873036632.6126652,879301972.2502421,629735368.9871407,486204419.3681345,465987715.7087645,,,,,,,,,,,,,488786568.68165517,269155821.3534758,559620601.4599336,512260339.2079844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369729514.8854914,1464253090.8846939,556945.440347895,2785615802.3088956,,,,,3063599306.4258127,28244.260604217005,0.0,3063599306.556009
National,Cattle,Pastoral,Overall,2017,196290252636.47858,53843829253.60276,310188244.92191434,142136235137.95392,,,,,,,,,,,,,170145489730.65826,41282967285.491394,38385488930.99451,35835029536.811844,33794238406.832283,35831099486.8324,,,,,,,,,,,,,37803259001.925026,41818221911.16649,34256285162.16152,33298678972.55109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76175468663.0244,72357472694.46188,3343633.071066542,105063342284.26721,,,,,,,,,8224645667.949106,2256079510.1556497,12997020.333813796,5955569137.459643,,,,,,,,,,,,,7129168902.879468,1729774013.1473129,1608368428.9361465,1501503087.8104596,1415993065.2753108,1501338417.032853,,,,,,,,,,,,,1583972745.5053449,1752201411.2436473,1435353022.2449841,1395228912.7021296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191784767.344605,3031809100.7930956,140099.65794933296,4402199046.423594,,,,,,,,
National,Cattle,Pastoral,Overall,2018,173616890181.80023,11737335241.635757,155586914.79556647,161723968025.36893,,,,,,,,,,,,,151229965223.71307,-472149641.2846031,5805129948.5625,3475181138.295723,3212698760.3915977,3320455599.0775223,,,,,,,,,,,,,4265874066.48843,-615654174.4784927,3622556271.237892,3538265779.369381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21594887933.18217,8870768425.255352,1137675.6015232299,23345871553.564026,,,,,,,,,6329594341.665761,427910963.3509592,5672271.024414907,5896011107.290388,,,,,,,,,,,,,5513428625.336979,-17213277.433809377,211639072.88386297,126695546.99538107,117126161.36573866,121054679.35559559,,,,,,,,,,,,,155522036.62460452,-22445058.053519193,132068439.03714153,128995439.51602075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787290224.629911,323403820.7453703,41476.523640713676,851126271.9425488,,,,,,,,
National,Cattle,Pastoral,Overall,2019,170427218572.06253,9681999710.67886,150809349.1248302,160594409512.25885,,,,,,,,,,,,,151060075968.43176,2669813052.4253235,5147603968.295879,3195581928.463417,4017728037.2325478,3631041177.364765,,,,,,,,,,,,,2944864742.806679,-29890858.97031021,2741277797.132477,3057801116.9156723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22005629068.441563,8807683634.698782,1126422.9928932127,23702805803.86233,,,,,,,,,5862699836.498853,333060989.8839467,5187844.722600992,5524451001.892305,,,,,,,,,,,,,5196469731.195891,91841624.10840559,177077682.7559879,109928084.29599212,138209927.4067561,124907891.4460828,,,,,,,,,,,,,101303407.93459451,-1028246.1655263706,94300012.80136488,105188421.53495204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756994094.1508462,302984498.8243374,38748.974204911035,815377008.8790696,,,,,,,,
National,Cattle,Pastoral,Overall,2020,201808042754.9171,20134061264.783356,155862426.338249,181518119063.7955,,,,,,,,,,,,,176418778105.35114,8412274446.340397,5998524791.348158,4010762830.391739,2697427508.956316,3196740443.9842396,,,,,,,,,,,,,7655879446.761494,5466170169.508966,3723820853.3161964,3079881062.0434475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23304087014.93798,9400907136.11893,1153198.8743475294,25128818673.220604,,,,,,,,,5777967963.342706,576458496.7566315,4462498.589141698,5197046967.996932,,,,,,,,,,,,,5051047689.227677,240851908.5080766,171743819.515747,114832188.18346395,77230072.28763762,91525905.60969022,,,,,,,,,,,,,219195556.1866425,156501969.3489537,106616749.74876209,88180103.55020578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667219533.7169316,269157460.3140118,33017.24777854794,719463442.9255368,,,,,,,,
National,Cattle,Pastoral,Overall,2021,197173233256.7784,24743042577.389282,180922188.78909302,172249268490.60004,,,,,-28271890777.81421,8035690.01303526,0.0,-28279926467.827244,,,,,165937032910.26114,9718195851.741821,8408111854.098862,4854827357.880779,4731920881.539925,5101309154.173626,,,,,,,,,,,,,8302782590.7591095,5752039722.067394,4031521474.241047,5214355243.203793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26559586004.57335,13139787561.990736,1282642.9089398186,29632172170.695618,,,,,33400203318.74766,454551.34873189294,0.0,33400203321.84071,5645268689.166779,708418283.9105228,5179984.882717215,4931670420.373538,,,,,-809452769.8071855,230069.91606898868,0.0,-809682839.7232544,,,,,4750944744.318284,278241756.5044546,240732729.29059982,138998607.5800806,135479671.10415816,146055630.199624,,,,,,,,,,,,,237717046.16483527,164686703.1872559,115426529.11005132,149292253.8340484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760427755.79781,376205380.825743,36723.361146033385,848398999.114533,,,,,956281534.2261901,13014.263925331601,0.0,956281534.3147471
National,Cattle,Periurban dairy,Overall,2017,30164877734.07332,5559784398.270538,943225343.9742208,23661867991.82856,,,,,,,,,,,,,27101181286.082962,677521763.3011398,2305984393.8876343,1758847716.4661636,1392158586.7866669,1819082749.0105743,,,,,,,,,,,,,5426343289.231171,883832900.854538,1386695552.7333298,1404133174.220047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14966722929.891855,5229643234.146016,16682725.771810986,15854092277.072788,,,,,,,,,1263921298.4213893,232957347.86511177,39521545.9505486,991442404.6057291,,,,,,,,,,,,,1135551104.892013,28388452.104118332,96621733.89052714,73696472.73624869,58332041.128491774,76220346.40201162,,,,,,,,,,,,,227366108.23580885,37032977.1426116,58103137.66152315,58833781.47135954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627112101.8764915,219124291.6697181,699013.356016279,664293257.6350437,,,,,,,,
National,Cattle,Periurban dairy,Overall,2018,28977353342.421997,5279105566.858864,956847893.1916572,22741399882.371475,,,,,,,,,,,,,26220333681.63896,734864663.480339,1541967622.3908997,535328152.63894653,1217865769.557312,1071436541.2404861,,,,,,,,,,,,,4670608002.288193,237564525.5125351,590000367.4337234,807525010.1485214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15222981389.908571,5339728419.020593,16315725.18477145,16132331765.41095,,,,,,,,,1056434610.4839433,192461670.57857394,34884042.7002165,829088897.2051529,,,,,,,,,,,,,955921255.8991435,26791144.634514716,56215898.85348817,19516592.206724472,44400036.63138098,39061629.67087074,,,,,,,,,,,,,170277522.84046602,8660949.25954549,21509790.80076098,29440141.046400744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554988035.8296449,194671813.0458,594826.4693692148,588140449.6607207,,,,,,,,
National,Cattle,Periurban dairy,Overall,2019,29842582619.27925,5773951029.347145,973814310.1830118,23094817279.749096,,,,,,,,,,,,,26658504465.73741,1582110733.3778687,2539929200.7118607,1481235518.9907227,1748720021.6410294,2050504390.993866,,,,,,,,,,,,,5283227831.020645,1202778132.490303,1380284154.396309,1325831874.8517456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15131236091.30652,5380477446.391416,16660764.662341889,16059393537.212507,,,,,,,,,1026585458.0544811,198624034.58396256,33499232.369835027,794462191.1006836,,,,,,,,,,,,,917053103.8532293,54424641.88298381,87373616.92865817,50954532.42600032,60156004.838054314,70537393.37262501,,,,,,,,,,,,,181743146.43299806,41375592.583021976,47481803.40031507,45608643.86008637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520514833.84984463,185088535.20898584,573130.64826295,552443469.1461918,,,,,,,,
National,Cattle,Periurban dairy,Overall,2020,34267717443.299866,6816769717.086884,1035306343.3123403,26415641382.900642,,,,,,,,,,,,,37372149963.295166,5921733406.296707,6410669112.212128,6014791784.828255,5156077839.352829,5642979255.9195175,,,,,,,,,,,,,3058012265.9909973,3733308422.261688,3333974599.4453278,3077027560.8105927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16360130469.281294,5808608682.82001,17385511.848323822,17360705805.29664,,,,,,,,,981119339.256078,195170997.65268424,29641865.617659748,756306475.985734,,,,,,,,,,,,,1070002375.8289852,169545204.6506951,183543927.4287783,172209559.95852038,147623712.93824977,161564191.95892528,,,,,,,,,,,,,87553977.84548654,106888388.4241524,95455058.0007747,88098404.92966658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468407048.7835449,166306329.6326952,497764.7526561847,497054530.6058057,,,,,,,,
National,Cattle,Periurban dairy,Overall,2021,32955941907.83059,6283760663.312798,1096318458.8574922,25575862785.6603,,,,,-11250940429.02826,1564979.39422436,0.0,-11252505408.422483,,,,,30681375420.249046,1541258827.8465042,2500985590.672035,2059168864.9039612,2281490443.4797897,2060392399.5549622,,,,,,,,,,,,,5408978065.2055435,1109524851.8949356,1575033847.4766464,1421105147.9814148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17580616587.11682,6101658864.246032,19244947.527139474,18609371049.201115,,,,,24547341204.99701,92397.13884674087,0.0,24547341205.170902,943561881.6068658,179910410.43903,31388704.069602776,732262767.0982331,,,,,-322125780.8607263,44806.93970210711,0.0,-322170587.8004284,,,,,878438747.185015,44127795.943847485,71605741.88430187,58956083.0683888,65321374.26806085,58991114.100447856,,,,,,,,,,,,,154864501.6746715,31766816.43242039,45094808.84739777,40687674.80962026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503350798.2609743,174696652.1233981,551002.2730018968,532805076.9057934,,,,,702815156.0835612,2645.4233482128584,0.0,702815156.0885397
National,Goat,Crop livestock mixed,Overall,2017,38673173955.03755,8350130762.959797,42836585.987518996,30280206606.090237,787161051.0530853,1833327467.5198078,9462304.4434545,-1055628720.910177,922264557.1585083,4312194.940312868,0.0,917952362.2181954,91404283610.542,109667343066.08284,129501337837.41417,148930127050.86176,158781626037.7646,76017297906.27567,75557521601.72948,76828233427.31744,76175416328.59966,76252751680.92706,78514143577.84206,77521185786.74724,77655912543.41739,77898059981.77985,80046476358.23436,77649816396.35257,78344938305.96495,78755459031.54355,81722554726.48643,78152955447.61615,79239052518.80107,80221385630.48653,79003715956.74823,73383844707.81381,75313057566.72966,76550646735.70065,73018233820.16507,72653580603.89012,73261538502.64944,72614750447.47353,72834277914.28064,72637451135.32353,72725609071.48766,73820125847.18733,72672589642.42697,73831239714.42424,72719250572.59856,73256158737.01183,72266255718.34607,72268618166.86333,74394060986.23053,72543588029.07082,74186005438.34555,72829155713.869,73675886126.1122,72258469375.93533,72356100856.46387,75590879272.62486,72849174897.15024,74777615389.6373,72826915703.5711,73902465077.49422,72328768715.42912,72292257727.21803,,,,,3954638961.610149,4385837862.275509,485693.85774684954,5905484172.085547,5453882156.376499,150939813.4256717,511386.8431259109,5455970460.370497,5168196095.532801,351995.30070017546,0.0,5168196107.519642,1620422554.6757033,349874055.81250423,1794871.302267116,1268753627.560932,32982385.225780044,76817206.20938623,396474.6094336159,-44231295.593039796,38643280.00425159,180682.81516188354,0.0,38462597.18908971,3829878637.028802,4595108651.341782,5426161528.308938,6240236118.827763,6653018146.346421,3185157344.8831396,3165892520.7738414,3219135890.585428,3191782574.5097904,3195022958.899518,3289776248.065343,3248170891.277155,3253816000.0929046,3263962081.48606,3353981647.9506345,3253560568.919556,3282686474.6932774,3299887468.944817,3424210049.5418086,3274642310.691088,3320150243.2119985,3361310421.3817687,3310289540.4537086,3074814527.8071027,3155649372.9892483,3207504889.300232,3059495275.002308,3044216149.0383015,3069689845.4198866,3042589148.8512416,3051787443.7467847,3043540317.396176,3047234172.6846013,3093094894.4313264,3045012635.895667,3093560570.2292657,3046967748.8574347,3069464430.935205,3027987070.4203305,3028086058.025177,3117143022.6068883,3039607413.037184,3108425406.02827,3051572821.355402,3087051188.332054,3027660819.3379793,3031751620.1933413,3167290221.47338,3052411633.7102613,3133214116.408191,3051478963.964394,3096544943.451845,3030606391.7760468,3029076565.730232,,,,,165701066.492311,183768485.1376457,20350.780690394546,247442316.4711902,228519998.56568944,6324442.838797336,21427.327783570512,228607499.39757946,216549630.24045706,14748.753879305606,0.0,216549630.74271083
National,Goat,Crop livestock mixed,Overall,2018,40606832652.78943,8767637301.107784,44978415.28689495,31794216936.39475,826519103.6057434,1924993840.8957987,9935419.665627226,-1108410156.9556825,968377785.0164337,4527804.687328512,0.0,963849980.3291053,95974497791.06912,115150710219.38696,135976404729.28491,156376633403.40485,166720707339.65283,79818162801.58945,79335397681.81595,80669645098.68335,79984187145.02965,80065389264.97343,82439850756.73416,81397245076.08461,81538708170.58827,81792962980.86885,84048800176.14609,81532307216.17023,82262185221.26321,82693231983.12074,85808682462.81075,82060603219.99698,83201005144.74115,84232454912.01086,82953901754.58565,77053036943.2045,79078710445.06615,80378179072.48569,76669145511.17334,76286259634.08466,76924615427.78192,76245487969.84723,76475991809.99467,76269323692.0897,76361889525.06204,77511132139.5467,76306219124.54831,77522801700.14546,76355213101.22849,76918966673.86243,75879568504.26338,75882049075.2065,78113764035.54207,76170767430.52437,77895305710.26285,76470613499.56245,77359680432.41783,75871392844.7321,75973905899.28708,79370423236.25612,76491633642.00775,78516496159.11919,76468261488.74966,77597588331.36894,75945207151.20059,75906870613.57895,,,,,4152370909.6906567,4605129755.389285,509978.55063419207,6200758380.689826,5726576264.195325,158486804.09695527,536956.1852822065,5728768983.389023,5426605900.309442,369595.06573518424,0.0,5426605912.895625,1480413443.2020118,319643943.58612317,1639789.3234863782,1159129710.2924023,30132613.45704012,70179981.39649174,362218.07700723986,-40409586.01645885,35304390.84709152,165071.30670911257,0.0,35139319.54038241,3498966244.16237,4198078211.6314483,4957325759.454004,5701061993.00355,6078178480.852673,2909950702.964829,2892350414.379587,2940993405.803652,2916003493.93302,2918963899.907285,3005530235.746005,2967519699.962778,2972677055.342127,2981946486.4833484,3064188106.7081685,2972443694.1476984,2999053038.931523,3014767818.420948,3128348574.9207144,2991703913.54827,3033279831.4357924,3070883653.297746,3024271121.4047756,2809141818.70881,2882992303.658861,2930367356.06692,2795146192.8601155,2781187226.779186,2804459923.4363184,2779700804.029721,2788104340.1188755,2780569788.910613,2783944484.609861,2825842709.732003,2781914894.9096823,2826268149.818266,2783701080.5581284,2804253985.403395,2766360386.651898,2766450821.446515,2847813011.325387,2776976698.6595063,2839848621.5812254,2787908261.711735,2820321197.0066295,2766062324.5897655,2769799668.631458,2893627349.7685695,2788674598.2965193,2862495516.972916,2787822513.8659086,2828994664.7174134,2768753391.202396,2767355746.4723535,,,,,151384023.6796883,167890366.03423864,18592.415433112426,226062597.47742653,208775221.58709788,5777993.013181711,19575.9457995462,208855162.09856978,197839127.08654946,13474.419650849375,0.0,197839127.5454071
National,Goat,Crop livestock mixed,Overall,2019,42637174285.42891,9206019166.163174,47227336.0512397,33383927783.214497,867845058.7860413,2021243532.9405885,10432190.648908587,-1163830664.8034558,1016796674.2672577,4754194.921694938,0.0,1012042479.3455627,100773222680.62259,120908245730.35634,142775224965.7491,164195465073.57507,175056742706.63547,83809070941.66891,83302167565.90675,84703127353.61752,83983396502.28116,84068658728.2221,86561843294.57088,85467107329.88882,85615643579.11768,85882611129.91231,88251240184.9534,85608922576.97874,86375294482.32637,86827893582.2768,90099116585.95128,86163633380.99681,87361055401.97821,88444077657.61142,87101596842.31493,80905688790.36473,83032645967.31944,84397088026.10999,80502602786.73201,80100572615.7889,80770846199.171,80057762368.33958,80299791400.49442,80082789876.69421,80179984001.31516,81386688746.52403,80121530080.77574,81398941785.15273,80172973756.2899,80764915007.55554,79673546929.47656,79676151528.96684,82019452237.31917,79979305802.0506,81790070995.77599,80294144174.54059,81227664454.03871,79664962486.96872,79772601194.25143,83338944398.06892,80316215324.10814,82442320967.07515,80291674563.18715,81477467747.93738,79742467508.76062,79702214144.2579,,,,,4359989455.175189,4835386243.15875,535477.4781659017,6510796299.724318,6012905077.405091,166411144.30180305,563803.9945463169,6015207432.558475,5697936195.324913,388074.81902194343,0.0,5697936208.540405,1466719675.4505599,316687249.32836276,1624621.3349354467,1148407804.7872615,29853887.93457258,69530819.2516478,358867.5736429996,-40035798.890718214,34977826.581489615,163544.40343294793,0.0,34814282.178056665,3466600940.173981,4159246148.6719475,4911470685.704181,5648327387.527415,6021955562.281598,2883033770.213673,2865596283.624963,2913789329.2380404,2889030573.0968156,2891963595.428998,2977729195.970756,2940070256.1903296,2945179906.229592,2954363595.4871407,3035844483.869087,2944948703.617291,2971311912.979175,2986881331.359121,3099411470.203606,2964030766.7247505,3005222108.961316,3042478096.908691,2996296729.1536713,2783157364.282965,2856324735.07063,2903261570.0551257,2769291197.4382997,2755461351.2599487,2778518776.3627486,2753988677.8640885,2762314481.5656967,2754849624.668056,2758193104.5611043,2799703772.7026906,2756182288.4880586,2800125277.4844203,2757951951.987544,2778314743.248757,2740771658.836989,2740861257.1132135,2821470849.846289,2751289770.364403,2813580130.4027724,2762120216.8763266,2794233333.758932,2740476353.8375363,2744179127.589726,2866861407.4104156,2762879464.876999,2836017542.877911,2762035262.194795,2802826572.2249894,2743142528.1868825,2741757811.617159,,,,,149983727.24826285,166337386.56709293,18420.4363011688,223971527.0934328,206844058.7691704,5724546.798710104,19394.869049314733,206923259.83396745,196009122.72465065,13349.781784223926,0.0,196009123.17926386
National,Goat,Crop livestock mixed,Overall,2020,44769032999.70033,9666320124.471333,49588702.85380168,35053124172.375206,911237311.7253265,2122305709.587618,10953800.181354018,-1222022198.0436456,1067636507.9806213,4991904.667779685,0.0,1062644603.3128417,105811883814.65372,126953658016.87415,149913986214.03662,172405238327.25385,183809579841.96725,87999524488.75235,87467275944.20207,88938283721.29837,88182566327.39517,88272091664.6332,90889935459.29941,89740462696.38324,89896425758.07355,90176741686.4079,92663802194.20107,89889368705.82767,90694059206.44269,91169288261.39062,94604072415.24887,90471815050.04666,91729108172.0771,92866281540.49197,91456676684.43066,84950973229.88298,87184278265.68541,88616942427.41547,84527732926.0686,84105601246.57832,84809388509.12956,84060650486.75656,84314780970.51912,84086929370.5289,84188983201.38089,85456023183.85023,84127606584.81453,85468888874.41037,84181622444.1044,84803160757.93332,83657224275.95036,83659959105.41518,86120424849.18512,83978271092.15314,85879574545.56477,84308851383.26761,85289047676.74063,83648210611.31714,83761231253.96399,87505891617.97237,84332026090.31355,86564437015.4289,84306258291.3465,85551341135.33423,83729590884.19865,83687324851.47078,,,,,4577988927.9339485,5077155555.316687,562251.3520741968,6836336114.710532,6313550331.275346,174731701.5168932,591994.1942736327,6315967804.186398,5982833005.091158,407478.55997304065,0.0,5982833018.967425,1281782603.363553,276756502.0708244,1419774.6161234493,1003606326.6766055,26089644.01158973,60763754.66020807,313618.35564494086,-34987729.00426329,30567510.865256656,142923.26932440436,0.0,30424587.595932253,3029501037.104297,3634811372.416384,4292188744.200079,4936135994.228432,5262653803.010994,2519515210.3174253,2504276397.250485,2546392834.7019515,2524755882.9149685,2527319083.6844096,2602270593.9023952,2569360028.4551578,2573825408.336007,2581851136.3071046,2653058189.013004,2573623357.8070207,2596662459.071217,2610268746.5969996,2708610083.8948984,2590299384.5467005,2626296955.706168,2658855377.0741763,2618496967.2302947,2432232110.655501,2496173888.064786,2537192509.1053677,2420114313.5506315,2408028257.4791746,2428178397.1887608,2406741271.8534656,2414017284.1156335,2407493662.821022,2410415567.008534,2446692200.6205697,2408658292.5244365,2447060558.3275666,2410204821.09797,2428000090.3858986,2395190772.2311993,2395269073.159236,2465714690.9271555,2404382666.6345634,2458818903.627094,2413847514.0474668,2441911523.311718,2394932701.9146147,2398168596.9934,2505382002.968086,2414511029.302079,2478427207.419903,2413773271.2083726,2449421249.7827716,2397262701.2701335,2396052582.0910096,,,,,131072443.89790542,145364088.2843976,16097.8237303264,195731203.36641172,180763318.70163703,5002744.983613245,16949.39132407093,180832533.39120847,171294547.83636862,11666.52246923832,0.0,171294548.23366016
