species,production_system,item,group,age_group,sex,year,mean_current,stdev_current,mean_ideal,stdev_ideal,mean_all_mort_25_imp,mean_all_mort_50_imp,mean_all_mort_75_imp,mean_mortality_zero,stdev_mortality_zero,mean_current_repro_25_imp,mean_current_repro_50_imp,mean_current_repro_75_imp,mean_current_repro_100_imp,mean_current_growth_25_imp_all,mean_current_growth_50_imp_all,mean_current_growth_75_imp_all,mean_current_growth_100_imp_all,mean_current_usd,stdev_current_usd,mean_ideal_usd,stdev_ideal_usd,mean_all_mort_25_imp_usd,mean_all_mort_50_imp_usd,mean_all_mort_75_imp_usd,mean_mortality_zero_usd,stdev_mortality_zero_usd,mean_current_repro_25_imp_usd,mean_current_repro_50_imp_usd,mean_current_repro_75_imp_usd,mean_current_repro_100_imp_usd,mean_current_growth_25_imp_all_usd,mean_current_growth_50_imp_all_usd,mean_current_growth_75_imp_all_usd,mean_current_growth_100_imp_all_usd
Poultry indigenous,Overall,Labour Cost,Juvenile Combined,Juvenile,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Juvenile Female,Juvenile,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Juvenile Male,Juvenile,Male,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Neonatal Combined,Neonatal,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Neonatal Female,Neonatal,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Neonatal Male,Neonatal,Male,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Overall,Overall,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Overall Female,Overall,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Labour Cost,Overall Male,Overall,Male,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Meat (kg),Overall,Overall,Overall,,535345748.303106,,962147308.385049,,,,,1015215680.77247,,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Adult Combined,Adult,Overall,,89920862.47404319,3362447.419862554,190877471.4622615,28345621.91269669,,,,224445580.541426,10053881.192357894,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Adult Female,Adult,Female,,46130450.2209787,2143877.7072972,93496464.0041751,17925244.1352655,,,,108373584.409739,6375598.87632816,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Adult Male,Adult,Male,,43790412.2530645,2590336.08388843,97381007.4580864,21958139.8189528,,,,116071996.131687,7773819.26714346,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Juvenile Combined,Juvenile,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Juvenile Female,Juvenile,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Juvenile Male,Juvenile,Male,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Neonatal Combined,Neonatal,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Neonatal Female,Neonatal,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Neonatal Male,Neonatal,Male,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Overall,Overall,Overall,,89920862.47404319,3362447.419862554,190877471.4622615,28345621.91269669,,,,224445580.541426,10053881.192357894,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Overall Female,Overall,Female,,46130450.2209787,2143877.7072972,93496464.0041751,17925244.1352655,,,,108373584.40973902,6375598.87632816,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Num Offtake,Overall Male,Overall,Male,,43790412.2530645,2590336.08388843,97381007.4580864,21958139.8189528,,,,116071996.13168699,7773819.26714346,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Adult Combined,Adult,Overall,,131990258.2913959,8170105.938757387,300702823.289502,58192453.68590833,,,,333717990.864878,27458987.360732723,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Adult Female,Adult,Female,,66872595.4991545,4038448.58072343,135898171.672578,36892527.9274387,,,,159954886.781501,12921952.7256296,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Adult Male,Adult,Male,,65117662.7922414,7102222.47689916,164804651.616924,45003367.0863608,,,,173763104.083377,24228477.5550069,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Juvenile Combined,Juvenile,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Juvenile Female,Juvenile,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Juvenile Male,Juvenile,Male,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Overall,Overall,Overall,,131990258.2913959,8170105.938757387,300702823.289502,58192453.68590833,,,,333717990.864878,27458987.360732723,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Overall Female,Overall,Female,,66872595.4991545,4038448.58072343,135898171.672578,36892527.9274387,,,,159954886.781501,12921952.7256296,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Offtake Liveweight (kg),Overall Male,Overall,Male,,65117662.7922414,7102222.47689916,164804651.616924,45003367.0863608,,,,173763104.083377,24228477.5550069,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Adult Combined,Adult,Overall,,30891765.0659293,2378658.4807360205,122248835.4947131,29826619.570615314,,,,150953060.4210809,12521572.41716753,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Adult Female,Adult,Female,,17800162.9151438,1638789.13602014,65880447.7982681,22939454.9199451,,,,85796541.2310867,7257552.36948435,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Adult Male,Adult,Male,,13091602.1507855,1724061.00113649,56368387.696445,19063279.9640046,,,,65156519.1899942,10203808.5733986,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Juvenile Combined,Juvenile,Overall,,31752908.014235,2424474.5815460254,213181076.01024938,71958425.77959408,,,,150131665.45396692,9202926.651250249,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Juvenile Female,Juvenile,Female,,15887549.6447096,1714157.90544215,81442856.4186554,31566529.4820231,,,,76458287.3226079,6775459.03245505,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Juvenile Male,Juvenile,Male,,15865358.3695254,1714566.90501507,131738219.591594,64665054.3735789,,,,73673378.131359,6227922.11317831,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Neonatal Combined,Neonatal,Overall,,3692768.09225453,860937.035240156,37335153.575632006,15902315.014101202,,,,21326737.661199898,3261948.944256781,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Neonatal Female,Neonatal,Female,,1840488.82820116,611603.438341316,18128177.4340756,11080377.7038816,,,,10752120.8280262,2730220.7114869,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Neonatal Male,Neonatal,Male,,1852279.26405337,605932.185031617,19206976.1415564,11406526.7608958,,,,10574616.8331737,1784994.6166602,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Overall,Overall,Overall,,66337441.17241883,3503898.6491033495,372765065.0805945,79501735.19172566,,,,322411463.5362477,15878411.307860767,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Overall Female,Overall,Female,,35528201.388054565,2449086.7528363257,165451481.6509991,40564012.937877625,,,,173006949.3817208,10297233.445431676,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Population Liveweight (kg),Overall Male,Overall,Male,,30809239.78436427,2505849.1216092603,207313583.4295954,68374606.05276616,,,,149404514.1545269,12086808.058039313,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Adult Combined,Adult,Overall,,106251864.70050049,44327327.37808183,253652320.66764602,115769918.15303878,,,,252236139.673477,116156566.27852315,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Adult Female,Adult,Female,,64285585.0344658,37006018.5148663,149852877.096727,94409759.8566377,,,,118938218.537081,89108847.8532173,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Adult Male,Adult,Male,,41966279.6660347,24402183.225298,103799443.570919,67003516.2732024,,,,133297921.136396,74511483.1679595,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Juvenile Combined,Juvenile,Overall,,173598632.5035832,71001221.65631154,389910872.537045,177299699.4530947,,,,499212922.015812,212276267.82158586,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Juvenile Female,Juvenile,Female,,86628667.4484083,50815381.4169035,195466968.909715,125571151.619825,,,,282547531.76289,124230910.153367,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Juvenile Male,Juvenile,Male,,86969965.0551749,49588007.5032593,194443903.62733,125168164.111441,,,,216665390.252922,172127553.990428,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Neonatal Combined,Neonatal,Overall,,109098956.2903522,43695653.23245521,270969610.005479,122482417.99161237,,,,353784774.753176,141174973.10681233,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Neonatal Female,Neonatal,Female,,54494497.3633651,30869265.1742104,136120358.76088,86132380.3504009,,,,160789336.119241,81713576.0311875,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Neonatal Male,Neonatal,Male,,54604458.9269871,30925694.47911,134849251.244599,87081317.010286,,,,192995438.633935,115122823.644595,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Overall,Overall,Overall,,388949453.4944359,94421372.26594041,914532803.21017,244621749.01752105,,,,1105233836.4424648,280149843.4794989,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Overall Female,Overall,Female,,205408749.8462392,70032563.33494961,481440204.76732194,179165018.40522107,,,,562275086.419212,173351706.97476974,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Expenditure,Overall Male,Overall,Male,,183540703.6481967,63331158.31342081,433092598.4428481,166552382.96778542,,,,542958750.0232531,220075260.96888158,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Adult Combined,Adult,Overall,,30375307.9447696,1262472.4769896963,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Adult Female,Adult,Female,,17456023.0402291,811255.439189152,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Adult Male,Adult,Male,,12919284.9045405,967316.580826833,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Juvenile Combined,Juvenile,Overall,,17199441.3078741,1404759.6855492222,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Juvenile Female,Juvenile,Female,,8736166.45417962,988344.444628631,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Juvenile Male,Juvenile,Male,,8463274.85369448,998261.004405197,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Neonatal Combined,Neonatal,Overall,,103332791.3929192,5065848.549424614,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Neonatal Female,Neonatal,Female,,51666395.6964596,3582095.86176218,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Neonatal Male,Neonatal,Male,,51666395.6964596,3582095.86176218,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Overall,Overall,Overall,,150907540.64556292,5406478.341305763,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Overall Female,Overall,Female,,77858585.19086832,3803468.2714196523,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Mortality,Overall Male,Overall,Male,,73048955.45469457,3842347.8711996293,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Adult Combined,Adult,Overall,,91173758.7495357,4482244.809335566,249595337.47491902,43231616.55465725,,,,306771310.936811,14434129.731754292,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Adult Female,Adult,Female,,43026776.4757624,3074611.85183805,123337124.900739,30082263.8106071,,,,151517170.586036,10032992.059872,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Adult Male,Adult,Male,,48146982.2737733,3261484.39998609,126258212.57418,31048833.6972253,,,,155254140.350775,10377050.2282517,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Juvenile Combined,Juvenile,Overall,,38743918.242846906,2962678.6485426202,152111321.8189574,35860106.13800335,,,,207552043.88394898,10567317.398465492,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Juvenile Female,Juvenile,Female,,18262317.9465283,2097752.51016332,74952466.31762,25356924.2242515,,,,102672827.350116,7472221.79140554,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Juvenile Male,Juvenile,Male,,20481600.2963186,2092104.00808225,77158855.5013374,25356924.2242515,,,,104879216.533833,7472221.79140553,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Neonatal Combined,Neonatal,Overall,,25967831.998809,3316372.621844138,146483914.9890922,45963073.043113984,,,,216946971.360896,15931497.902591346,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Neonatal Female,Neonatal,Female,,12983915.9994045,2345029.5698474,73241957.4945461,32500800.6329585,,,,108473485.680448,11265270.2013816,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Neonatal Male,Neonatal,Male,,12983915.9994045,2345029.5698474,73241957.4945461,32500800.6329585,,,,108473485.680448,11265270.2013816,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Overall,Overall,Overall,,155885508.9911916,6313977.405111877,548190574.2829686,72577709.84072459,,,,731270326.181656,23954643.047503278,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Overall Female,Overall,Female,,74273010.4216952,4399200.758867251,271531548.7129051,51031541.65679017,,,,362663483.61660004,16834528.234659463,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Number Increase,Overall Male,Overall,Male,,81612498.5694964,4529165.856473477,276659025.5700635,51607225.481086485,,,,368606842.56505597,17041818.64267281,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Adult Combined,Adult,Overall,,7464445684.07403,2511815408.324741,21181454355.4205,7334172513.781226,,,,25373955064.014297,6574597801.374381,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Adult Female,Adult,Female,,3815507233.74005,1600940696.36445,10108955941.49,4320515121.01205,,,,12490284597.0504,4510633578.08213,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Adult Male,Adult,Male,,3648938450.33398,1935511697.77444,11072498413.9305,5926485936.11849,,,,12883670466.9639,4783254224.28234,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Juvenile Combined,Juvenile,Overall,,1678446746.6106238,696974423.4726328,12522219701.89255,6192694357.714683,,,,8855822349.6664,4479889146.858092,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Juvenile Female,Juvenile,Female,,793442356.070758,466610493.474427,5047587773.93866,3490480759.28355,,,,4141744588.93878,3429197074.59637,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Juvenile Male,Juvenile,Male,,885004390.539866,517733516.738641,7474631927.95389,5115271984.6693,,,,4714077760.72762,2882709522.60484,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Neonatal Combined,Neonatal,Overall,,433261551.018721,181130635.93414283,3936134222.8212,2144062769.1425781,,,,3084145291.4742804,1454084766.7721539,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Neonatal Female,Neonatal,Female,,215632706.496109,128552610.513923,1762774886.72818,1366021901.60009,,,,1668739875.07251,1140856428.12552,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Neonatal Male,Neonatal,Male,,217628844.522612,127603031.327483,2173359336.09302,1652570519.63667,,,,1415405416.40177,901559271.131693,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Overall,Overall,Overall,,9576153981.703375,2613005606.5279503,37639808280.13425,9835474316.371256,,,,37313922705.154976,8087589599.314038,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Overall Female,Overall,Female,,4824582296.306917,1672501790.6018167,16919318602.156841,5719818412.980744,,,,18300769061.06169,5779858237.16617,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Total Production Value,Overall Male,Overall,Male,,4751571685.396458,2007619500.8467662,20720489677.97741,8001264421.985132,,,,19013153644.093292,5657061453.192371,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Eggs consumed,Overall,Overall,Overall,,575855996.895211,,1192666913.24795,,,,,1649130588.71886,,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Eggs sold,Overall,Overall,Overall,,661406034.80324,,1371754065.47263,,,,,1837423645.70431,,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Adult Combined,Adult,Overall,,144969811.896917,236827443.2221944,4327318092.53596,2221473996.1430173,,,,5607142357.14274,1994590373.370104,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Adult Female,Adult,Female,,-183247160.156088,125770610.493227,1829958534.77922,1380284033.54628,,,,2587015079.10259,1236856289.13475,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Adult Male,Adult,Male,,328216972.053005,200671351.715492,2497359557.75674,1740621355.22831,,,,3020127278.04015,1564793046.24238,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Juvenile Combined,Juvenile,Overall,,1678446746.6106238,696974423.4726328,12522219701.89255,6192694357.714683,,,,8855822349.6664,4479889146.858092,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Juvenile Female,Juvenile,Female,,793442356.070758,466610493.474427,5047587773.93866,3490480759.28355,,,,4141744588.93878,3429197074.59637,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Juvenile Male,Juvenile,Male,,885004390.539866,517733516.738641,7474631927.95389,5115271984.6693,,,,4714077760.72762,2882709522.60484,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Neonatal Combined,Neonatal,Overall,,433261551.018721,181130635.93414283,3936134222.8212,2144062769.1425781,,,,3084145291.4742804,1454084766.7721539,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Neonatal Female,Neonatal,Female,,215632706.496109,128552610.513923,1762774886.72818,1366021901.60009,,,,1668739875.07251,1140856428.12552,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Neonatal Male,Neonatal,Male,,217628844.522612,127603031.327483,2173359336.09302,1652570519.63667,,,,1415405416.40177,901559271.131693,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Overall,Overall,Overall,,2256678109.5262623,758069186.8900079,20785672017.24971,6919639823.114656,,,,17547109998.28342,5114895896.754541,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Overall Female,Overall,Female,,825827902.410779,500069367.9423203,8640321195.44606,3994327950.9627876,,,,8397499543.11388,3819785261.7637825,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase,Overall Male,Overall,Male,,1430850207.115483,569736359.518897,12145350821.80365,5650376934.487792,,,,9149610455.16954,3401676143.99852,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Adult Combined,Adult,Overall,,6227183652.37557,2504277497.190069,18617033376.69993,7156835221.027182,,,,21887400829.59111,6423248408.640011,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Adult Female,Adult,Female,,2578245202.04159,1589087867.52365,7544534962.76943,4012113511.59522,,,,9003730362.62721,4287026842.11116,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Adult Male,Adult,Male,,3648938450.33398,1935511697.77444,11072498413.9305,5926485936.11849,,,,12883670466.9639,4783254224.28234,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Juvenile Combined,Juvenile,Overall,,1678446746.6106238,696974423.4726328,12522219701.89255,6192694357.714683,,,,8855822349.6664,4479889146.858092,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Juvenile Female,Juvenile,Female,,793442356.070758,466610493.474427,5047587773.93866,3490480759.28355,,,,4141744588.93878,3429197074.59637,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Juvenile Male,Juvenile,Male,,885004390.539866,517733516.738641,7474631927.95389,5115271984.6693,,,,4714077760.72762,2882709522.60484,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Neonatal Combined,Neonatal,Overall,,433261551.018721,181130635.93414283,3936134222.8212,2144062769.1425781,,,,3084145291.4742804,1454084766.7721539,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Neonatal Female,Neonatal,Female,,215632706.496109,128552610.513923,1762774886.72818,1366021901.60009,,,,1668739875.07251,1140856428.12552,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Neonatal Male,Neonatal,Male,,217628844.522612,127603031.327483,2173359336.09302,1652570519.63667,,,,1415405416.40177,901559271.131693,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Overall,Overall,Overall,,8338891950.004915,2605760433.5743284,35075387301.41368,9703955840.121584,,,,33827368470.73179,7965041707.121952,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Overall Female,Overall,Female,,3587320264.608457,1661159648.2581842,14354897623.436272,5490585269.03141,,,,14814214826.6385,5607097744.02027,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Herd Increase plus Offtake,Overall Male,Overall,Male,,4751571685.396458,2007619500.8467662,20720489677.97741,8001264421.985132,,,,19013153644.093292,5657061453.192371,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Adult Combined,Adult,Overall,,6082213840.478661,2486141833.8144383,14289715284.16394,6469132863.012103,,,,16280258472.44841,6092165594.271316,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Adult Female,Adult,Female,,2761492362.19768,1579936500.46801,5714576427.99021,3545838282.58277,,,,6416715283.52462,3801212393.1274,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Adult Male,Adult,Male,,3320721478.28098,1919557728.31429,8575138856.17373,5410795770.77842,,,,9863543188.92379,4760805180.88672,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Juvenile Combined,Juvenile,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Juvenile Female,Juvenile,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Juvenile Male,Juvenile,Male,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Neonatal Combined,Neonatal,Overall,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Poultry indigenous,Overall,Value of Offtake,Neonatal Female,Neonatal,Female,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
