species,production_system,item,group,age_group,sex,year,mean_current,stdev_current,mean_ideal,stdev_ideal,mean_all_mort_25_imp,mean_all_mort_50_imp,mean_all_mort_75_imp,mean_mortality_zero,stdev_mortality_zero,mean_current_repro_25_imp,mean_current_repro_50_imp,mean_current_repro_75_imp,mean_current_repro_100_imp,mean_current_growth_25_imp_all,mean_current_growth_50_imp_all,mean_current_growth_75_imp_all,mean_current_growth_100_imp_all,mean_current_usd,stdev_current_usd,mean_ideal_usd,stdev_ideal_usd,mean_all_mort_25_imp_usd,mean_all_mort_50_imp_usd,mean_all_mort_75_imp_usd,mean_mortality_zero_usd,stdev_mortality_zero_usd,mean_current_repro_25_imp_usd,mean_current_repro_50_imp_usd,mean_current_repro_75_imp_usd,mean_current_repro_100_imp_usd,mean_current_growth_25_imp_all_usd,mean_current_growth_50_imp_all_usd,mean_current_growth_75_imp_all_usd,mean_current_growth_100_imp_all_usd
Cattle,Crop livestock mixed,Cml Dry Matter,Juvenile Female,Juvenile,Female,2020.0,9589851600.64477,619040204.722427,12119047167.495,809286786.587491,,,,10021006386.7217,760863313.942275,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Cml Dry Matter,Juvenile Male,Juvenile,Male,2020.0,8501320533.94436,338662321.169301,10387349716.6871,564256487.063023,,,,8944681532.92493,670285395.902286,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Cml Dry Matter,Adult Female,Adult,Female,2020.0,44027877481.6851,1559823980.08794,45478312629.4759,1772429744.54457,,,,44780943231.5459,1328582120.19205,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Cml Dry Matter,Adult Male,Adult,Male,2020.0,6916785647.10307,288112224.280248,8114843045.77793,379033704.591086,,,,6880395200.05857,316872686.162262,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Cml Dry Matter,Oxen,Oxen,Male,2020.0,34594532262.2023,1777880061.43971,39852950714.971,2200390766.41997,,,,34102372998.8187,1063602272.30157,,,,,,,,,,,,,,,,,,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Neonatal Female,Neonatal,Female,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Neonatal Male,Neonatal,Male,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Juvenile Female,Juvenile,Female,2020.0,1550011041.4313,447737106.318392,2307038214.51452,1015778909.92622,,,,1690085697.77732,684189878.387584,,,,,,,,,44378380.653014384,12819165.28693157,66052832.739974946,29082775.489382084,,,,48388859.45155485,19589046.819941375,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Juvenile Male,Juvenile,Male,2020.0,4386559940.14159,896180622.12085,5335338906.6587,1519667710.62933,,,,5282973436.41496,950838007.101903,,,,,,,,,125591638.75446215,25658555.79042149,152756138.2362138,43509620.46446328,,,,151256861.96692678,27223451.892030988,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Adult Female,Adult,Female,2020.0,6829356693.7979,1244329492.82509,7170969274.81752,1268826873.24124,,,,6318213649.93029,1300485793.57466,,,,,,,,,195531375.50085512,35626409.370201714,205312088.50942072,36327794.09847159,,,,180896834.22174862,37234220.94322658,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Adult Male,Adult,Male,2020.0,12309286743.6609,1166448506.22774,14384867465.9211,3876650848.6819,,,,12292992095.0152,3098180731.92738,,,,,,,,,352427304.1131747,33396598.113078035,411853275.2233323,110992426.77831067,,,,351960771.8750957,88704041.57014643,,,,,,,,
Cattle,Crop livestock mixed,Value of Offtake,Oxen,Oxen,Male,2020.0,63350433884.8914,12730571039.65,80596351984.9421,15537328302.6279,,,,66431597417.1614,17744907349.5408,,,,,,,,,1813786866.241455,364489098.7396681,2307554908.9826407,444849392.239272,,,,1902003688.2087357,508054608.6195719,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Neonatal Female,Neonatal,Female,2020.0,-3057670886.47527,639763744.913537,15916641871.0635,2943698225.73791,,,,-486045103.806831,99503390.2340556,,,,,,,,,-87544203.80537254,18317081.776110254,455709522.5718561,84281051.48771623,,,,-13915961.922023164,2848882.4982786886,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Neonatal Male,Neonatal,Male,2020.0,-1321302161.18661,354438830.752506,28726009670.2473,11581003407.7131,,,,2696342256.98876,771646314.457336,,,,,,,,,-37830214.559403114,10147941.484867943,822454652.0721734,331575817.09660876,,,,77199000.42838418,22093012.86064489,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Juvenile Female,Juvenile,Female,2020.0,11815643420.358,3139516555.79813,41099941786.824,16902781391.1979,,,,20726325467.9957,7583731294.20191,,,,,,,,,338293797.49755347,89887527.93076499,1176732818.4631188,483943692.4143456,,,,593415618.7091571,217129881.75457886,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Juvenile Male,Juvenile,Male,2020.0,18910713929.1179,3041258496.29652,40878178913.9138,9278586644.93543,,,,27675209852.7324,7756852968.49759,,,,,,,,,541432827.7246997,87074300.50835747,1170383523.5705955,265655301.18462107,,,,792369192.6494243,222086530.03373334,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Adult Female,Adult,Female,2020.0,10535530002.3687,2170425484.48935,26412636272.3392,3234195343.8581,,,,21654798678.9255,3967129004.251,,,,,,,,,301642858.2306293,62141472.38636988,756220436.6370872,92598277.19898409,,,,619998743.9123948,113582907.69831781,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Adult Male,Adult,Male,2020.0,58604821823.4619,13248340908.5031,70980390092.0835,23106292367.8634,,,,54603240258.9192,17703398359.4135,,,,,,,,,1677915202.8375726,379313372.7070368,2032240213.9130485,661556473.3229238,,,,1563345883.5626738,506866164.33423936,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase,Oxen,Oxen,Male,2020.0,-60700760463.001,16680350317.2528,-66818365978.2299,21595950306.3789,,,,-60649320234.5229,13613320103.0228,,,,,,,,,-1737924041.668125,477575266.2517298,-1913077262.505256,618313855.6065207,,,,-1736451256.0045009,389763095.4457014,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Neonatal Female,Neonatal,Female,2020.0,-3057670886.47527,639763744.913537,15916641871.0635,2943698225.73791,,,,-486045103.806831,99503390.2340556,,,,,,,,,-87544203.80537254,18317081.776110254,455709522.5718561,84281051.48771623,,,,-13915961.922023164,2848882.4982786886,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Neonatal Male,Neonatal,Male,2020.0,-1321302161.18661,354438830.752506,28726009670.2473,11581003407.7131,,,,2696342256.98876,771646314.457336,,,,,,,,,-37830214.559403114,10147941.484867943,822454652.0721734,331575817.09660876,,,,77199000.42838418,22093012.86064489,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Juvenile Female,Juvenile,Female,2020.0,13365654461.7893,3145374110.83487,43406980001.3385,16887260578.8557,,,,22416411165.773,7776556368.64401,,,,,,,,,382672178.1505679,90055235.64391544,1242785651.2030933,483499315.89072406,,,,641804478.1607113,222650658.26797417,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Juvenile Male,Juvenile,Male,2020.0,23297273869.2595,3194517500.33287,46213517820.5725,9878067036.56261,,,,32958183289.1474,8259160416.69027,,,,,,,,,667024466.4791621,91462260.48917574,1323139661.8068092,282819029.8952777,,,,943626054.6163523,236468099.2902689,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Adult Female,Adult,Female,2020.0,17364886696.1666,2571066705.54226,33583605547.1567,3163558753.27826,,,,27973012328.8558,4704027081.98648,,,,,,,,,497174233.7314844,73612234.94091041,961532525.1465074,90575880.31212798,,,,800895578.1341437,134681043.46773914,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Adult Male,Adult,Male,2020.0,70914108567.1228,12752129401.0889,85365257558.0046,23293481656.5585,,,,66896232353.9344,18905033034.8202,,,,,,,,,2030342506.9507475,365106336.38805753,2444093489.1363807,666915891.6017815,,,,1915306655.43777,541270177.9868244,,,,,,,,
Cattle,Crop livestock mixed,Value of Herd Increase plus Offtake,Oxen,Oxen,Male,2020.0,2649673421.89041,14033314351.0045,13777986006.7122,27192834481.7395,,,,5782277182.63842,23744603871.0736,,,,,,,,,75862824.57333036,401787954.69560534,394477646.477385,778558298.8819875,,,,165552432.2042327,679831975.9532162,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Neonatal Female,Neonatal,Female,2020.0,535149288.516071,11404187.1114079,719271034.039364,24951128.2342783,,,,567499741.828114,10263454.3563919,,,,,,,,,15321864.294609047,326513.3880600759,20593455.716167513,714375.986302969,,,,16248090.426555635,293853.0578609341,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Neonatal Male,Neonatal,Male,2020.0,503456654.205347,10033028.8704177,672413558.318115,27914973.0904761,,,,527023498.713291,11048229.180633,,,,,,,,,14414472.18465392,287255.74361259415,19251878.88967164,799233.8561561848,,,,15089214.730615513,316321.9532082306,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Juvenile Female,Juvenile,Female,2020.0,1273491546.92428,30193062.8357096,1431222662.12325,34302672.6925459,,,,1327226504.81901,45813397.937226,,,,,,,,,36461348.414405294,864457.8650008868,40977349.45183055,982120.1433248213,,,,37999834.49746183,1311683.8256770263,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Juvenile Male,Juvenile,Male,2020.0,1033242843.39222,37054702.4054519,1157025349.59482,34256393.6615589,,,,1095041244.8711,39520243.6682726,,,,,,,,,29582785.532108873,1060913.5318254423,33126803.6272126,980795.1279549325,,,,31352136.14398908,1131504.4668268692,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Adult Female,Adult,Female,2020.0,6774954445.54498,414088312.124134,6899585766.72893,256448313.9512,,,,6838481993.77523,576773266.749284,,,,,,,,,193973784.2212998,11855766.345018998,197542104.74608916,7342374.080020072,,,,195792642.05002302,16513600.805479692,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Adult Male,Adult,Male,2020.0,958095076.243393,67522563.5769985,985754598.629019,77459776.7343105,,,,987558222.097664,64898557.004942,,,,,,,,,27431229.106629986,1933239.1505549273,28223149.151261676,2217751.593587663,,,,28274788.711694952,1858111.1937997262,,,,,,,,
Cattle,Crop livestock mixed,Value of Manure,Oxen,Oxen,Male,2020.0,4711155853.0453,332826091.685228,4648745785.4092,253829563.237532,,,,4978649434.08779,270202339.76904,,,,,,,,,134885147.37873086,9529146.950090786,133098284.14737113,7267396.603795646,,,,142543758.60435143,7736165.722105315,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Juvenile Female,Juvenile,Female,2020.0,1284931.93269001,25898.6881296248,0.0,0.0,,,,0.0,0.0,,,,,,,,,36788.8982064765,741.5055825466105,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Juvenile Male,Juvenile,Male,2020.0,941847.671185951,17689.5385156125,0.0,0.0,,,,0.0,0.0,,,,,,,,,26966.04950016921,506.46934301648656,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Adult Female,Adult,Female,2020.0,1084230.10439419,43.168672009746,0.0,0.0,,,,0.0,0.0,,,,,,,,,31042.602279679,1.2359626528625256,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Adult Male,Adult,Male,2020.0,111879.954801859,37.9754649146385,0.0,0.0,,,,0.0,0.0,,,,,,,,,3203.2360344053754,1.0872758918548102,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Value of Hides,Oxen,Oxen,Male,2020.0,115090.830338979,39.0653338864402,0.0,0.0,,,,0.0,0.0,,,,,,,,,3295.166641999101,1.1184799406000778,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Neonatal Female,Neonatal,Female,2020.0,-2522521597.9592,646494462.208057,16635912905.1029,2953139121.21049,,,,81454638.0212827,98703420.4607854,,,,,,,,,-72222339.51076353,18509789.006045993,476302978.2880246,84551353.85446621,,,,2332128.5045324625,2825978.5562033416,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Neonatal Male,Neonatal,Male,2020.0,-817845506.98126,361823896.524283,29398423228.5654,11602926718.487,,,,3223365755.70205,770026496.652604,,,,,,,,,-23415742.37474911,10359383.372188197,841706530.9618446,332203503.6128287,,,,92288215.15899967,22046635.84189763,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Juvenile Female,Juvenile,Female,2020.0,14640430940.6463,3149546330.93064,44838202663.4618,16884466438.0717,,,,23743637670.592,7783271670.89719,,,,,,,,,419170315.4631805,90174690.51657705,1283763000.654925,483419316.81975234,,,,679804312.6581728,222842924.14971685,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Juvenile Male,Juvenile,Male,2020.0,24331458560.3229,3198208642.721,47370543170.1673,9896020289.70232,,,,34053224534.0185,8267612528.17949,,,,,,,,,696634218.060771,91567941.62148152,1356266465.434021,283333049.65416807,,,,974978190.7603414,236710091.77352497,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Adult Female,Adult,Female,2020.0,69985728164.4529,7693381531.72902,456241532325.019,84374759009.6502,,,,80116020824.3929,9255504251.36186,,,,,,,,,2003762038.9416683,220269278.7327953,13062655587.625803,2415734515.9160748,,,,2293802543.023575,264994428.95790154,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Adult Male,Adult,Male,2020.0,71872315523.321,12726670709.7704,86351012156.6336,23294627683.913,,,,67883790576.0321,18866707683.4038,,,,,,,,,2057776939.2934117,364377428.3583336,2472316638.2876425,666948703.521708,,,,1943581444.1494656,540172884.4912586,,,,,,,,
Cattle,Crop livestock mixed,Total Production Value,Oxen,Oxen,Male,2020.0,157049846676.263,14074678994.8114,224860172368.248,27170301153.583,,,,161259439310.125,23729926885.7026,,,,,,,,,4496495631.967184,402972266.2000859,6437973702.333027,777913146.9523696,,,,4617020518.117121,679411759.047515,,,,,,,,
Cattle,Crop livestock mixed,Feed Cost,Neonatal Female,Neonatal,Female,2020.0,2308228713.86296,187824173.343923,1532604319.73807,141566842.488413,,,,971289072.666806,87768991.96572,,,,,,,,,66086917.937976785,5377595.667187907,43880008.64108993,4053201.5939672114,,,,27808986.541875124,2512914.8314900706,,,,,,,,
Cattle,Crop livestock mixed,Feed Cost,Neonatal Male,Neonatal,Male,2020.0,2284971018.85686,253470622.307121,1623048501.36446,113051351.473232,,,,991006999.233002,66908203.3526014,,,,,,,,,65421026.65429966,7257119.762653265,46469516.85282495,3236774.3034810987,,,,28373530.68217673,1915649.3972127899,,,,,,,,
Cattle,Crop livestock mixed,Feed Cost,Juvenile Female,Juvenile,Female,2020.0,6186597439.18988,716811926.141875,3279818325.34575,270920857.088412,,,,2684110446.18151,235146773.83978,,,,,,,,,177128529.25860998,20523048.974909186,93904509.20950882,7756737.598209778,,,,76848791.33853245,6732489.485464458,,,,,,,,
Cattle,Crop livestock mixed,Feed Cost,Juvenile Male,Juvenile,Male,2020.0,5661913219.21321,451396776.586718,2824536647.45382,199114980.281328,,,,2481199087.08931,116214491.259486,,,,,,,,,162106290.439425,12923945.340680297,80869335.223152,5700862.866423572,,,,71039234.31479736,3327338.188344429,,,,,,,,
Cattle,Crop livestock mixed,Feed Cost,Adult Female,Adult,Female,2020.0,28303626870.4646,2273862178.20183,12261591185.9599,980479041.941934,,,,11692060661.3809,797081154.488398,,,,,,,,,810361406.173271,65102969.333399944,351061732.15366256,28072104.63831432,,,,334755498.367135,22821238.00393464,,,,,,,,
Cattle,Crop livestock mixed,Feed Cost,Adult Male,Adult,Male,2020.0,4345360636.47699,279378354.488054,2095774837.93731,108077482.52637,,,,1910573603.81539,165625336.009051,,,,,,,,,124412061.10514526,7998884.285517636,60004149.02535632,3094367.415051309,,,,54701650.755614236,4742020.547418696,,,,,,,,
Cattle,Crop livestock mixed,Feed Cost,Oxen,Oxen,Male,2020.0,21779267925.4042,1489752049.93956,10182367502.4417,766647651.365584,,,,9291074810.44862,551177039.971985,,,,,,,,,623562424.0747793,42653104.90290243,291531459.38558745,21949896.090820402,,,,266012849.96846098,15780754.996746011,,,,,,,,
Cattle,Crop livestock mixed,Labour Cost,Neonatal Female,Neonatal,Female,2020.0,4196822180.58551,12721756.6014338,4779820553.70192,82212007.0491776,,,,4438086162.93923,729227.713514203,,,,,,,,,120159255.18250096,364236.7324764963,136851087.06671587,2353812.7442677403,,,,127066886.52225493,20878.52549951979,,,,,,,,
Cattle,Crop livestock mixed,Labour Cost,Neonatal Male,Neonatal,Male,2020.0,3953936381.12107,7287847.5020339,4550980399.80437,82212007.0491778,,,,4168862452.47153,729227.713514477,,,,,,,,,113205189.58185124,208658.4301281671,130299162.47591937,2353812.7442677454,,,,119358739.94484742,20878.525499527637,,,,,,,,
Cattle,Crop livestock mixed,Labour Cost,Juvenile Female,Juvenile,Female,2020.0,5670164796.95115,5575172.32607754,5340676618.67238,25435876.2003743,,,,5931952479.47948,302114.269566009,,,,,,,,,162342541.4389689,159622.81111517284,152908962.3188994,728254.8098630374,,,,169837787.0307582,8649.836483182233,,,,,,,,
Cattle,Crop livestock mixed,Labour Cost,Juvenile Male,Juvenile,Male,2020.0,4598735231.32985,5727886.97758586,4385405857.32959,25190381.5017601,,,,4811004779.94826,298997.633020854,,,,,,,,,131666431.50485568,163995.18573365972,125558596.19865638,721226.0488463818,,,,137743922.94061515,8560.60403305061,,,,,,,,
Cattle,Crop livestock mixed,Labour Cost,Adult Female,Adult,Female,2020.0,165261740592.168,5763410297.10953,165582280714.151,4777294407.3177,,,,170421073375.065,6052834708.28893,,,,,,,,,4731610443.630515,165012254.22784567,4740787830.866925,136778760.94591573,,,,4879327348.887882,173298767.25663897,,,,,,,,
Cattle,Crop livestock mixed,Labour Cost,Adult Male,Adult,Male,2020.0,2578319961.68732,1018195.13932793,2258055338.57862,3489830.77365239,,,,2618563127.36679,41505.6316431395,,,,,,,,,73819902.98557289,29151.954576025928,64650403.56001539,99917.3775850898,,,,74972105.43927714,1188.3481285411756,,,,,,,,
Cattle,Crop livestock mixed,Labour Cost,Oxen,Oxen,Male,2020.0,12774817206.5562,18323.3576760068,10917703861.2245,51556.4880827757,,,,12843911337.7206,580.917614243402,,,,,,,,,365755911.1590086,524.6162253375173,312584881.5650391,1476.1142934551342,,,,367734145.87588626,16.63225765742218,,,,,,,,
Cattle,Crop livestock mixed,Health Cost,Neonatal Female,Neonatal,Female,2020.0,65054306.6130059,482834.63628639,0.0,0.0,,,,68579064.6251418,390922.038744614,,,,,,,,,1862570.4622877976,13824.042996358798,0.0,0.0,,,,1963487.8419652262,11192.492554789225,,,,,,,,
Cattle,Crop livestock mixed,Health Cost,Neonatal Male,Neonatal,Male,2020.0,61462828.9065821,460157.515320872,0.0,0.0,,,,64767656.430444,509121.011321407,,,,,,,,,1759742.8304179541,13174.77413347837,0.0,0.0,,,,1854363.3782245503,14576.648446326866,,,,,,,,
Cattle,Crop livestock mixed,Health Cost,Juvenile Female,Juvenile,Female,2020.0,87806514.2070856,468763.817322727,0.0,0.0,,,,91766456.2118687,549307.258416612,,,,,,,,,2513989.131134245,13421.181246746695,0.0,0.0,,,,2627366.2677834453,15727.221263511632,,,,,,,,
Cattle,Crop livestock mixed,Health Cost,Juvenile Male,Juvenile,Male,2020.0,70940141.8916361,560603.675845854,0.0,0.0,,,,74557130.1419697,472994.289892886,,,,,,,,,2031087.8673088567,16050.64909679166,0.0,0.0,,,,2134645.8918004516,13542.303946548427,,,,,,,,
Cattle,Crop livestock mixed,Health Cost,Adult Female,Adult,Female,2020.0,280905103.263374,2408463.77333411,0.0,0.0,,,,284848500.476973,1812749.98597798,,,,,,,,,8042596.644011617,68956.74886503951,0.0,0.0,,,,8155500.086589377,51900.86183656575,,,,,,,,
Cattle,Crop livestock mixed,Health Cost,Adult Male,Adult,Male,2020.0,40052076.5687424,281949.675492156,0.0,0.0,,,,40563433.4632265,284659.504420878,,,,,,,,,1146731.379584246,8072.503801282994,0.0,0.0,,,,1161372.0436223573,8150.088938736162,,,,,,,,
Cattle,Crop livestock mixed,Health Cost,Oxen,Oxen,Male,2020.0,198037362.217909,1165781.7565286,0.0,0.0,,,,198784890.871582,1818537.58775664,,,,,,,,,5670009.573551019,33377.50839619356,0.0,0.0,,,,5691412.07343973,52066.56671732858,,,,,,,,
Cattle,Crop livestock mixed,Capital Cost,Neonatal Female,Neonatal,Female,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Capital Cost,Neonatal Male,Neonatal,Male,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Capital Cost,Juvenile Female,Juvenile,Female,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Capital Cost,Juvenile Male,Juvenile,Male,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Capital Cost,Adult Female,Adult,Female,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Capital Cost,Adult Male,Adult,Male,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Capital Cost,Oxen,Oxen,Male,2020.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
Cattle,Crop livestock mixed,Infrastructure Cost,Neonatal Female,Neonatal,Female,2020.0,4886611.0,0.0,4886611.0,0.0,,,,4886611.0,0.0,,,,,,,,,139908.60533545367,0.0,139908.60533545367,0.0,,,,139908.60533545367,0.0,,,,,,,,
Cattle,Crop livestock mixed,Infrastructure Cost,Neonatal Male,Neonatal,Male,2020.0,4394242.0,0.0,4394242.0,0.0,,,,4394242.0,0.0,,,,,,,,,125811.58388226005,0.0,125811.58388226005,0.0,,,,125811.58388226005,0.0,,,,,,,,
Cattle,Crop livestock mixed,Infrastructure Cost,Juvenile Female,Juvenile,Female,2020.0,5534367.0,0.0,5534367.0,0.0,,,,5534367.0,0.0,,,,,,,,,158454.51344184318,0.0,158454.51344184318,0.0,,,,158454.51344184318,0.0,,,,,,,,
Cattle,Crop livestock mixed,Infrastructure Cost,Juvenile Male,Juvenile,Male,2020.0,4270593.0,0.0,4270593.0,0.0,,,,4270593.0,0.0,,,,,,,,,122271.3882044941,0.0,122271.3882044941,0.0,,,,122271.3882044941,0.0,,,,,,,,
Cattle,Crop livestock mixed,Infrastructure Cost,Adult Female,Adult,Female,2020.0,19373622.5,0.0,19373622.5,0.0,,,,19373622.5,0.0,,,,,,,,,554686.367355733,0.0,554686.367355733,0.0,,,,554686.367355733,0.0,,,,,,,,
Cattle,Crop livestock mixed,Infrastructure Cost,Adult Male,Adult,Male,2020.0,1818067.5,0.0,1818067.5,0.0,,,,1818067.5,0.0,,,,,,,,,52053.10763036283,0.0,52053.10763036283,0.0,,,,52053.10763036283,0.0,,,,,,,,
Cattle,Crop livestock mixed,Infrastructure Cost,Oxen,Oxen,Male,2020.0,14972905.0,0.0,14972905.0,0.0,,,,14972905.0,0.0,,,,,,,,,428689.3833722883,0.0,428689.3833722883,0.0,,,,428689.3833722883,0.0,,,,,,,,
Cattle,Crop livestock mixed,Total Expenditure,Neonatal Female,Neonatal,Female,2020.0,6574991812.06148,189182007.43062,6317311484.43999,189002120.835264,,,,5482840911.23118,87340600.9299591,,,,,,,,,188248652.1881011,5416471.827648954,180871004.31314126,5411321.492851524,,,,156979269.5114308,2500649.5637305705,,,,,,,,
Cattle,Crop livestock mixed,Total Expenditure,Neonatal Male,Neonatal,Male,2020.0,6304764470.88451,248777474.229546,6178423143.16883,141056745.036395,,,,5229031350.13498,67184177.7211015,,,,,,,,,180511770.65045106,7122750.196062783,176894490.91262656,4038596.9890381503,,,,149712445.5891311,1923550.8219435858,,,,,,,,
Cattle,Crop livestock mixed,Total Expenditure,Juvenile Female,Juvenile,Female,2020.0,11950103117.3481,719565915.301962,8626029311.01813,268633568.54857,,,,8713363748.87285,235253140.328847,,,,,,,,,342143514.3421545,20601898.464360412,246971926.04185003,7691250.218590434,,,,249472399.1505157,6735534.86540974,,,,,,,,
Cattle,Crop livestock mixed,Total Expenditure,Juvenile Male,Juvenile,Male,2020.0,10335859185.4347,449737921.754287,7214213097.78341,213329381.354195,,,,7371031590.17954,116691875.239472,,,,,,,,,295926081.1997941,12876450.65242715,206550202.81001288,6107835.516749862,,,,211040074.53541744,3341006.1735491706,,,,,,,,
Cattle,Crop livestock mixed,Total Expenditure,Adult Female,Adult,Female,2020.0,193865646188.396,7455203704.41546,177863245522.61,5043539587.76683,,,,182417356159.423,5805002357.11097,,,,,,,,,5550569132.815154,213450007.12691778,5092404249.387917,144401629.20244852,,,,5222793033.708965,166203076.88752326,,,,,,,,
Cattle,Crop livestock mixed,Total Expenditure,Adult Male,Adult,Male,2020.0,6965550742.23305,279479116.533354,4355648244.01593,108208584.00796,,,,4571518232.14541,165614707.479803,,,,,,,,,199430748.5779327,8001769.204580903,124706605.69300209,3098120.9827993186,,,,130887181.34614418,4741716.241898192,,,,,,,,
Cattle,Crop livestock mixed,Total Expenditure,Oxen,Oxen,Male,2020.0,34767095399.1782,1490010329.31685,21115044268.6661,766671474.621871,,,,22348743944.0408,551487083.441543,,,,,,,,,995417034.190708,42660499.70217407,604545030.3339959,21950578.174694415,,,,639867097.3011591,15789631.854228472,,,,,,,,
Cattle,Crop livestock mixed,Gross Margin,Neonatal Female,Neonatal,Female,2020.0,-9097513410.02068,571147147.561602,10318601420.6629,2952961002.0862,,,,-5401386273.20989,109504476.966069,,,,,,,,,-260470991.69886464,16352519.334292479,295431973.9748831,84546254.12414944,,,,-154647141.00689813,3135223.7062272863,,,,,,,,
Cattle,Crop livestock mixed,Gross Margin,Neonatal Male,Neonatal,Male,2020.0,-7122609977.86578,503495579.560173,23220000085.3966,11513568846.0113,,,,-2005665594.43292,794421244.945646,,,,,,,,,-203927513.02520046,14415586.656852726,664812040.0492189,329645097.5285673,,,,-57424230.43013113,22745082.108889,,,,,,,,
Cattle,Crop livestock mixed,Gross Margin,Juvenile Female,Juvenile,Female,2020.0,2690327823.29819,3160655232.72007,36212173352.4437,16770930383.9599,,,,15030273921.7192,7945455106.06236,,,,,,,,,77026801.12102573,90492749.58781633,1036791074.6130761,480168664.99048406,,,,430331913.5076586,227486399.60181892,,,,,,,,
Cattle,Crop livestock mixed,Gross Margin,Juvenile Male,Juvenile,Male,2020.0,13995599374.8882,3147059128.79841,40156330072.3839,9998051333.20367,,,,26682192943.8389,8299211422.07211,,,,,,,,,400708136.86097693,90103479.40902057,1149716262.6240087,286254301.41683036,,,,763938116.2249223,237614800.0006909,,,,,,,,
