Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1984291,,,,50998838,,141967003,,,0
H5,2017,2017,2017,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,4785,,,,97207,,266220,,,0
H5,2017,2017,2017,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1041,,,,42460,,50825,,,0
H5,2017,2017,2017,6,1,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1,,,,50,,153,,,0
H5,2017,2017,2017,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,17093,,,,1412342,,4168833,,,4
H5,2017,2017,2017,6,1,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,830400,,,,20763993,,61122071,,,0
H5,2017,2017,2017,6,1,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,205453,,,,5124290,,15979468,,,0
H5,2017,2017,2017,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,300,,,,7151,,18011,,,0
H5,2017,2017,2017,6,1,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,50750,,,,1453010,,4387925,,,0
H5,2017,2017,2017,6,1,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,393,,,,22021,,65000,,,4
H5,2017,2017,2017,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1109290,,,,29631753,,91784717,,,0
H5,2017,2017,2017,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,340,,,,41396,,60170,,,0
H5,2017,2017,2017,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,44,,,,16728,,47680,,,4
H5,2017,2017,2017,6,1,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,66,,,,3500,,4977,,,2
H5,2017,2017,2017,6,1,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",1,No Quantity,0,,,,421,,62806,,,2
H5,2017,2017,2017,6,1,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,19617,,,,516037,,1470851,,,6
H5,2017,2017,2017,6,1,2,Export,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,377,,,,9307,,26800,,,6
H5,2017,2017,2017,6,1,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,187,,,,7400,,75219,,,0
H5,2017,2017,2017,6,1,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,102016,,,,2968010,,7435801,,,0
H5,2017,2017,2017,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,37289,,,,1069412,,2793560,,,0
H5,2017,2017,2017,6,1,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,111080,,,,3331728,,8092794,,,0
H5,2017,2017,2017,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,84353,,,,2835692,,5960456,,,0
H5,2017,2017,2017,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,8356,,,,288485,,608564,,,0
H5,2017,2017,2017,6,1,4,Re-Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1,,,,11,,23,,,0
H5,2017,2017,2017,6,1,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,6,,,,895,,2644,,,4
H5,2017,2017,2017,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,30836,,,,689053,,1439351,,,0
H5,2017,2017,2017,6,1,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",1,No Quantity,0,,,,84000,,44710,,,2
H5,2017,2017,2017,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,888868,,,,22221748,,62307568,,,4
H5,2017,2017,2017,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,7722221,,,,193055395,,472236974,,,0
H5,2017,2017,2017,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,5340003,,,,156811795,,425947868,,,0
H5,2017,2017,2017,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,14655,,,,355103,,1143098,,,0
H5,2017,2017,2017,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,96880,,,,2294184,,7263863,,,2
H5,2017,2017,2017,6,1,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,47793,,,,1218240,,3394264,,,2
H5,2017,2017,2017,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1053306,,,,27297174,,85699127,,,0
H5,2017,2017,2017,6,1,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,950,,,,27160,,95836,,,0
H5,2017,2017,2017,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1947,,,,79498,,94436,,,0
H5,2017,2017,2017,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",1,No Quantity,0,,,,695370,,2208511,,,2
H5,2017,2017,2017,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,22177,,,,684646,,1347905,,,2
H5,2017,2017,2017,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,4870,,,,101061,,291003,,,4
H5,2017,2017,2017,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,173230,,,,4378458,,13435414,,,0
H5,2017,2017,2017,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,292844,,,,7189598,,21393416,,,0
H5,2017,2017,2017,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,79385,,,,2231925,,6505204,,,0
H5,2017,2017,2017,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,80,,,,1927,,7744,,,0
H5,2017,2017,2017,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,2,,,,5,,15,,,4
H5,2017,2017,2017,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,182,,,,27028,,77829,,,4
H5,2017,2017,2017,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,830665,,,,10452390,,30728700,,,0
H5,2017,2017,2017,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,315999,,,,4333338,,12700597,,,0
H5,2017,2017,2017,6,1,1,Import,729,Sudan,SDN,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",1,No Quantity,0,,,,132,,390,,,6
H5,2017,2017,2017,6,1,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",1,No Quantity,0,,,,4730,,29167,,,0
H5,2017,2017,2017,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,30,,,,11471,,32697,,,4
H5,2017,2017,2017,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,2,,,,40,,117,,,4
H5,2017,2017,2017,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,45,,,,1396,,81017,,,0
H5,2017,2017,2017,6,1,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,2,,,,80,,1190,,,0
H5,2017,2017,2017,6,1,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,60241,,,,1122086,,2400258,,,0
H5,2017,2017,2017,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,1454,,,,42000,,133136,,,0
H5,2017,2017,2017,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,65357,,,,1534455,,5965220,,,0
H5,2017,2017,2017,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,2232,,,,2227,,26292,,,0
H5,2017,2017,2017,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,4767439,,,,48549478,,198594493,,,0
H5,2017,2017,2017,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,26105,,,,853357,,2457222,,,4
H5,2017,2017,2017,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,010391,"Swine; live, other than pure-bred breeding animals, weighing less than 50kg",5,Number of items,3566,,,,91539,,263586,,,4
H5,2017,2017,2017,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,99859,,,,9975507,,15325273,,,0
H5,2017,2017,2017,6,1,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,16,,,,2720,,2898,,,2
H5,2017,2017,2017,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,460118,,,,44084266,,80205274,,,2
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,3764,,,,349746,,663763,,,2
H5,2017,2017,2017,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,290,,,,33911,,98309,,,0
H5,2017,2017,2017,6,1,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,369141,,,,37182069,,52075748,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,1020717,,,,123938868,,176814681,,,0
H5,2017,2017,2017,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,7482,,,,115193,,939797,,,0
H5,2017,2017,2017,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,3334,,,,410483,,581243,,,2
H5,2017,2017,2017,6,1,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,6068,,,,735058,,1070062,,,2
H5,2017,2017,2017,6,1,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,2376,,,,225901,,2299538,,,0
H5,2017,2017,2017,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,1452,,,,138935,,356864,,,0
H5,2017,2017,2017,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,7298,,,,747500,,1127699,,,0
H5,2017,2017,2017,6,1,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,4,,,,250,,700,,,2
H5,2017,2017,2017,6,1,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,2617,,,,259402,,1285600,,,0
H5,2017,2017,2017,6,1,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,36066,,,,4082571,,6286840,,,6
H5,2017,2017,2017,6,1,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,508,,,,58314,,89604,,,6
H5,2017,2017,2017,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,217,,,,0,,116248,,,4
H5,2017,2017,2017,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,829555,,,,92798017,,142591686,,,4
H5,2017,2017,2017,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,1549470,,,,169488200,,446160944,,,0
H5,2017,2017,2017,6,1,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,179,,,,36199,,337358,,,0
H5,2017,2017,2017,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",1,No Quantity,0,,,,,,2660996,,,6
H5,2017,2017,2017,6,1,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",1,No Quantity,0,,,,,,44618815,,,6
H5,2017,2017,2017,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,12467,,,,1647916,,2354484,,,0
H5,2017,2017,2017,6,1,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,257917,,,,29800634,,43089133,,,0
H5,2017,2017,2017,6,1,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,213167,,,,18971142,,52133378,,,0
H5,2017,2017,2017,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,40648,,,,4784210,,5845792,,,0
H5,2017,2017,2017,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,186,,,,19913,,567227,,,4
H5,2017,2017,2017,6,1,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,40664,,,,3552406,,5826552,,,0
H5,2017,2017,2017,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,2610,,,,150578,,384391,,,2
H5,2017,2017,2017,6,1,2,Export,251,France,FRA,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,560302,,,,62628832,,95069572,,,2
H5,2017,2017,2017,6,1,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,31387,,,,3184945,,5324662,,,0
H5,2017,2017,2017,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,3913438,,,,439627130,,697172095,,,2
H5,2017,2017,2017,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,438109,,,,44192137,,80139223,,,0
H5,2017,2017,2017,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,433,,,,53156,,299337,,,0
H5,2017,2017,2017,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,75458,,,,7624728,,10337221,,,0
H5,2017,2017,2017,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,9,,,,51,,1740,,,2
H5,2017,2017,2017,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,1439210,,,,264448005,,420626947,,,4
H5,2017,2017,2017,6,1,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,295006,,,,29713564,,48704115,,,0
H5,2017,2017,2017,6,1,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,173682,,,,17805438,,29935348,,,0
H5,2017,2017,2017,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,339592,,,,28711490,,59883396,,,2
H5,2017,2017,2017,6,1,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,010392,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",5,Number of items,45,,,,2581,,5372,,,0
