Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2010,2010,2010,6,1,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,3713,,,,492,,12790,,,2
H3,2010,2010,2010,6,1,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,980210,,,,114000,,3376538,,,2
H3,2010,2010,2010,6,1,1,Import,686,Senegal,SEN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,31289,,,,1498,,106096,,,2
H3,2010,2010,2010,6,1,2,Export,686,Senegal,SEN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,2634,,,,374,,8323,,,2
H3,2010,2010,2010,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,701060,,,,86117,,2414945,,,2
H3,2010,2010,2010,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,467921,,,,157219,,1480164,,,2
H3,2010,2010,2010,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,78197,,,,31848,,2174059,,,4
H3,2010,2010,2010,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,145293,,,,7152,,459603,,,6
H3,2010,2010,2010,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,623047,,,,,,534574,,,4
H3,2010,2010,2010,6,1,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,4732,,,,602,,40893,,,4
H3,2010,2010,2010,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,31241608,,,,3787895,,21865260,,,2
H3,2010,2010,2010,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,29236116,,,,4434976,,16987397,,,2
H3,2010,2010,2010,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1453587,,,,73350,,5007180,,,6
H3,2010,2010,2010,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,5809834,,,,265663,,4147015,,,0
H3,2010,2010,2010,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,775813,,,,32513,,322789,,,0
H3,2010,2010,2010,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",7,Volume in litres,46656483,,,,46656483,,6778042,,,0
H3,2010,2010,2010,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1302575,,,,,,4115732,,,6
H3,2010,2010,2010,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,335959,,,,17982,,1139179,,,2
H3,2010,2010,2010,6,1,2,Export,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,397999,,,,21783,,1257554,,,2
H3,2010,2010,2010,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,77067786,,,,6119312,,31574015,,,0
H3,2010,2010,2010,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,10460652,,,,879335,,19601466,,,0
H3,2010,2010,2010,6,1,1,Import,736,Fmr Sudan,SDN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,25,,,,39292,,1809222,,,0
H3,2010,2010,2010,6,1,1,Import,740,Suriname,SUR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,34899,,,,1534,,120216,,,2
H3,2010,2010,2010,6,1,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",1,No Quantity,0,,,,254041,,1300319,,,4
H3,2010,2010,2010,6,1,2,Export,748,Eswatini,SWZ,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",1,No Quantity,0,,,,197659,,739408,,,4
H3,2010,2010,2010,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,290210,,,,10441,,4527713,,,4
H3,2010,2010,2010,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,2383987,,,,70683,,6707196,,,4
H3,2010,2010,2010,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,719504,,,,29647,,2334079,,,0
H3,2010,2010,2010,6,1,1,Import,760,Syria,SYR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,826678,,,,12619,,2847663,,,2
H3,2010,2010,2010,6,1,2,Export,760,Syria,SYR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,5984,,,,3502,,18930,,,2
H3,2010,2010,2010,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,954150,,,,128292,,8757760,,,4
H3,2010,2010,2010,6,1,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,307228,,,,7820,,502529,,,4
H3,2010,2010,2010,6,1,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,830,,,,314,,2817,,,2
H3,2010,2010,2010,6,1,1,Import,776,Tonga,TON,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,7860,,,,277,,18902,,,4
H3,2010,2010,2010,6,1,1,Import,780,Trinidad and Tobago,TTO,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,260126,,,,16710,,335705,,,0
H3,2010,2010,2010,6,1,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,998305,,,,44421,,3721166,,,0
H3,2010,2010,2010,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,3342527,,,,180673,,16012567,,,0
H3,2010,2010,2010,6,1,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,6312890,,,,268273,,4319121,,,0
H3,2010,2010,2010,6,1,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1769008,,,,135529,,2486260,,,0
H3,2010,2010,2010,6,1,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,125720,,,,30129,,143012,,,0
H3,2010,2010,2010,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1146075,,,,47092,,875246,,,0
H3,2010,2010,2010,6,1,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,1545300,,,,251762,,832651,,,0
H3,2010,2010,2010,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,8267974,,,,3236041,,15757320,,,0
H3,2010,2010,2010,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,29522486,,,,5058803,,129105474,,,0
H3,2010,2010,2010,6,1,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,644203,,,,122334,,2219090,,,2
H3,2010,2010,2010,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,6986736,,,,152467,,10408096,,,4
H3,2010,2010,2010,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,70429233,,,,2549418,,163820387,,,4
H3,2010,2010,2010,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,53655,,,,3285,,211088,,,4
H3,2010,2010,2010,6,1,1,Import,854,Burkina Faso,BFA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,28695,,,,20982,,98845,,,2
H3,2010,2010,2010,6,1,2,Export,854,Burkina Faso,BFA,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,13939,,,,20091,,44094,,,2
H3,2010,2010,2010,6,1,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,288989,,,,14418,,1008319,,,0
H3,2010,2010,2010,6,1,1,Import,882,Samoa,WSM,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,2475,,,,107,,7276,,,4
H3,2010,2010,2010,6,1,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,988085,,,,76024,,5048768,,,0
H3,2010,2010,2010,6,1,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,442161,,,,21550,,1499290,,,2
H3,2010,2010,2010,6,1,2,Export,894,Zambia,ZMB,0,World,WLD,,,,,,,,010511,"Live fowls of species Gallus domesticus, weighing not >185g",5,Number of items,280748,,,,18673,,887077,,,2
H3,2010,2010,2010,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1489754,,,,2751701,,2292001,,,0
H3,2010,2010,2010,6,1,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,200,,21963,,,0
H3,2010,2010,2010,6,1,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,382,,10190,,,0
H3,2010,2010,2010,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,7543294,,,,11182600,,12360736,,,0
H3,2010,2010,2010,6,1,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1025879,,,,1525900,,4321175,,,0
H3,2010,2010,2010,6,1,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,37297,,,,,,88513,,,0
H3,2010,2010,2010,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,87586,,,,180347,,113024,,,0
H3,2010,2010,2010,6,1,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,220,,,,220,,492,,,0
H3,2010,2010,2010,6,1,3,Re-Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,220,,,,220,,492,,,0
H3,2010,2010,2010,6,1,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,10000,,,,10000,,52000,,,0
H3,2010,2010,2010,6,1,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,163390167,,,,,,331927507,,,4
H3,2010,2010,2010,6,1,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,11025913,,,,,,27334567,,,4
H3,2010,2010,2010,6,1,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,263,,,0
H3,2010,2010,2010,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1512435,,925125,,,0
H3,2010,2010,2010,6,1,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,486350,,1593924,,,0
H3,2010,2010,2010,6,1,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,311499,,,0
H3,2010,2010,2010,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,60591,,,,104355,,301217,,,0
H3,2010,2010,2010,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,22583,,,,66583,,73766,,,0
H3,2010,2010,2010,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,29636559,,1450086,,,0
H3,2010,2010,2010,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,91176,,,,,,322951,,,0
H3,2010,2010,2010,6,1,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,50,,,,,,210,,,0
H3,2010,2010,2010,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,5451732,,,,9448240,,25547618,,,0
H3,2010,2010,2010,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,172120,,,,276434,,970949,,,0
H3,2010,2010,2010,6,1,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,869480,,,,1762440,,1094124,,,0
H3,2010,2010,2010,6,1,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,23132,,,,46264,,166809,,,0
H3,2010,2010,2010,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,2270875,,,,4634015,,5070572,,,0
H3,2010,2010,2010,6,1,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,11753228,,,,22014308,,24832735,,,0
H3,2010,2010,2010,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,496401,,,,1071976,,1349269,,,0
H3,2010,2010,2010,6,1,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,16891454,,,,34694959,,31479358,,,0
H3,2010,2010,2010,6,1,1,Import,212,Dominica,DMA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,45,,4850,,,0
H3,2010,2010,2010,6,1,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,1166711,,,0
H3,2010,2010,2010,6,1,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1737,,78462,,,0
H3,2010,2010,2010,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,5632,,,,1127,,5160,,,0
H3,2010,2010,2010,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,5133945,,,,,,6771859,,,0
H3,2010,2010,2010,6,1,2,Export,251,France,FRA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,27995415,,,,,,60958561,,,0
H3,2010,2010,2010,6,1,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,19000,,,,19900,,90000,,,0
H3,2010,2010,2010,6,1,1,Import,275,State of Palestine,PSE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,1865250,,,0
H3,2010,2010,2010,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,20392232,,,,36491086,,51708138,,,0
H3,2010,2010,2010,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,186142419,,,,400685787,,409255926,,,0
H3,2010,2010,2010,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,137000,,,,11860,,67260,,,0
H3,2010,2010,2010,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1368976,,,,2475399,,1148545,,,0
H3,2010,2010,2010,6,1,1,Import,308,Grenada,GRD,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,0,,,,35,,651,,,2
H3,2010,2010,2010,6,1,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,2269,,42611,,,0
H3,2010,2010,2010,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,2024330,,,,,,7585527,,,0
H3,2010,2010,2010,6,1,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,811400,,919000,,,0
H3,2010,2010,2010,6,1,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,2063600,,3938000,,,0
H3,2010,2010,2010,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,4826,,234341,,,0
H3,2010,2010,2010,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,593395,,,,,,293145,,,0
H3,2010,2010,2010,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,377229,,,,,,1004763,,,0
H3,2010,2010,2010,6,1,2,Export,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,0,,,,493,,2849,,,2
H3,2010,2010,2010,6,1,2,Export,388,Jamaica,JAM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1800,,,,85,,1506,,,0
H3,2010,2010,2010,6,1,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,,,137759,,,0
H3,2010,2010,2010,6,1,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,40,,398,,,0
H3,2010,2010,2010,6,1,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,48,,,,48,,90,,,0
H3,2010,2010,2010,6,1,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,872215,,,,1576762,,214790,,,0
H3,2010,2010,2010,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,941568,,,,1542319,,229885,,,0
H3,2010,2010,2010,6,1,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,322078,,,,868604,,519475,,,0
H3,2010,2010,2010,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,47704,,,,185949,,197057,,,0
H3,2010,2010,2010,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,3,,,,166861,,176783,,,0
H3,2010,2010,2010,6,1,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,3754192,,10679447,,,0
H3,2010,2010,2010,6,1,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,860,,13097,,,0
H3,2010,2010,2010,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,30322,,,,,,190721,,,0
H3,2010,2010,2010,6,1,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,37134068,,,,,,107635206,,,0
H3,2010,2010,2010,6,1,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,71,,,,,,1454,,,0
H3,2010,2010,2010,6,1,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,149900,,,,230424,,729164,,,0
H3,2010,2010,2010,6,1,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,7560,,,,15120,,3497,,,0
H3,2010,2010,2010,6,1,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,166270,,805301,,,0
H3,2010,2010,2010,6,1,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,4950,,,,,,29529,,,0
H3,2010,2010,2010,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,185463959,,,,,,371236510,,,0
H3,2010,2010,2010,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,78637847,,,,,,186837862,,,0
H3,2010,2010,2010,6,1,1,Import,533,Aruba,ABW,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,1147,,38543,,,0
H3,2010,2010,2010,6,1,2,Export,533,Aruba,ABW,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,520,,13163,,,0
H3,2010,2010,2010,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,88,,4690,,,0
H3,2010,2010,2010,6,1,2,Export,558,Nicaragua,NIC,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,26,,195,,,0
H3,2010,2010,2010,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,382555,,,,,,1763059,,,0
H3,2010,2010,2010,6,1,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",1,No Quantity,,,,,64,,986,,,0
H3,2010,2010,2010,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,12733778,,,,32404955,,26294036,,,0
H3,2010,2010,2010,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,3463931,,,,1967896,,2416864,,,0
H3,2010,2010,2010,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,847728,,,,989689,,3582479,,,0
H3,2010,2010,2010,6,1,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,1145856,,,,3201048,,2190832,,,0
H3,2010,2010,2010,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,413067,,,,695923,,2220259,,,0
H3,2010,2010,2010,6,1,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,010594,"Live fowls of species Gallus domesticus, weighing > 185g",5,Number of items,11696,,,,17972,,92636,,,0
