"","days_growing","ADG_mean","ADG_min","ADG_max","ADG_mean_mort_prrs","ADG_min_mort_prrs","ADG_max_mort_prrs","ADG_mean_mort_prrs_sstd_mth","ADG_min_mort_prrs_sstd_mth","ADG_max_mort_prrs_sstd_mth"
"159","159",1.63748320015913,1.46072122711145,1.7279676497677,1.66256580357688,1.49105506730616,1.74453544814067,1.68934745820048,1.60751270976746,1.77968831427466
"160","160",1.66282856275054,1.5773754899759,1.7133589951224,1.69060399162827,1.61560638049895,1.74034021792156,1.71098355976456,1.68204810000399,1.7520709022798
"161","161",1.62891355185919,1.4755663797491,1.7975675386672,1.65365829109947,1.52127171174961,1.81214101382656,1.67837019678182,1.59647187204268,1.80028088049609
"162","162",1.60591299605209,1.36133843860685,1.70831809989009,1.63412187435585,1.39137395754115,1.72903798869517,1.66273583769543,1.5769959746952,1.72819160176224
"163","163",1.59737840880225,1.44247184588676,1.70580715917568,1.62373009375454,1.48077629043393,1.72275338410032,1.64357839616973,1.51210656150042,1.73332537611126
"164","164",1.61390080645644,1.5254121571132,1.70704909628403,1.63910705178929,1.56305141243537,1.73471667246543,1.65131573872915,1.59095479522669,1.72521366703217
"165","165",1.59064023631011,1.32447473331527,1.70140591302451,1.61863238836684,1.35848618755554,1.72056236263394,1.64106581279545,1.55825081950706,1.72560949443942
"166","166",1.57672678918711,1.17823171661904,1.75802069573925,1.60679097845755,1.21960405012218,1.79788066347674,1.63324208729591,1.44412468103249,1.80224945301515
"167","167",1.56442084435682,1.38966792012662,1.69263461281225,1.59400087640444,1.43268437316167,1.72620110607581,1.61932135145109,1.49792903444028,1.71497399362356
"168","168",1.56552130623624,1.36281028629456,1.69659404791303,1.59353907901903,1.39069114001068,1.70630591318007,1.61642944911288,1.52189267164542,1.71304035274502
"169","169",1.54822182498809,1.35351341168515,1.68875730262044,1.57849397678452,1.39355806583512,1.71386194372325,1.60397066294638,1.50983793860926,1.7072811655435
"170","170",1.55256226268988,1.44020837022001,1.66922957142468,1.58251778032645,1.4650099371403,1.69032228634872,1.60283479828483,1.53811960702234,1.67648982894886
"171","171",1.52899466836813,1.30114764369489,1.65989068919311,1.559747617972,1.33221710364677,1.68427263983201,1.59311672246885,1.49026816029031,1.68002559627617
"172","172",1.52295038654652,1.19634389413089,1.67794723313141,1.55201823975588,1.27428231578812,1.69792429717529,1.5779747498802,1.47008210119232,1.69070932249017
"173","173",1.51361467576545,1.3278257700073,1.63606053639578,1.54539442543496,1.40264273565571,1.66674711953017,1.56628035273387,1.48217550780334,1.65456213329686
"174","174",1.51510795484023,1.30389200719539,1.63218017455162,1.54615086029972,1.35481679539799,1.65370441293945,1.56688390678781,1.44782645670392,1.66065388217077
"175","175",1.50889741963116,1.30566748961853,1.67840699751326,1.53871483671401,1.34486348912463,1.7085304759531,1.56241036352732,1.48584379933129,1.7303956534975
"176","176",1.48284749648457,1.26695952357734,1.60872626290826,1.51575554266689,1.31103590494656,1.64143572771366,1.54568038746828,1.44616359642463,1.64879347716223
"177","177",1.48643559805779,1.16447034455905,1.6017261283049,1.51893790536816,1.23716695323855,1.65094939158774,1.54378606017343,1.43302404027056,1.64952756847727
"178","178",1.47857355282177,1.19454321936127,1.64224295409696,1.50926391876728,1.23196821479878,1.66560616758086,1.53469962730116,1.43947701980992,1.67392038055087
"179","179",1.45712295116493,1.2322405957364,1.58003127843612,1.48952652684572,1.27964687786385,1.64042538926475,1.52061423561112,1.43931338563376,1.62850375337851
"180","180",1.4507719599819,1.13583637856852,1.61383336934434,1.48318786267075,1.19581354923655,1.63813297189065,1.51251725136213,1.36842550882903,1.62230739224371
"181","181",1.45553555431409,1.29879216672133,1.57446284735175,1.48947640998854,1.34920746849255,1.60328142533942,1.51349600507897,1.42880119148924,1.61364797826035
"182","182",1.44119123016678,1.20432236423024,1.57138351580922,1.47340411510915,1.24341990244567,1.58682503887165,1.50382506602037,1.39528716027677,1.59720698470023
"183","183",1.42662307552947,1.10405196930907,1.63781407582676,1.46327694687565,1.14058042238825,1.66649757658299,1.49401775083488,1.41055327406702,1.64483265860386
"184","184",1.43278021353469,1.21540055761991,1.56850128366352,1.46490607307708,1.2895563962317,1.59698866188379,1.49203043560022,1.41748076094501,1.60127780386096
"185","185",1.42539711720243,1.15087120465719,1.56763018402138,1.46042559227962,1.18512913563414,1.59745697116044,1.48878205289086,1.39108587206708,1.5853561936375
"186","186",1.4134617482782,1.06503725627652,1.52352905546791,1.44603770757836,1.09954340048457,1.54675815941808,1.47306437513807,1.38822127942823,1.5560603223856
"187","187",1.39680106657091,1.22856032447991,1.52080931619853,1.43191829494559,1.26380915761185,1.54834868238189,1.46317636562422,1.39633234593233,1.53569754209876
"188","188",1.40099533400103,1.22177598028282,1.5160547748963,1.43683097075083,1.27196873292814,1.54593557904329,1.46579829971832,1.39929417526195,1.55060134319103
"189","189",1.37507216629607,1.08880932982553,1.52141854271632,1.40887621915528,1.13593585109738,1.53715362681322,1.44367045916829,1.32931629754477,1.52802459409505
"190","190",1.36653468382911,1.10041879020562,1.55181392890842,1.4048263062496,1.14814760889249,1.59042490088806,1.43987304643137,1.37348557826645,1.58632082336657
"191","191",1.37061918595563,1.16405227041927,1.47238685293068,1.41148131085978,1.21767414730597,1.50637043314165,1.4411863391611,1.36137320282222,1.51957997246754
"192","192",1.35821408978956,1.03849385185009,1.47138947205524,1.39777329956949,1.07533728722552,1.51971598464026,1.4352597165862,1.36281479506138,1.5302879766512
"193","193",1.34846222949726,1.15293662350935,1.46732977797835,1.38574059797952,1.21521687739373,1.5022884699878,1.41905416851288,1.34568404405196,1.5000866625229
"194","194",1.3396378757048,1.15840263986646,1.48951014745862,1.37712500501643,1.23150053238658,1.51026829798982,1.41530502811113,1.35284509607815,1.50976924749869
"195","195",1.34393163176498,1.23247471930375,1.44136345865718,1.38304287722698,1.28596802320791,1.46649064893941,1.41186128851259,1.35661323802737,1.46343758024715
"196","196",1.32651406935265,1.09237176350313,1.47587735487219,1.36136633915126,1.14702412114728,1.5062072514961,1.39939723610147,1.32322307164213,1.49193554753459
"197","197",1.32266926004556,1.05363373068543,1.41380187476276,1.36217168684138,1.10148236675384,1.4450094467038,1.39309927518405,1.33407656504435,1.44398551360319
"198","198",1.3304398587824,1.18054676452269,1.42618554453283,1.36657952168833,1.20190669642541,1.47238811305903,1.39053030145198,1.33261215052033,1.46102003792557
"199","199",1.31861355531417,1.20138293558524,1.39348501004628,1.35876309123797,1.24046954206152,1.44633701159981,1.38665657177159,1.33313533542102,1.44511457855316
"200","200",1.30807846342514,1.13213058682998,1.43754879904945,1.34655657135503,1.17700844197071,1.46214235922982,1.37990298422653,1.32075556026714,1.48455490291736
"201","201",1.29290700124519,1.08770651705494,1.37740882928654,1.33226066825983,1.1308904758312,1.41280041118889,1.36612768482198,1.25975971500477,1.4101712822875
"202","202",1.28457566684913,1.17419791450169,1.36583994285865,1.32709196816038,1.23031785735527,1.40366209447204,1.35700223695655,1.29651467603515,1.40469792340564
"203","203",1.28011373778935,1.11389777059601,1.40440800959043,1.32380785093002,1.16189395492351,1.42198486177107,1.35941012265741,1.28328090404985,1.44200084778281
"204","204",1.28282573553061,1.16266480430793,1.3863927906138,1.32337812812996,1.19218039344926,1.420510134802,1.35697877540676,1.28821898389599,1.42501605977601
"205","205",1.26517379801761,1.10550279906059,1.33548927545046,1.3044943189754,1.16160514959289,1.37563657257252,1.3459270087307,1.29495576872714,1.3940166866258
"206","206",1.28517873590249,1.15024443066736,1.36663038609629,1.32282764044394,1.18365788594417,1.42220273369561,1.33887867720587,1.27097664872889,1.43664591391824
"207","207",1.23915684337342,1.10984659080271,1.34338992536739,1.27676358160955,1.13302381409008,1.3731344509989,1.31822904813162,1.2572317064309,1.36173005654455
"208","208",1.25357253731126,1.08071602911088,1.34210825126999,1.28803144846896,1.10811561192871,1.36936349833311,1.32657747860448,1.26420717896986,1.38590551696923
"209","209",1.24984430125777,1.16839025906106,1.32565648457568,1.29212892526452,1.20540952573497,1.35817886488383,1.32108807621557,1.27980755021867,1.37724686350351
"210","210",1.23218622912782,1.05439732788069,1.33612264847713,1.26953162040467,1.09308109888982,1.37139900796267,1.32207708123177,1.27943692231373,1.39326418550707
"211","211",1.21105166058082,1.0954446851958,1.28444829470821,1.24961215243296,1.1303404271573,1.32011273205326,1.29911784086495,1.27341708020122,1.32851426800394
"212","212",1.19529232171404,0.97822949075096,1.27412525115419,1.24373266968434,1.06149019634305,1.30710644556239,1.28763038378193,1.25279345026453,1.32056853495408
"213","213",1.17238054738907,0.975973723187132,1.24837001090947,1.21990516151217,1.02735023780824,1.28677999164672,1.27489773490615,1.22310027630871,1.29484683233483
"214","214",1.2156689476047,1.13560429132906,1.26561869752043,1.25134235329143,1.1954808611419,1.31395907292889,1.26639237312541,1.20992404136453,1.30975750543314
"215","215",1.20790790614935,1.08308505788796,1.29003946872628,1.25417234066804,1.10738185633894,1.34967062238739,1.28889861154006,1.19686494582296,1.34967062238739
"216","216",1.20721117896255,1.15645277310957,1.26246365143855,1.24045073908464,1.18976948441296,1.29829765230029,1.27312780500888,1.22835027095537,1.31690587292502
"217","217",1.1657839201182,0.982704236184806,1.30570894222925,1.19807498559551,1.01719681878679,1.33047129629394,1.2609603333262,1.18033319551828,1.32522107508626
"218","218",1.1814989680264,1.10001257405377,1.24392334048261,1.22694491379417,1.17271731400946,1.27901178550778,1.26180461075056,1.19082108971088,1.28304971350727
"219","219",1.17322678470548,1.12461408737048,1.24765688109583,1.21694667927219,1.17100130121912,1.29260109464624,1.26265323196496,1.24096321210385,1.29550196314042
"220","220",1.2281817196921,1.2281817196921,1.2281817196921,1.26669770489163,1.26669770489163,1.26669770489163,1.27995749856508,1.27995749856508,1.27995749856508
"221","221",1.15174222654672,0.942000247441765,1.23050130903927,1.20446216078821,1.02205227858799,1.27308320821232,1.24407911524246,1.22160542408473,1.26076315393746
"222","222",1.16467599784268,1.09093648574123,1.20765270275866,1.21096598466421,1.17687688580837,1.25833297745112,1.23262198368381,1.20543070907572,1.25719251976661
"223","223",1.18513978384229,1.13026823602586,1.24001133165872,1.21616706297196,1.16577202047047,1.26656210547345,1.24739813448949,1.23517253112142,1.25962373785756
"224","224",1.16595853018617,1.00044029441152,1.24074697977008,1.20424111849454,1.02064839876035,1.27743802913906,1.24200853163159,1.16455638469019,1.28855636126532
"225","225",1.14971477788028,1.13084111673608,1.16858843902449,1.18144614970917,1.1629150069619,1.19997729245643,1.20988195746623,1.20969053842989,1.21007337650258
"226","226",1.11409541805369,1.03954072971879,1.1643007816726,1.16171070682247,1.08646463273402,1.20867602482881,1.20576424675201,1.18419693319528,1.21932608540147
"227","227",1.11207514660453,1.11207514660453,1.11207514660453,1.15739445178852,1.15739445178852,1.15739445178852,1.19016182583936,1.19016182583936,1.19016182583936
"228","228",1.16650550756332,1.12174400505333,1.21857545948628,1.20472523055574,1.16724973566318,1.24444745975655,1.20578139068913,1.16542422750312,1.23259013085582
"229","229",1.12358970406628,1.04356747391495,1.16804149703435,1.1655466274173,1.07674465220493,1.1948983454734,1.19444640488811,1.16585931467175,1.22084375352385
"230","230",1.14585276702697,1.10449917422169,1.17423968809689,1.18725642593471,1.14950536051436,1.21226637858628,1.22461245015742,1.20009410933845,1.27072133584988
"231","231",1.20752029257352,1.20752029257352,1.20752029257352,1.23631692855426,1.23631692855426,1.23631692855426,1.22849989920301,1.22849989920301,1.22849989920301
"232","232",1.13603373955087,1.13603373955087,1.13603373955087,1.16558867444601,1.16558867444601,1.16558867444601,1.18265772602773,1.18265772602773,1.18265772602773
"233","233",1.10561641468327,0.991277950911026,1.17743489996327,1.15688883173643,1.05687589760552,1.22585596394702,1.19824545524448,1.16143265546657,1.2302495483191
"234","234",1.08260968810468,1.08260968810468,1.08260968810468,1.13927651164517,1.13927651164517,1.13927651164517,1.18084288576634,1.18084288576634,1.18084288576634
"235","235",1.07447378212047,1.05465738178019,1.09429018246074,1.12594898290064,1.12579967495114,1.12609829085014,1.17570167548316,1.11645540369214,1.23494794727418
"236","236",1.10948413262949,1.10948413262949,1.10948413262949,1.15578375460933,1.15578375460933,1.15578375460933,1.17764862970147,1.17764862970147,1.17764862970147
"237","237",1.12577103848312,1.11143866582232,1.14010341114393,1.17926683767955,1.17057019166258,1.18796348369652,1.17202187356169,1.15721510045417,1.18682864666922
"238","238",1.00093438053142,0.86252556654958,1.08447116656003,1.02918539501523,0.887097635701497,1.12013011382208,1.11472178265574,1.08798627982084,1.14055610510038
"239","239",1.09602055350652,1.03936679088624,1.14732365857329,1.16194211304092,1.09406318532538,1.20488843728087,1.19241181475393,1.11492785504017,1.29472349312062
"240","240",1.00144058046031,0.982460380564845,1.02042078035577,1.04892960378251,1.03984221495982,1.0580169926052,1.11459900325625,1.10286154801282,1.12633645849968
"241","241",1.05874999260291,1.05874999260291,1.05874999260291,1.12089678996032,1.12089678996032,1.12089678996032,1.11865611660147,1.11865611660147,1.11865611660147
"242","242",1.06429470983584,1.02881369525954,1.11650794717251,1.11314249278094,1.08705190431045,1.16309218087548,1.12337513336611,1.09872969426613,1.14581429119035
"243","243",1.04691052733731,0.984449196584612,1.10937185809,1.10436621521943,1.06329443913226,1.14543799130661,1.1352723569026,1.13324660683817,1.13729810696703
"245","245",1.07032000970813,1.07032000970813,1.07032000970813,1.10877825176266,1.10877825176266,1.10877825176266,1.15728955172598,1.15728955172598,1.15728955172598
"246","246",1.04986326119204,1.02609382900088,1.0736326933832,1.08740500549019,1.06357819963759,1.11123181134279,1.11824466073507,1.11024894295249,1.12624037851764
"247","247",0.918212485564195,0.918212485564195,0.918212485564195,0.96556829793962,0.96556829793962,0.96556829793962,1.09138816671011,1.09138816671011,1.09138816671011
"249","249",1.02362431771035,1.02362431771035,1.02362431771035,1.06391685257181,1.06391685257181,1.06391685257181,1.07491871788772,1.07491871788772,1.07491871788772
"250","250",0.927326367177254,0.927326367177254,0.927326367177254,1.01996244213823,1.01996244213823,1.01996244213823,1.10896033599055,1.10896033599055,1.10896033599055
"251","251",0.980681773909622,0.980681773909622,0.980681773909622,1.07712250051059,1.07712250051059,1.07712250051059,1.07248454788785,1.07248454788785,1.07248454788785
"253","253",1.0075609900496,1.0075609900496,1.0075609900496,1.07250973691097,1.07250973691097,1.07250973691097,1.0849938125085,1.0849938125085,1.0849938125085
"258","258",1.01543217825269,1.01543217825269,1.01543217825269,1.08348329816515,1.08348329816515,1.08348329816515,1.09609883894004,1.09609883894004,1.09609883894004
"264","264",0.979415728739358,0.979415728739358,0.979415728739358,1.02642358477739,1.02642358477739,1.02642358477739,1.02029732037647,1.02029732037647,1.02029732037647
"267","267",0.961430846265178,0.961430846265178,0.961430846265178,0.999155962887702,0.999155962887702,0.999155962887702,1.00351265931679,1.00351265931679,1.00351265931679
