"","days_growing","ADG_mean","ADG_min","ADG_max","dailyfeedintake_mean","dailyfeedintake_min","dailyfeedintake_max"
"230","230",1.12410834386931,1.09051393254117,1.14985742168862,3.06450523890833,2.90681114564823,3.34376080766687
"231","231",1.20802631059906,1.20802631059906,1.20802631059906,3.28809128255197,3.28809128255197,3.28809128255197
"232","232",1.14104226942415,1.14104226942415,1.14104226942415,3.05726170787163,3.05726170787163,3.05726170787163
"233","233",1.08886513534382,0.999103642565881,1.13418611527892,3.13361496057156,2.80853426996292,3.40538038920237
"234","234",1.0758360747739,1.0758360747739,1.0758360747739,3.00928777217758,3.00928777217758,3.00928777217758
"235","235",1.0775916847867,0.998114984964481,1.15706838460892,3.27064271212923,3.01149164524551,3.52979377901296
"236","236",1.09827368542896,1.09827368542896,1.09827368542896,2.97745229851277,2.97745229851277,2.97745229851277
"237","237",1.12211768730407,1.10094328681873,1.1432920877894,3.13653572072853,3.07523653533735,3.1978349061197
"238","238",1.01632478784754,0.858572024843789,1.11229326261985,2.80908270430748,2.52375317352447,2.98818749872467
"239","239",1.06053120537804,0.996789607991338,1.12409401272315,3.11282259337347,2.78145965756264,3.41305185638313
"240","240",0.998362807571179,0.967898681491886,1.02882693365047,2.90433367512738,2.72015646546332,3.08851088479144
"241","241",1.10343286281553,1.10343286281553,1.10343286281553,2.87936782906166,2.87936782906166,2.87936782906166
"242","242",1.07147218815107,1.04022234851723,1.10599281396626,2.88883765119236,2.77968907432673,3.01429255761294
"243","243",1.04387378177197,0.982385040436683,1.10536252310726,2.84742825729399,2.75195407540632,2.94290243918166
"245","245",1.0635767684266,1.0635767684266,1.0635767684266,3.22217715687295,3.22217715687295,3.22217715687295
"246","246",1.03973138138998,1.01198212939478,1.06748063338518,2.84978693007192,2.80378429459369,2.89578956555015
"247","247",0.924269627781928,0.924269627781928,0.924269627781928,2.67435384697499,2.67435384697499,2.67435384697499
"249","249",1.03944336790958,1.03944336790958,1.03944336790958,2.8058342542013,2.8058342542013,2.8058342542013
"250","250",0.908099446471013,0.908099446471013,0.908099446471013,2.79443121211533,2.79443121211533,2.79443121211533
"251","251",1.01660947229212,1.01660947229212,1.01660947229212,3.02029921857782,3.02029921857782,3.02029921857782
"253","253",1.01575941902604,1.01575941902604,1.01575941902604,2.82019656583906,2.82019656583906,2.82019656583906
"258","258",1.00676883188246,1.00676883188246,1.00676883188246,3.17662814505425,3.17662814505425,3.17662814505425
"264","264",0.973194516594184,0.973194516594184,0.973194516594184,2.49495756261492,2.49495756261492,2.49495756261492
"267","267",0.977596458059417,0.977596458059417,0.977596458059417,2.77305669147007,2.77305669147007,2.77305669147007
